symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
VLT.MI,2020-12-31,12M,EUR,49000.0,6109700.0,0.130285,5078000.0,629000.0,580000.0,6109700.0,0.130285,796000.0,1096000.0,1725000.0,7420000.0,16000.0,,,,,796000.0,796000.0,796000.0,796000.0,796000.0,796000.0,-34000.0,-34000.0,1928000.0,984991.812865,6324000.0,1096000.0,12498000.0,106000.0,0.0,855000.0,5078000.0,629000.0,948000.0,948000.0,187000.0,-203000.0,-14008.187135,59000.0,0.069006,11402000.0,889000.0,34000.0,12498000.0,-203000.0,-203000.0,
VLT.MI,2021-12-31,12M,EUR,54937.0,6109700.0,0.275331,7713865.0,952363.0,897426.0,6109700.0,0.275331,1682191.0,1919876.0,2872239.0,10457011.0,,58331.0,58331.0,186.0,186.0,1682191.0,1682191.0,1682191.0,1682191.0,1682191.0,1682191.0,-58145.0,-58145.0,3118751.0,1904952.3449,8290809.0,2166202.0,18170876.0,120845.0,0.0,1861545.0,7713865.0,952363.0,1033914.0,1033914.0,213512.0,-246512.0,-23750.6551,179354.0,0.096347,16004674.0,2205000.0,70000.0,18170876.0,-246512.0,-246512.0,33000.0
VLT.MI,2022-12-31,12M,EUR,126879.0,6109700.0,0.376514,10321426.0,1147112.0,1020233.0,6109700.0,0.376514,2300387.0,3109520.0,4256632.0,13020823.0,,82497.0,82497.0,37.0,37.0,2300387.0,2300387.0,2300387.0,2300387.0,2300387.0,2300387.0,-82460.0,-82460.0,4561839.0,2532329.147486,9606133.0,3414690.0,23342249.0,184767.0,0.0,3027023.0,10321426.0,1147112.0,1462032.0,1462032.0,282307.0,-305207.0,-73264.852514,726636.0,0.24005,19927559.0,,82460.0,23342249.0,-305207.0,-305207.0,22900.0
VLT.MI,2023-06-30,TTM,EUR,,,0.522166,,,,,0.522166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT.MI,2023-12-31,12M,EUR,331824.0,6109700.0,0.520747,14408124.0,1476868.0,1145044.0,6109700.0,0.520747,3181610.0,4456353.0,5933221.0,16316933.0,,160116.0,160116.0,71113.0,71113.0,3181610.0,3181610.0,3181610.0,3181610.0,3181610.0,3181610.0,-89003.0,-89003.0,6199580.0,3378864.122152,11665334.0,4651599.0,30725057.0,173995.0,0.0,4296237.0,14408124.0,1476868.0,2049354.0,2049354.0,283003.0,-328835.0,-69104.877848,1114627.0,0.259443,26073458.0,,,30725057.0,-266359.0,-266359.0,45832.0
VLT.MI,2023-12-31,TTM,EUR,331824.0,6109700.0,0.520747,14408124.0,1476868.0,1145044.0,6109700.0,0.520747,3181610.0,4456353.0,5933221.0,16316933.0,,160116.0,160116.0,71113.0,71113.0,3181610.0,3181610.0,3181610.0,3181610.0,3181610.0,3181610.0,-89003.0,-89003.0,6199580.0,3378864.122152,11665334.0,4651599.0,30725057.0,173995.0,0.0,4296237.0,14408124.0,1476868.0,2049354.0,2049354.0,283003.0,-328835.0,-69104.877848,1114627.0,0.259443,26073458.0,,,30725057.0,-266359.0,-266359.0,45832.0
