asOfDate,periodType,currencyCode,AdditionalPaidInCapital,AvailableForSaleSecurities,CapitalStock,CashAndCashEquivalents,CommonStock,CommonStockEquity,GoodwillAndOtherIntangibleAssets,InvestmentinFinancialAssets,InvestmentsAndAdvances,LongTermEquityInvestment,NetPPE,NetTangibleAssets,OrdinarySharesNumber,Payables,Receivables,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalTaxPayable
2023-06-30,3M,EUR,15838000.0,125741000.0,23162000.0,6306000.0,23162000.0,40786000.0,41914000.0,125741000.0,125741000.0,0.0,6065000.0,-1128000.0,24609593.0,1728000.0,501000.0,1203000.0,24609593.0,40786000.0,-1128000.0,1135000.0,185643000.0,40786000.0,144857000.0,1728000.0
