asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendReceivedCFO,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfInvestment,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,1053000.0,,9133000.0,0.215727,,,,,,,,,,,,,,,,,,,,,1605284.0,1605284.0,,,,,,,,,9133000.0,0.215727,,,,,,,,,,,,,,,679000.0,,,,,-49549.0,,,,,,6669151.0,6669151.0,,,,0.0,,,4553435.0,,,,,,,,,,,,,,1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057000.0,,,,,-107242.0,-2522511.0,,,555000.0,,138753.0,,,-15000.0,,,,,,,,,,8274435.0,,,,,,,,,,-15000.0,-15000.0,,4139090.0,,15000.0
2020-12-31,12M,EUR,2092319.0,7404000.0,3318929.0,-124000.0,1460000.0,1460106.0,9639973.0,0.106205,3720646.0,-7775982.0,1156997.0,6528000.0,7174678.0,6525000.0,3000.0,235633.0,2807480.0,670493.0,-16964.0,218572.0,-1351402.0,-243668.0,2807482.0,1156997.0,0.0,11157458.0,14125059.0,19456004.0,2642029.0,2642029.0,139308.0,7917163.0,,159368.0,686703.0,2146809.0,2146000.0,686000.0,9639973.0,0.106205,1023811.0,0.0,1315666.0,3462475.0,6528126.0,15144418.0,6717551.0,-3382060.0,,8349947.0,12072009.0,7528000.0,3799669.0,6177483.0,47000.0,150086.0,150086.0,478840.0,478840.0,,553404.0,3468597.0,11157458.0,-8303991.0,8605.0,11540985.0,11540985.0,60269.0,20731910.0,35621.0,9379.0,0.0,808971.0,7655014.0,1023811.0,1023811.0,1014433.0,1023811.0,1023811.0,1014432.0,1014433.0,-5363914.0,328754.0,-528009.0,5908580.0,4871834.0,328754.0,,,3799669.0,-2412068.0,1036746.0,-914551.0,0.0,676975.0,4008088.0,3588475.0,1133471.9053,4393922.0,5213947.0,963536.0,20302542.0,9639973.0,-2.0,-19.0,-1185.0,-1.0,3722062.0,-328755.0,1.0,-1.0,,309947.0,2144000.0,647181.0,333000.0,646678.0,0.0,4822319.0,1245000.0,1165580.0,3092219.0,678184.0,-5363914.0,-537186.0,-2412068.0,14125059.0,2146809.0,678000.0,1719715.0,9177.0,,9639973.0,-126000.0,11157458.0,-914551.0,-16339.0947,151147.0,0.129675,936440.0,-140132.0,35336289.0,11157458.0,14183014.0,11193079.0,19339006.0,24143210.0,15880284.0,16226047.0,836825.0,,20302542.0,586000.0,-126000.0,-126000.0,,3468597.0,11538841.0,79000.0
2021-12-31,12M,EUR,2489293.0,9901111.0,7387722.0,-124000.0,714495.0,1766346.0,11425890.0,-0.022844,6528126.0,-5599893.0,1343158.0,9424439.0,11096639.0,9422000.0,2000.0,-106956.0,2896313.0,-132318.0,-895389.0,396974.0,-2584520.0,-3322209.0,2896313.0,1343158.0,0.0,18029220.0,4112055.0,27261421.0,,,1037397.0,10215193.0,2336.0,-432394.0,783467.0,2549813.0,790610.0,76115.0,11425890.0,-0.022844,-261008.0,0.0,-325880.0,2223933.0,9424439.0,35287005.0,6223239.0,-2295922.0,,11732197.0,15780851.0,10025000.0,3140908.0,6773025.0,0.0,254352.0,254352.0,100659.0,100659.0,,328755.0,3600916.0,18029220.0,-6630897.0,14088.0,,,42611.0,44903747.0,53930.0,26692.0,0.0,4401791.0,,-261008.0,-261008.0,-1343290.0,-261008.0,-261008.0,2488279.0,-261008.0,-5475187.0,-70205.0,-1031005.0,1821447.0,648449.0,-70205.0,1.0,1.0,3140908.0,-124706.0,1172998.0,2248369.0,0.0,808003.0,4901487.0,2651888.0,64237.8,3303971.0,7098905.0,-325880.0,10885080.0,11425890.0,,1109.0,538.0,-1.0,4048654.0,153693.0,-2.0,-1.0,22163.0,81380.0,3102193.0,991855.0,2662755.0,1672200.0,0.0,6397830.0,1768000.0,-802149.0,2106442.0,558219.0,-5475187.0,-1031005.0,-124706.0,4112055.0,2549813.0,427955.0,4357134.0,,,11425890.0,-427955.0,18029220.0,2248369.0,-102709.2,541141.0,0.24,1077797.0,481273.0,46197268.0,18029220.0,,18083150.0,11210960.0,28114118.0,18935847.0,17898925.0,2209579.0,70205.0,10885080.0,806344.0,-427955.0,-427955.0,,,17046228.0,45000.0
2022-12-31,12M,EUR,2705329.0,11593000.0,8971755.0,-432000.0,690557.0,1785061.0,11667749.0,0.230951,9424439.0,-10803999.0,1387747.0,7132000.0,7870283.0,7129000.0,3000.0,321586.0,-2292698.0,-1546762.0,-395346.0,216036.0,-1743255.0,-3147741.0,-2292696.0,1387747.0,0.0,21000049.0,20436115.0,28798982.0,,,1223170.0,13282834.0,6124.0,-165312.0,888480.0,2673541.0,2791895.0,2791895.0,11667749.0,0.230951,2694677.0,0.0,2925649.0,5717544.0,7131740.0,34357902.0,6228121.0,-9285257.0,,19747576.0,24799576.0,12025000.0,2236000.0,6047164.0,,396284.0,396284.0,45444.0,45444.0,-153693.0,,5147678.0,21000049.0,-10039559.0,200281.0,,,29000.0,41742567.0,0.0,,0.0,222221.0,,2694677.0,2694677.0,2694677.0,2694677.0,2694677.0,2694677.0,2694677.0,-10803999.0,-350840.0,747724.0,6005900.0,3813962.0,-350840.0,,,2236000.0,16716.0,2191938.0,-3799527.0,0.0,1038962.0,4709526.0,5717544.0,2694677.0,1518742.0,3166960.0,2880204.0,26483279.0,11667749.0,-3.0,-65.0,620.0,,5052000.0,350839.0,-75.0,-2.0,119752.0,375065.0,3261000.0,478000.0,1118000.0,738283.0,0.0,6600126.0,,2529365.0,1729000.0,369493.0,-10803999.0,-186193.0,,20436115.0,2673541.0,543524.0,6527104.0,933917.0,16716.0,11790749.0,-543524.0,21000049.0,-3799527.0,0.0,-165312.0,0.24,1846916.0,-786354.0,56034764.0,21000049.0,,21000049.0,23603075.0,35034715.0,27235782.0,21751881.0,2880204.0,117357.0,26483279.0,633797.0,-543524.0,-543524.0,123000.0,5147678.0,15516148.0,
2023-12-31,12M,EUR,2300506.0,13897000.0,10066188.0,-434000.0,,2509825.0,,,7131740.0,-4430070.0,1447227.0,5188000.0,5900256.0,5185000.0,3000.0,231756.0,-1942978.0,1041621.0,1581477.0,-404823.0,-2360100.0,89931.0,-1942977.0,1447227.0,0.0,22322802.0,25393572.0,26664899.0,,,556701.0,12930123.0,34779.0,51957.0,1001850.0,3511675.0,3515923.0,3515923.0,,,924580.0,0.0,1560485.0,5076408.0,5188762.0,30213178.0,-3205223.0,1146541.0,32443.0,19747576.0,25194576.0,14331000.0,2759000.0,5873362.0,,583949.0,583949.0,192501.0,192501.0,-350839.0,,4106056.0,22322802.0,-4314365.0,110603.0,,,97000.0,38107208.0,0.0,,0.0,398175.0,,924580.0,924580.0,924579.0,924580.0,924580.0,924580.0,924580.0,-2904252.0,-391448.0,115705.0,-3603397.0,-2951471.0,-391448.0,-1.0,,2759000.0,-1525818.0,-651926.0,-2871774.0,0.0,1122175.0,5302375.0,5076408.0,924580.0,5576611.0,4505379.0,1367983.0,31266934.0,12213849.0,-1.0,836.0,1028.0,,5447000.0,374703.0,321.0,,,989456.0,3569000.0,1061000.0,543000.0,712256.0,0.0,6639280.0,,976536.0,1601000.0,707092.0,-2904252.0,,-1525818.0,25393572.0,3511675.0,,5832976.0,115705.0,,12385549.0,,22322802.0,-2871774.0,0.0,51957.0,0.053205,1661050.0,269887.0,54729399.0,22322802.0,,22322802.0,29898951.0,32406597.0,28064500.0,19476474.0,1367984.0,,31266934.0,769774.0,,,171700.0,4106056.0,13734776.0,
