asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AmortizationCashFlow,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalExpenditureReported,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,EnterprisesValueEBITDARatio,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GeneralAndAdministrativeExpense,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,InvestedCapital,InvestingCashFlow,InvestmentProperties,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPropertiesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RestrictedCash,RestructuringAndMergernAcquisition,RetainedEarnings,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockBasedCompensation,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,-6000.0,,,1936.0,,,,,-53000.0,0.0,,,,-769244.0,,,,,,,,,,,-769244.0,,0.0,-1588339.0,,,,,,,28674.0,433214.0,,,,1008155.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,-1588339.0,,,,,,,,,-53000.0,,,,,,,-267405.0,,,0.0,,,,63000.0,,,,,,,,1.0,,,56872.0,,,,,,,,13622416.0,,,,,138000.0,,,,0.0,0.0,,,0.0,0.0,,-1588339.0,,,,,,,55257.0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,1108000.0,323000.0,-24000.0,22931342.0,-436000.0,160264.0,12779686.0,-0.7158,475273.0,1895000.0,-296476.0,,63264528.0,24431000.0,27617000.0,,24431000.0,0.0,24427908.0,-1902041.0,963689.0,-1677386.0,-2290.0,-2523273.0,24427908.0,63264528.0,,85146632.0,25989630.0,0.0,1900000.0,30501394.0,52913000.0,52913000.0,712000.0,57340096.0,,160264.0,160264.0,160264.0,160264.0,0.0,12779686.0,-0.7158,-9147540.0,-7549120.0,-7388856.0,24903181.0,108942214.0,-14.744125,26266338.0,-2512656.0,4803812.0,959000.0,112218.0,759000.0,2013331.0,3492000.0,,3089521.0,2092000.0,2092000.0,89000.0,89000.0,-209223.0,161391.0,148052081.0,377750.0,115050000.0,2901000.0,25989630.0,,9992449.0,9992449.0,,,2901000.0,,0.0,52108962.0,0.0,0.0,,25989630.0,38474449.0,-9147540.0,-9147540.0,-9147540.0,-9147540.0,-9147540.0,-9641120.0,-9147540.0,-55346.0,-2160000.0,-117841.0,792067.0,1163513.0,1163513.0,-2160000.0,276708.0,-241130.0,2013331.0,-241130.0,85034414.0,859099.0,248578.0,0.0,34510.0,-2104215.425714,-2216180.0,3401281.0,90719.0,5392000.0,21986904.0,-1.0,215394.0,190605.0,112218.0,4534548.0,1290713.0,-289954.0,218000.0,142000.0,118331.0,641000.0,3186000.0,,0.0,1250000.0,96845.0,,1000.0,-9641120.0,0.0,188018.0,,1900000.0,160264.0,,,,0.0,472000.0,96845.0,-12785179.0,959000.0,22025109.0,-3889366.0,212557.0,85146632.0,85034414.0,-380041.425714,-493580.0,0.051195,520000.0,0.0,152727755.0,95139081.0,62905449.0,85146632.0,5301281.0,67581123.0,122226361.0,10241027.0,-3251572.0,157000.0,5392000.0,0.0,-7423366.0,-7423366.0,313170.0,38205.0,-26838702.0,703000.0
2021-12-31,12M,EUR,1222000.0,404000.0,,22931342.0,-251000.0,382891.0,21986904.0,0.0194,24922621.0,1838000.0,-568980.0,,63264528.0,6846000.0,10224210.0,,3846000.0,3000000.0,-18076467.0,-441132.0,-923707.0,421270.0,-374010.0,-1477452.0,-18076467.0,63264528.0,,85497760.0,0.0,,2656000.0,11920569.0,1172000.0,1172000.0,163000.0,3014821.0,,,382891.0,382891.0,382891.0,,21986904.0,0.0194,426520.0,1883005.0,2265896.0,6846154.0,134561790.0,59.385687,59007.0,-4086174.0,-3947170.0,1684000.0,85768.0,655000.0,2185343.0,3143000.0,,1300000.0,1461000.0,1461000.0,17000.0,17000.0,-270133.0,9347.0,153369746.0,-14618280.0,138300000.0,10000.0,0.0,57971334.0,66699986.0,66699986.0,57971334.0,-57843375.0,10000.0,,280000.0,79152854.0,0.0,0.0,0.0,0.0,61025986.0,426520.0,426520.0,426520.0,426520.0,426520.0,422005.0,426520.0,0.0,-1525000.0,-13049300.0,-1000000.0,127959.0,127959.0,-1525000.0,-68952.0,-568980.0,2185343.0,-568980.0,85411992.0,854166.0,189302.0,,4478557.0,2108142.36,-3517194.0,4440062.0,-1297062.0,5799000.0,21986904.0,19440.0,215359.0,-179.0,85768.0,1454169.0,2221364.0,-596345.0,268000.0,346000.0,67343.0,106000.0,3378210.0,,0.0,1786000.0,94401.0,,1000.0,422005.0,0.0,-185252.0,,2656000.0,382891.0,,,-57843375.0,,0.0,94401.0,-12358659.0,1684000.0,22025109.0,-1394401.0,0.0,85497760.0,85411992.0,-531038.64,-4515.0,0.24,807000.0,0.0,155567210.0,152197746.0,67871986.0,85497760.0,7096062.0,70069450.0,143646641.0,67054629.0,2684434.0,81000.0,5799000.0,218000.0,-2212661.0,-2212661.0,165341.0,38205.0,8905748.0,-185000.0
2022-12-31,12M,EUR,1654000.0,68000.0,,22931342.0,-251000.0,199797.0,21987004.0,0.016,6846154.0,1780000.0,,,63264528.0,15058512.0,15602090.0,,15058512.0,0.0,8212358.0,-461323.0,1025382.0,105341.0,841578.0,1386390.0,8212358.0,63264528.0,,85914993.0,,,2270350.0,16703977.0,1569000.0,1569000.0,215000.0,4477201.0,,199797.0,199797.0,199797.0,199797.0,,21987004.0,0.016,351567.0,2673834.0,2873631.0,15058512.0,133807238.0,,-1201212.0,187152.0,-3514909.0,1464000.0,62753.0,319000.0,1887542.0,4970650.0,,680000.0,1657000.0,1657000.0,5000.0,5000.0,-244323.0,4536.0,154146953.0,9226418.0,135942648.0,,,0.0,66662960.0,66662960.0,0.0,-1201212.0,,74224.0,0.0,75854818.0,0.0,0.0,0.0,,53173448.0,351567.0,351567.0,351567.0,351567.0,351567.0,1016834.0,351567.0,,-1662000.0,5975943.0,3250475.0,-1201212.0,-1201212.0,-1662000.0,,,1887542.0,0.0,85852240.0,190329.0,66393.0,,3218276.0,613497.2,187152.0,5376038.0,-405388.0,7241000.0,21986904.0,,223887.0,201.0,,1183866.0,2435398.0,-142000.0,958000.0,1092000.0,107542.0,285000.0,543578.0,-469000.0,0.0,2908000.0,154961.0,,1000.0,1016834.0,0.0,0.0,,2270350.0,199797.0,,,-1201212.0,,0.0,80737.0,-12434428.0,1464000.0,22025109.0,-291737.0,,85914993.0,85852240.0,-82714.8,665267.0,0.24,309000.0,0.0,157222647.0,152577953.0,68231960.0,85914993.0,7646388.0,71307654.0,140518670.0,66830453.0,2722358.0,10000.0,7241000.0,162000.0,-344645.0,-344645.0,26876.0,38205.0,12226776.0,
2023-12-31,12M,EUR,1227000.0,149000.0,-210000.0,22931342.0,-251000.0,,21987004.0,-0.4293,15058512.0,1909000.0,,,63264528.0,5741857.0,5741857.0,,5741857.0,0.0,-9316655.0,136849.0,-935585.0,-650711.0,115973.0,-1386836.0,-9316655.0,63264528.0,,76489006.0,,,1285000.0,6555345.0,489000.0,489000.0,228000.0,2045964.0,,111875.0,111875.0,111875.0,111875.0,,21987004.0,-0.4293,-9439618.0,-7686938.0,-7575063.0,5741857.0,129224205.0,-17.059159,-6789683.0,-2155251.0,6974108.0,1206000.0,39572.0,400000.0,2010046.0,5101000.0,,7598319.0,1500000.0,1500000.0,40000.0,40000.0,-94227.0,2838.0,139311618.0,-371721.0,130066859.0,,,,62333612.0,62333612.0,,-6789683.0,,26971.0,,70797830.0,0.0,0.0,,,57080755.0,-9439618.0,-9439618.0,-9439618.0,-9439618.0,-9439618.0,-9186938.0,-9439618.0,,-1539000.0,-915298.0,543577.0,-6789683.0,-6789683.0,-1539000.0,,,1800046.0,,76449434.0,0.0,19821.0,,73151.0,-3626975.36,-2155251.0,5572164.0,-471164.0,6386000.0,21986904.0,,215488.0,-36.0,,1460087.0,2471278.0,-152000.0,874000.0,295000.0,101046.0,104000.0,,,0.0,1557000.0,27878.0,,1000.0,-9186938.0,0.0,,,1285000.0,111875.0,,,-6789683.0,,,32895.0,-22220613.0,1206000.0,22025109.0,-7631214.0,,76489006.0,76449434.0,-1835571.36,252680.0,0.24,116000.0,-64036.0,140933100.0,138822618.0,62822612.0,76489006.0,6857164.0,64444094.0,134377755.0,62398130.0,-7726851.0,79000.0,6386000.0,35000.0,-7648214.0,-7648214.0,17726.0,38205.0,4509381.0,
