symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,DeferredTax,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFF,InterestPaidCFO,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,PurchaseOfBusiness,PurchaseOfPPE,RepaymentOfDebt,SaleOfBusiness
ENEL.MI,2022-12-31,3M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,-25000000.0,,,,,-34000000.0,,,
ENEL.MI,2023-03-31,3M,EUR,11543000000.0,-3018000000.0,-2074000000.0,-487000000.0,817000000.0,1640000000.0,-2233000000.0,-1301000000.0,-1077000000.0,-544000000.0,702000000.0,1781000000.0,1781000000.0,57000000.0,11056000000.0,-1222000000.0,464000000.0,-33000000.0,-509000000.0,-2804000000.0,1598000000.0,1598000000.0,-1699000000.0,34000000.0,0.0,1034000000.0,1445000000.0,-101000000.0,-101000000.0,986000000.0,180000000.0,-3018000000.0,3482000000.0,877000000.0,0.0,-3018000000.0,-1699000000.0,34000000.0
ENEL.MI,2023-06-30,3M,EUR,11056000000.0,-2974000000.0,-255000000.0,-4519000000.0,-339000000.0,967000000.0,-3947000000.0,1525000000.0,-1794000000.0,-4582000000.0,830000000.0,1621000000.0,1621000000.0,63000000.0,6537000000.0,-2714000000.0,-1449000000.0,-31000000.0,-2207000000.0,-3393000000.0,1876000000.0,1876000000.0,-4304000000.0,2000000.0,,1479000000.0,1638000000.0,-2428000000.0,-2428000000.0,,-421000000.0,-2296000000.0,1525000000.0,1371000000.0,-15000000.0,-2296000000.0,-4304000000.0,17000000.0
ENEL.MI,2023-09-30,3M,EUR,6537000000.0,-3024000000.0,-2663000000.0,-2346000000.0,-125000000.0,237000000.0,88000000.0,-146000000.0,54000000.0,-2245000000.0,911000000.0,1592000000.0,1592000000.0,-101000000.0,4191000000.0,-4873000000.0,2049000000.0,-92000000.0,112000000.0,-2445000000.0,809000000.0,809000000.0,-2927000000.0,120000000.0,0.0,1740000000.0,2005000000.0,-2118000000.0,-2118000000.0,,459000000.0,-3702000000.0,5073000000.0,281000000.0,-2000000.0,-3702000000.0,-2927000000.0,122000000.0
ENEL.MI,2023-12-31,3M,EUR,4191000000.0,-3752000000.0,-143000000.0,2952000000.0,82000000.0,-124000000.0,4927000000.0,-2672000000.0,1969000000.0,3020000000.0,364000000.0,3463000000.0,3463000000.0,-68000000.0,7143000000.0,383000000.0,853000000.0,-26000000.0,-2988000000.0,-1968000000.0,759000000.0,759000000.0,-1148000000.0,1910000000.0,-20000000.0,-815000000.0,-821000000.0,-389000000.0,-389000000.0,,-126000000.0,-2367000000.0,4605000000.0,2267000000.0,0.0,-2367000000.0,-1148000000.0,1910000000.0
ENEL.MI,2024-03-31,3M,EUR,7143000000.0,-2690000000.0,-2366000000.0,-196000000.0,657000000.0,772000000.0,-2931000000.0,1751000000.0,249000000.0,-167000000.0,1024000000.0,1607000000.0,1607000000.0,-29000000.0,6947000000.0,-2371000000.0,1949000000.0,-30000000.0,-739000000.0,-2435000000.0,1973000000.0,1973000000.0,-2541000000.0,265000000.0,-1000000.0,1931000000.0,2244000000.0,-568000000.0,-568000000.0,594000000.0,-10000000.0,-2690000000.0,4639000000.0,734000000.0,,-2690000000.0,-2541000000.0,265000000.0
ENEL.MI,2024-03-31,TTM,EUR,11056000000.0,-12440000000.0,-5427000000.0,-4109000000.0,275000000.0,1852000000.0,-1863000000.0,458000000.0,478000000.0,-3974000000.0,3129000000.0,8283000000.0,8283000000.0,-135000000.0,7082000000.0,-9510000000.0,3337000000.0,-179000000.0,-5887000000.0,-10241000000.0,6468000000.0,6468000000.0,-10920000000.0,2297000000.0,-21000000.0,4335000000.0,5066000000.0,-4452000000.0,-4452000000.0,569000000.0,-98000000.0,-11055000000.0,15777000000.0,4653000000.0,,-11055000000.0,-10920000000.0,2314000000.0
