asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DeferredTax,DefinedPensionBenefit,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsPayable,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancialAssets,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,InterestPaidCFO,InterestReceivedCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherInvestments,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PreferredStockDividends,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RestrictedCash,RetainedEarnings,SaleOfBusiness,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,7487000000.0,,,,,,,,,,,,,,,,,,,,,,,,,-3957000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,72000000.0,,,,-86000000.0,-268000000.0,,,,,,,,,,,,,,,,,,,,1682000000.0,,1682000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1323000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1549152.0,,,
2020-12-31,12M,EUR,12859000000.0,12046000000.0,-105940000000.0,,-3287000000.0,1223000000.0,1416000000.0,5115000000.0,10164612352.0,0.26,9080000000.0,10716000000.0,-9548000000.0,2068000000.0,10167000000.0,5906000000.0,7796000000.0,-4742000000.0,165000000.0,5741000000.0,-3078000000.0,-8000000.0,-979000000.0,698000000.0,-1365000000.0,-1654000000.0,-2581000000.0,10167000000.0,,28325000000.0,,-13000000.0,8896000000.0,42007000000.0,34553000000.0,247000000.0,8896000000.0,9143000000.0,41787000000.0,1057000000.0,,,7163000000.0,7163000000.0,5343000000.0,4120000000.0,3606000000.0,10164612352.0,0.26,2610000000.0,2135000000.0,7790000000.0,14953000000.0,-497000000.0,6002000000.0,131783387731.0,1236000000.0,,-3972000000.0,52000000.0,1960000000.0,,,13779000000.0,31441000000.0,15333000000.0,184664000000.0,21600000000.0,3471000000.0,1820000000.0,2327000000.0,2327000000.0,179000000.0,179000000.0,0.0,-3690000000.0,1705000000.0,2360000000.0,84919000000.0,-10117000000.0,103000000.0,5115000000.0,861000000.0,218000000.0,643000000.0,,4512000000.0,637000000.0,1821000000.0,47698000000.0,49519000000.0,4512000000.0,-2662000000.0,861000000.0,5774000000.0,159411000000.0,84112387731.0,14032000000.0,-1012000000.0,121000000.0,-13000000.0,50688000000.0,2610000000.0,2610000000.0,3622000000.0,0.0,2610000000.0,2610000000.0,5463000000.0,3622000000.0,-1218000000.0,-2509000000.0,1850000000.0,1850000000.0,-2509000000.0,-1067000000.0,-690000000.0,78724000000.0,-8330000000.0,-3116000000.0,500000000.0,6191000000.0,8578000000.0,7797000000.0,2964000000.0,374000000.0,19011000000.0,5288280000.0,11508000000.0,10208000000.0,11392000000.0,63607000000.0,10163410794.0,,2145000000.0,,17662000000.0,171000000.0,,2881000000.0,366000000.0,2958000000.0,2287000000.0,5931000000.0,5004000000.0,2597000000.0,1890000000.0,-65000000.0,0.0,22282000000.0,207000000.0,0.0,350000000.0,5463000000.0,0.0,-368000000.0,-33000000.0,-1218000000.0,-8330000000.0,2137000000.0,42007000000.0,7163000000.0,396000000.0,-2662000000.0,-13000000.0,3223000000.0,18200000000.0,154000000.0,10166679946.0,-3040000000.0,28325000000.0,-3116000000.0,-1379720000.0,1841000000.0,0.34,1294000000.0,-1575000000.0,163453000000.0,76023000000.0,58662000000.0,42357000000.0,52215000000.0,121096000000.0,128900000000.0,79309000000.0,8455000000.0,361000000.0,63607000000.0,1357000000.0,-4058000000.0,-4058000000.0,3269152.0,3000000.0,-7234000000.0,1285000000.0
2021-12-31,12M,EUR,16959000000.0,16076000000.0,-108750000000.0,7496000000.0,-3663000000.0,1330000000.0,1242000000.0,5654000000.0,10162568494.0,0.31,6002000000.0,11597000000.0,-12201000000.0,2547000000.0,10167000000.0,8858000000.0,11018000000.0,-4970000000.0,732000000.0,8126000000.0,2988000000.0,-649000000.0,90000000.0,4357000000.0,-4895000000.0,-1097000000.0,2971000000.0,10167000000.0,,29653000000.0,,-13000000.0,11819000000.0,63901000000.0,66374000000.0,259000000.0,16160000000.0,16419000000.0,76720000000.0,1126000000.0,1643000000.0,,8691000000.0,8691000000.0,5592000000.0,4262000000.0,3339000000.0,10162568494.0,0.31,3118000000.0,2191000000.0,7711000000.0,16402000000.0,17000000.0,8990000000.0,95883977934.0,2772000000.0,,3931000000.0,49000000.0,-2286000000.0,,,13821000000.0,31891000000.0,19739000000.0,193322000000.0,17892000000.0,22791000000.0,2915000000.0,2333000000.0,2333000000.0,197000000.0,197000000.0,-71000000.0,-4277000000.0,1365000000.0,3023000000.0,98025000000.0,-10875000000.0,91000000.0,5654000000.0,704000000.0,393000000.0,311000000.0,,21447000000.0,643000000.0,2288000000.0,52212000000.0,54500000000.0,21447000000.0,-11321000000.0,704000000.0,7197000000.0,163443000000.0,71599977934.0,12689000000.0,-668000000.0,-222000000.0,-13000000.0,59514000000.0,3189000000.0,3118000000.0,3758000000.0,99000000.0,3189000000.0,3090000000.0,3857000000.0,3857000000.0,-1656000000.0,-2661000000.0,10126000000.0,10126000000.0,-2661000000.0,-1141000000.0,1548000000.0,84572000000.0,-10545000000.0,-2238000000.0,498000000.0,6214000000.0,11034000000.0,9259000000.0,2724000000.0,50000000.0,14717000000.0,1910500000.0,9915000000.0,10770000000.0,7122000000.0,81793000000.0,10161790794.0,,3508000000.0,5567000000.0,18070000000.0,158000000.0,,2447000000.0,3268000000.0,4027000000.0,2019000000.0,5382000000.0,5820000000.0,3633000000.0,2160000000.0,-1785000000.0,71000000.0,26518000000.0,205000000.0,0.0,412000000.0,5378000000.0,0.0,278000000.0,-283000000.0,-1656000000.0,-10545000000.0,2816000000.0,63901000000.0,8691000000.0,126000000.0,-11321000000.0,-13000000.0,6485000000.0,17801000000.0,61000000.0,10161790794.0,-2305000000.0,29653000000.0,-2238000000.0,505500000.0,1620000000.0,0.3,1694000000.0,-1846000000.0,206940000000.0,81865000000.0,70919000000.0,42342000000.0,74671000000.0,164598000000.0,140566000000.0,87878000000.0,7551000000.0,525000000.0,81793000000.0,1986000000.0,1685000000.0,1685000000.0,,36000000.0,-10346000000.0,1175000000.0
2022-12-31,12M,EUR,17641000000.0,16605000000.0,-109627000000.0,7496000000.0,-3783000000.0,1612000000.0,6155000000.0,8311000000.0,10160538038.0,0.15,8990000000.0,12153000000.0,-13242000000.0,2672000000.0,10167000000.0,11041000000.0,16475000000.0,-4901000000.0,2038000000.0,9003000000.0,2553000000.0,-2166000000.0,-360000000.0,1333000000.0,-2768000000.0,-4679000000.0,2417000000.0,10167000000.0,,28655000000.0,,-14000000.0,13964000000.0,113709000000.0,72218000000.0,261000000.0,19453000000.0,19714000000.0,75664000000.0,1325000000.0,3470000000.0,8000000.0,8809000000.0,8809000000.0,6086000000.0,4474000000.0,5895000000.0,10160538038.0,0.15,1559000000.0,2228000000.0,11305000000.0,20114000000.0,136000000.0,11543000000.0,83677416539.0,3970000000.0,,7394000000.0,47000000.0,-4593000000.0,,,13742000000.0,31262000000.0,20388000000.0,198148000000.0,21944000000.0,14830000000.0,1361000000.0,2628000000.0,2628000000.0,359000000.0,359000000.0,-123000000.0,-5134000000.0,2715000000.0,4756000000.0,113888000000.0,-13626000000.0,94000000.0,8311000000.0,1281000000.0,332000000.0,949000000.0,,22399000000.0,629000000.0,2411000000.0,65780000000.0,68191000000.0,22399000000.0,-9979000000.0,1281000000.0,6055000000.0,165370000000.0,51102416539.0,13425000000.0,-1238000000.0,757000000.0,-14000000.0,74192000000.0,1682000000.0,1559000000.0,5154000000.0,-2234000000.0,1682000000.0,3916000000.0,2920000000.0,2920000000.0,-1961000000.0,-2215000000.0,12420000000.0,12420000000.0,-2215000000.0,12000000.0,-1141000000.0,88521000000.0,-11281000000.0,-2607000000.0,347000000.0,5747000000.0,11175000000.0,9794000000.0,2202000000.0,349000000.0,18816000000.0,2929520000.0,8649000000.0,12400000000.0,9544000000.0,135653000000.0,10159526151.0,16000000.0,2770000000.0,5567000000.0,17520000000.0,158000000.0,447000000.0,1572000000.0,221000000.0,3899000000.0,4523000000.0,4728000000.0,6032000000.0,2474000000.0,5434000000.0,-2230000000.0,123000000.0,27266000000.0,215000000.0,0.0,429000000.0,8677000000.0,0.0,-718000000.0,-1275000000.0,-1961000000.0,-11281000000.0,4551000000.0,113709000000.0,8809000000.0,503000000.0,-9979000000.0,-14000000.0,8319000000.0,15795000000.0,2032000000.0,10166679946.0,-409000000.0,28655000000.0,-2607000000.0,311520000.0,3523000000.0,0.24,2159000000.0,-1934000000.0,219874000000.0,94435000000.0,87905000000.0,42080000000.0,126109000000.0,177794000000.0,147656000000.0,102130000000.0,11193000000.0,-54000000.0,135653000000.0,2669000000.0,1298000000.0,1298000000.0,7153795.0,47000000.0,-3446000000.0,1278000000.0
2023-12-31,12M,EUR,15821000000.0,17773000000.0,-111123000000.0,7496000000.0,-3775000000.0,1677000000.0,5919000000.0,8707000000.0,10159406558.0,0.32,11543000000.0,12656000000.0,-12768000000.0,2905000000.0,10167000000.0,6801000000.0,8231000000.0,-5135000000.0,2114000000.0,4687000000.0,-4400000000.0,435000000.0,2720000000.0,-1165000000.0,-2594000000.0,-848000000.0,-4351000000.0,10167000000.0,,31755000000.0,,-20000000.0,14149000000.0,61189000000.0,50535000000.0,268000000.0,12204000000.0,12472000000.0,59115000000.0,1294000000.0,2807000000.0,42000000.0,8457000000.0,8457000000.0,6353000000.0,4676000000.0,3373000000.0,10159406558.0,0.32,3256000000.0,2470000000.0,10933000000.0,19390000000.0,-49000000.0,7143000000.0,129393420555.0,2383000000.0,,-8361000000.0,45000000.0,1852000000.0,,,13042000000.0,30097000000.0,21548000000.0,200924000000.0,31693000000.0,6407000000.0,1736000000.0,3517000000.0,3517000000.0,624000000.0,624000000.0,-182000000.0,-5657000000.0,2049000000.0,4202000000.0,102407000000.0,-10610000000.0,97000000.0,8707000000.0,,,,,6093000000.0,630000000.0,2637000000.0,58448000000.0,61085000000.0,6093000000.0,-10078000000.0,1650000000.0,6018000000.0,167123000000.0,68359420555.0,13354000000.0,-829000000.0,2066000000.0,-20000000.0,63851000000.0,3438000000.0,3256000000.0,4638000000.0,-371000000.0,3438000000.0,3809000000.0,4267000000.0,4267000000.0,-1385000000.0,-3382000000.0,-3985000000.0,-3985000000.0,-3382000000.0,961000000.0,92000000.0,89801000000.0,-11383000000.0,1658000000.0,464000000.0,5743000000.0,9218000000.0,8217000000.0,2320000000.0,349000000.0,25732000000.0,7804460000.0,14620000000.0,15261000000.0,16432000000.0,92882000000.0,10157417616.0,24000000.0,2406000000.0,6553000000.0,17055000000.0,559000000.0,,4796000000.0,83000000.0,3772000000.0,5768000000.0,7864000000.0,6366000000.0,2665000000.0,1430000000.0,-704000000.0,182000000.0,28762000000.0,235000000.0,0.0,399000000.0,7416000000.0,0.0,,-17000000.0,-1385000000.0,-11383000000.0,3598000000.0,61189000000.0,8457000000.0,534000000.0,-10078000000.0,-20000000.0,2899000000.0,15096000000.0,2083000000.0,10166679946.0,-2366000000.0,31755000000.0,1658000000.0,-2346540000.0,2778000000.0,0.37,2016000000.0,-2958000000.0,195224000000.0,90203000000.0,73557000000.0,45109000000.0,76450000000.0,150115000000.0,144689000000.0,91000000000.0,10832000000.0,489000000.0,92882000000.0,2607000000.0,-6342000000.0,-6342000000.0,9262330.0,59000000.0,-8580000000.0,1334000000.0
