symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DefinedPensionBenefit,DerivativeProductLiabilities,DividendsPayable,FinancialAssets,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,TreasuryStock,WorkingCapital
ENEL.MI,2019-12-31,12M,EUR,,,,7487000000.0,,,,,,,,,,,,,,,,,,,,,,,,72000000.0,,,,,,,,,,,1682000000.0,,1682000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1549152.0,,
ENEL.MI,2020-12-31,12M,EUR,12859000000.0,12046000000.0,-105940000000.0,,-3287000000.0,1416000000.0,5115000000.0,10716000000.0,2068000000.0,10167000000.0,5906000000.0,7796000000.0,165000000.0,5741000000.0,10167000000.0,28325000000.0,8896000000.0,34553000000.0,247000000.0,8896000000.0,9143000000.0,41787000000.0,1057000000.0,,3606000000.0,2135000000.0,1236000000.0,,52000000.0,13779000000.0,31441000000.0,15333000000.0,184664000000.0,3471000000.0,2360000000.0,84919000000.0,103000000.0,5115000000.0,861000000.0,218000000.0,643000000.0,637000000.0,1821000000.0,47698000000.0,49519000000.0,861000000.0,5774000000.0,159411000000.0,14032000000.0,50688000000.0,78724000000.0,-3116000000.0,500000000.0,6191000000.0,8578000000.0,7797000000.0,2964000000.0,374000000.0,10163410794.0,,2145000000.0,,17662000000.0,171000000.0,,366000000.0,2958000000.0,5931000000.0,5004000000.0,2597000000.0,1890000000.0,22282000000.0,207000000.0,350000000.0,0.0,2137000000.0,3223000000.0,18200000000.0,10166679946.0,28325000000.0,-3116000000.0,1294000000.0,163453000000.0,76023000000.0,58662000000.0,42357000000.0,121096000000.0,128900000000.0,79309000000.0,1357000000.0,3269152.0,3000000.0,-7234000000.0
ENEL.MI,2021-12-31,12M,EUR,16959000000.0,16076000000.0,-108750000000.0,7496000000.0,-3663000000.0,1242000000.0,5654000000.0,11597000000.0,2547000000.0,10167000000.0,8858000000.0,11018000000.0,732000000.0,8126000000.0,10167000000.0,29653000000.0,11819000000.0,66374000000.0,259000000.0,16160000000.0,16419000000.0,76720000000.0,1126000000.0,,3339000000.0,2191000000.0,2772000000.0,,49000000.0,13821000000.0,31891000000.0,19739000000.0,193322000000.0,22791000000.0,3023000000.0,98025000000.0,91000000.0,5654000000.0,704000000.0,393000000.0,311000000.0,643000000.0,2288000000.0,52212000000.0,54500000000.0,704000000.0,7197000000.0,163443000000.0,12689000000.0,59514000000.0,84572000000.0,-2238000000.0,498000000.0,6214000000.0,11034000000.0,9259000000.0,2724000000.0,50000000.0,10161790794.0,,3508000000.0,5567000000.0,18070000000.0,158000000.0,,3268000000.0,4027000000.0,5382000000.0,5820000000.0,3633000000.0,2160000000.0,26518000000.0,205000000.0,412000000.0,0.0,2816000000.0,6485000000.0,17801000000.0,10161790794.0,29653000000.0,-2238000000.0,1694000000.0,206940000000.0,81865000000.0,70919000000.0,42342000000.0,164598000000.0,140566000000.0,87878000000.0,1986000000.0,,36000000.0,-10346000000.0
ENEL.MI,2022-12-31,12M,EUR,17641000000.0,16605000000.0,-109627000000.0,7496000000.0,-3783000000.0,6155000000.0,8311000000.0,12153000000.0,2672000000.0,10167000000.0,11041000000.0,16475000000.0,2038000000.0,9003000000.0,10167000000.0,28655000000.0,13964000000.0,72218000000.0,261000000.0,19453000000.0,19714000000.0,75664000000.0,1325000000.0,8000000.0,5895000000.0,2228000000.0,3970000000.0,,47000000.0,13742000000.0,31262000000.0,20388000000.0,198148000000.0,14830000000.0,4756000000.0,113888000000.0,94000000.0,8311000000.0,1281000000.0,332000000.0,949000000.0,629000000.0,2411000000.0,65780000000.0,68191000000.0,1281000000.0,6055000000.0,165370000000.0,13425000000.0,74192000000.0,88521000000.0,-2607000000.0,347000000.0,5747000000.0,11175000000.0,9794000000.0,2202000000.0,349000000.0,10159526151.0,16000000.0,2770000000.0,5567000000.0,17520000000.0,158000000.0,447000000.0,221000000.0,3899000000.0,4728000000.0,6032000000.0,2474000000.0,5434000000.0,27266000000.0,215000000.0,429000000.0,0.0,4551000000.0,8319000000.0,15795000000.0,10166679946.0,28655000000.0,-2607000000.0,2159000000.0,219874000000.0,94435000000.0,87905000000.0,42080000000.0,177794000000.0,147656000000.0,102130000000.0,2669000000.0,7153795.0,47000000.0,-3446000000.0
ENEL.MI,2023-12-31,12M,EUR,15821000000.0,17773000000.0,-111123000000.0,7496000000.0,-3775000000.0,5919000000.0,8707000000.0,12656000000.0,2905000000.0,10167000000.0,6801000000.0,8231000000.0,2114000000.0,4687000000.0,10167000000.0,31755000000.0,14149000000.0,50535000000.0,268000000.0,12204000000.0,12472000000.0,59115000000.0,1294000000.0,42000000.0,3373000000.0,2470000000.0,2383000000.0,,45000000.0,13042000000.0,30097000000.0,21548000000.0,200924000000.0,6407000000.0,4202000000.0,102407000000.0,97000000.0,8707000000.0,,,,630000000.0,2637000000.0,58448000000.0,61085000000.0,1650000000.0,6018000000.0,167123000000.0,13354000000.0,63851000000.0,89801000000.0,1658000000.0,464000000.0,5743000000.0,9218000000.0,8217000000.0,2320000000.0,349000000.0,10157417616.0,24000000.0,2406000000.0,6553000000.0,17055000000.0,559000000.0,,83000000.0,3772000000.0,7864000000.0,6366000000.0,2665000000.0,1430000000.0,28762000000.0,235000000.0,399000000.0,0.0,3598000000.0,2899000000.0,15096000000.0,10166679946.0,31755000000.0,1658000000.0,2016000000.0,195224000000.0,90203000000.0,73557000000.0,45109000000.0,150115000000.0,144689000000.0,91000000000.0,2607000000.0,9262330.0,59000000.0,-8580000000.0
