symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DefinedPensionBenefit,DerivativeProductLiabilities,DividendsPayable,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,TreasuryStock,WorkingCapital
ENEL.MI,2022-12-31,3M,EUR,,,-109627000000.0,,-3783000000.0,,,12153000000.0,2672000000.0,,,,2038000000.0,9003000000.0,,,13964000000.0,,261000000.0,,,,1325000000.0,8000000.0,5895000000.0,2228000000.0,3970000000.0,47000000.0,,,20388000000.0,198148000000.0,14830000000.0,,,94000000.0,,1281000000.0,332000000.0,949000000.0,629000000.0,2411000000.0,,,,6055000000.0,165370000000.0,,,,,347000000.0,5747000000.0,,9794000000.0,2202000000.0,349000000.0,,16000000.0,,,17520000000.0,158000000.0,447000000.0,221000000.0,,4728000000.0,6032000000.0,,,,215000000.0,429000000.0,0.0,4551000000.0,8319000000.0,,,,,,,,,,,,,,,,
ENEL.MI,2023-03-31,3M,EUR,15166000000.0,17321000000.0,,7496000000.0,,10803000000.0,12192000000.0,,2738000000.0,10167000000.0,10388000000.0,29506000000.0,3530000000.0,6858000000.0,10167000000.0,32192000000.0,,68150000000.0,,12408000000.0,12408000000.0,65833000000.0,,,,,,,13188000000.0,13188000000.0,,,,4124000000.0,109665000000.0,,12192000000.0,1315000000.0,,,,2738000000.0,65065000000.0,67803000000.0,1315000000.0,,,14012000000.0,67085000000.0,104177000000.0,19004000000.0,,,9701000000.0,16806000000.0,,,10159526151.0,2551000000.0,7428000000.0,6553000000.0,,,,298000000.0,14967000000.0,10096000000.0,,1071000000.0,19118000000.0,29469000000.0,,,,,,16928000000.0,10166679946.0,32192000000.0,19004000000.0,2774000000.0,211613000000.0,97257000000.0,80211000000.0,46204000000.0,165409000000.0,143463000000.0,99576000000.0,4207000000.0,7153795.0,47000000.0,2317000000.0
ENEL.MI,2023-06-30,3M,EUR,11327000000.0,15770000000.0,,7496000000.0,-3786000000.0,10714000000.0,8533000000.0,,2631000000.0,10167000000.0,6104000000.0,13832000000.0,,,10167000000.0,32079000000.0,,59141000000.0,248000000.0,11167000000.0,11415000000.0,61397000000.0,1798000000.0,,3987000000.0,,3378000000.0,,13197000000.0,30727000000.0,19556000000.0,,8272000000.0,4430000000.0,107007000000.0,95000000.0,8533000000.0,,,,,2383000000.0,63761000000.0,66144000000.0,1397000000.0,5850000000.0,,13791000000.0,68824000000.0,88730000000.0,1352000000.0,,5698000000.0,10184000000.0,9103000000.0,2439000000.0,44000000.0,10159526151.0,4968000000.0,16106000000.0,6553000000.0,17530000000.0,,,2479000000.0,4621000000.0,,,127000000.0,7728000000.0,12688000000.0,,,,,,16455000000.0,10166679946.0,32079000000.0,1352000000.0,1028000000.0,205109000000.0,95840000000.0,77559000000.0,45870000000.0,159239000000.0,145968000000.0,97842000000.0,1361000000.0,7153795.0,47000000.0,-2256000000.0
ENEL.MI,2023-09-30,3M,EUR,11201000000.0,15782000000.0,,7496000000.0,,10472000000.0,12259000000.0,,,10167000000.0,3756000000.0,16335000000.0,630000000.0,3126000000.0,10167000000.0,34404000000.0,,53528000000.0,,16428000000.0,16428000000.0,60415000000.0,,,,,,,13196000000.0,13196000000.0,,,,4537000000.0,111773000000.0,,12259000000.0,,,,,,60941000000.0,60941000000.0,1548000000.0,17097000000.0,,14144000000.0,73613000000.0,107647000000.0,21208000000.0,,,9505000000.0,,,,10160794840.0,,8449000000.0,6553000000.0,,,,,13456000000.0,8357000000.0,,3417000000.0,12579000000.0,23402000000.0,,,,,,18219000000.0,10166679946.0,34404000000.0,21208000000.0,2985000000.0,200457000000.0,95345000000.0,77369000000.0,48548000000.0,151909000000.0,146929000000.0,91494000000.0,3844000000.0,5885106.0,38000000.0,-6887000000.0
ENEL.MI,2023-12-31,3M,EUR,15821000000.0,17773000000.0,-111123000000.0,7496000000.0,-3775000000.0,5919000000.0,8707000000.0,12656000000.0,2905000000.0,10167000000.0,6801000000.0,8231000000.0,2114000000.0,4687000000.0,10167000000.0,31755000000.0,14149000000.0,50535000000.0,268000000.0,12204000000.0,12472000000.0,59115000000.0,1294000000.0,42000000.0,3373000000.0,2470000000.0,2383000000.0,45000000.0,13042000000.0,30097000000.0,21548000000.0,200924000000.0,6407000000.0,4202000000.0,102407000000.0,97000000.0,8707000000.0,,,,630000000.0,2637000000.0,58448000000.0,61085000000.0,1650000000.0,6018000000.0,167123000000.0,13354000000.0,63851000000.0,89801000000.0,1658000000.0,464000000.0,5743000000.0,9218000000.0,8217000000.0,2320000000.0,349000000.0,10157417616.0,24000000.0,2406000000.0,6553000000.0,17055000000.0,559000000.0,,83000000.0,3772000000.0,7864000000.0,6366000000.0,2665000000.0,1430000000.0,28762000000.0,235000000.0,399000000.0,0.0,3598000000.0,2899000000.0,15096000000.0,10166679946.0,31755000000.0,1658000000.0,2016000000.0,195224000000.0,90203000000.0,73557000000.0,45109000000.0,150115000000.0,144689000000.0,91000000000.0,2607000000.0,9262330.0,59000000.0,-8580000000.0
ENEL.MI,2024-03-31,3M,EUR,14730000000.0,15574000000.0,,7496000000.0,,6134000000.0,3971000000.0,,,10167000000.0,6696000000.0,10861000000.0,,,10167000000.0,34549000000.0,,47871000000.0,,12782000000.0,12782000000.0,54104000000.0,1313000000.0,44000000.0,,273000000.0,2376000000.0,,13038000000.0,13038000000.0,,,5712000000.0,3598000000.0,109682000000.0,,3971000000.0,2043000000.0,,,,,62351000000.0,62351000000.0,2043000000.0,5959000000.0,,13636000000.0,68437000000.0,108300000000.0,21511000000.0,,,9157000000.0,8392000000.0,2201000000.0,,10156594840.0,,5392000000.0,7146000000.0,,,,,13100000000.0,6260000000.0,,3614000000.0,4165000000.0,25959000000.0,,,,,,17252000000.0,10166679946.0,34549000000.0,21511000000.0,2378000000.0,194300000000.0,96900000000.0,75133000000.0,48185000000.0,146115000000.0,146429000000.0,92011000000.0,4696000000.0,10085106.0,65000000.0,-6233000000.0
