symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PreferredStockDividends,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
ENEL.MI,2020-12-31,12M,EUR,1223000000.0,10164612352.0,0.26,42007000000.0,5343000000.0,4120000000.0,10164612352.0,0.26,2610000000.0,7790000000.0,14953000000.0,21600000000.0,1820000000.0,2327000000.0,2327000000.0,179000000.0,179000000.0,-1012000000.0,2610000000.0,2610000000.0,3622000000.0,0.0,2610000000.0,2610000000.0,3622000000.0,-2509000000.0,-2509000000.0,19011000000.0,5288280000.0,10208000000.0,11392000000.0,63607000000.0,2287000000.0,-65000000.0,0.0,0.0,5463000000.0,42007000000.0,7163000000.0,396000000.0,-3040000000.0,-1379720000.0,1841000000.0,0.34,52215000000.0,8455000000.0,361000000.0,63607000000.0,-4058000000.0,-4058000000.0,1285000000.0
ENEL.MI,2021-12-31,12M,EUR,1330000000.0,10162568494.0,0.31,63901000000.0,5592000000.0,4262000000.0,10162568494.0,0.31,3118000000.0,7711000000.0,16402000000.0,17892000000.0,2915000000.0,2333000000.0,2333000000.0,197000000.0,197000000.0,-668000000.0,3189000000.0,3118000000.0,3758000000.0,99000000.0,3189000000.0,3090000000.0,3857000000.0,-2661000000.0,-2661000000.0,14717000000.0,1910500000.0,10770000000.0,7122000000.0,81793000000.0,2019000000.0,-1785000000.0,71000000.0,0.0,5378000000.0,63901000000.0,8691000000.0,126000000.0,-2305000000.0,505500000.0,1620000000.0,0.3,74671000000.0,7551000000.0,525000000.0,81793000000.0,1685000000.0,1685000000.0,1175000000.0
ENEL.MI,2022-12-31,12M,EUR,1612000000.0,10160538038.0,0.15,113709000000.0,6086000000.0,4474000000.0,10160538038.0,0.15,1559000000.0,11305000000.0,20114000000.0,21944000000.0,1361000000.0,2628000000.0,2628000000.0,359000000.0,359000000.0,-1238000000.0,1682000000.0,1559000000.0,5154000000.0,-2234000000.0,1682000000.0,3916000000.0,2920000000.0,-2215000000.0,-2215000000.0,18816000000.0,2929520000.0,12400000000.0,9544000000.0,135653000000.0,4523000000.0,-2230000000.0,123000000.0,0.0,8677000000.0,113709000000.0,8809000000.0,503000000.0,-409000000.0,311520000.0,3523000000.0,0.24,126109000000.0,11193000000.0,-54000000.0,135653000000.0,1298000000.0,1298000000.0,1278000000.0
ENEL.MI,2023-09-30,TTM,EUR,,10184533734.0,0.39,,,,10184533734.0,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENEL.MI,2023-12-31,12M,EUR,1677000000.0,10159406558.0,0.32,61189000000.0,6353000000.0,4676000000.0,10159406558.0,0.32,3256000000.0,10933000000.0,19390000000.0,31693000000.0,1736000000.0,3517000000.0,3517000000.0,624000000.0,624000000.0,-829000000.0,3438000000.0,3256000000.0,4638000000.0,-371000000.0,3438000000.0,3809000000.0,4267000000.0,-3382000000.0,-3382000000.0,25732000000.0,7804460000.0,15261000000.0,16432000000.0,92882000000.0,5768000000.0,-704000000.0,182000000.0,0.0,7416000000.0,61189000000.0,8457000000.0,534000000.0,-2366000000.0,-2346540000.0,2778000000.0,0.37,76450000000.0,10832000000.0,489000000.0,92882000000.0,-6342000000.0,-6342000000.0,1334000000.0
ENEL.MI,2023-12-31,TTM,EUR,,10743750000.0,0.32,,,,10743750000.0,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENEL.MI,2024-03-31,TTM,EUR,,10115196032.0,0.41,53390000000.0,,,10115196032.0,0.41,4153000000.0,11841000000.0,20124000000.0,33588000000.0,,3255000000.0,3255000000.0,444000000.0,444000000.0,-731000000.0,4335000000.0,4153000000.0,5488000000.0,-422000000.0,4335000000.0,4757000000.0,5066000000.0,-3300000000.0,-3300000000.0,27248000000.0,9310518751.455858,15275000000.0,18313000000.0,86978000000.0,,-668000000.0,182000000.0,,8586000000.0,53390000000.0,8283000000.0,967000000.0,-2402000000.0,-2570481248.544142,3098000000.0,0.36082,68665000000.0,11882000000.0,,86978000000.0,-7124000000.0,-7124000000.0,
