symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InterestPaidCFF,InterestPaidCFO,InterestReceivedCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfBusiness,TaxesRefundPaid
ENEL.MI,2019-12-31,12M,EUR,,,,,,,,,,,-3957000000.0,0.0,,,,,,,,,-86000000.0,-268000000.0,,,,,0.0,,,,,,,,,,,,,,,,-1323000000.0,,,,,,,
ENEL.MI,2020-12-31,12M,EUR,9080000000.0,-9548000000.0,-4742000000.0,-3078000000.0,-8000000.0,-979000000.0,698000000.0,-1365000000.0,-1654000000.0,-2581000000.0,,,-13000000.0,,7163000000.0,7163000000.0,-497000000.0,6002000000.0,-3972000000.0,1960000000.0,,,0.0,-3690000000.0,1705000000.0,-10117000000.0,,4512000000.0,4512000000.0,-2662000000.0,121000000.0,-13000000.0,2610000000.0,5463000000.0,-1218000000.0,1850000000.0,1850000000.0,-1067000000.0,-690000000.0,-8330000000.0,11508000000.0,2881000000.0,-368000000.0,-33000000.0,-1218000000.0,-8330000000.0,-2662000000.0,-13000000.0,154000000.0,-1575000000.0
ENEL.MI,2021-12-31,12M,EUR,6002000000.0,-12201000000.0,-4970000000.0,2988000000.0,-649000000.0,90000000.0,4357000000.0,-4895000000.0,-1097000000.0,2971000000.0,,,-13000000.0,1643000000.0,8691000000.0,8691000000.0,17000000.0,8990000000.0,3931000000.0,-2286000000.0,,,-71000000.0,-4277000000.0,1365000000.0,-10875000000.0,,21447000000.0,21447000000.0,-11321000000.0,-222000000.0,-13000000.0,3189000000.0,3857000000.0,-1656000000.0,10126000000.0,10126000000.0,-1141000000.0,1548000000.0,-10545000000.0,9915000000.0,2447000000.0,278000000.0,-283000000.0,-1656000000.0,-10545000000.0,-11321000000.0,-13000000.0,61000000.0,-1846000000.0
ENEL.MI,2022-12-31,12M,EUR,8990000000.0,-13242000000.0,-4901000000.0,2553000000.0,-2166000000.0,-360000000.0,1333000000.0,-2768000000.0,-4679000000.0,2417000000.0,,,-14000000.0,3470000000.0,8809000000.0,8809000000.0,136000000.0,11543000000.0,7394000000.0,-4593000000.0,,,-123000000.0,-5134000000.0,2715000000.0,-13626000000.0,,22399000000.0,22399000000.0,-9979000000.0,757000000.0,-14000000.0,1682000000.0,2920000000.0,-1961000000.0,12420000000.0,12420000000.0,12000000.0,-1141000000.0,-11281000000.0,8649000000.0,1572000000.0,-718000000.0,-1275000000.0,-1961000000.0,-11281000000.0,-9979000000.0,-14000000.0,2032000000.0,-1934000000.0
ENEL.MI,2023-12-31,12M,EUR,11543000000.0,-12768000000.0,-5135000000.0,-4400000000.0,435000000.0,2720000000.0,-1165000000.0,-2594000000.0,-848000000.0,-4351000000.0,,,-20000000.0,2807000000.0,8457000000.0,8457000000.0,-49000000.0,7143000000.0,-8361000000.0,1852000000.0,,,-182000000.0,-5657000000.0,2049000000.0,-10610000000.0,,6093000000.0,6093000000.0,-10078000000.0,2066000000.0,-20000000.0,3438000000.0,4267000000.0,-1385000000.0,-3985000000.0,-3985000000.0,961000000.0,92000000.0,-11383000000.0,14620000000.0,4796000000.0,,-17000000.0,-1385000000.0,-11383000000.0,-10078000000.0,-20000000.0,2083000000.0,-2958000000.0
ENEL.MI,2024-03-31,TTM,EUR,11056000000.0,-12440000000.0,-5427000000.0,-4109000000.0,275000000.0,1852000000.0,-1863000000.0,458000000.0,478000000.0,-3974000000.0,,,,3129000000.0,8283000000.0,8283000000.0,-135000000.0,7082000000.0,-9510000000.0,3337000000.0,,,-179000000.0,-5887000000.0,,-10241000000.0,,6468000000.0,6468000000.0,-10920000000.0,2297000000.0,-21000000.0,4335000000.0,5066000000.0,,-4452000000.0,-4452000000.0,569000000.0,-98000000.0,-11055000000.0,15777000000.0,4653000000.0,,,,-11055000000.0,-10920000000.0,,2314000000.0,
