asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsReceivedCFI,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FreeCashFlow,GainLossOnSaleOfBusiness,GeneralAndAdministrativeExpense,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfInvestment,ReconciledCostOfRevenue,ReconciledDepreciation,RepurchaseOfCapitalStock,RetainedEarnings,SaleOfBusiness,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockBasedCompensation,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,4079000.0,,,,,,,,,,,,,,,782000.0,,,,,,-1713000.0,,,,7455000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,64374000.0,,,,,,,,,,,4079000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,-31608000.0,,,,,,,,,,,,,,2085000.0,,,,,,,,,,,,,,,,,,0.0,7455000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8549000.0,,,,1805000.0
2020-12-31,12M,EUR,8313000.0,9113000.0,-384697000.0,21400000.0,11352000.0,,,51335403.0,0.6,238348000.0,609000.0,-3795000.0,49880000.0,161137000.0,147706000.0,147706000.0,-10716000.0,147688000.0,18000.0,-90642000.0,,,-18620000.0,4885000.0,-13735000.0,-90642000.0,161137000.0,,202528000.0,-1800000.0,1127000.0,15157000.0,191457000.0,5759000.0,83992000.0,89751000.0,120726000.0,-19687000.0,40715000.0,40715000.0,41642000.0,30290000.0,6452000.0,51335403.0,0.6,30945000.0,2847000.0,40743000.0,82385000.0,147706000.0,1060144971.0,,-81752000.0,62394000.0,,5264000.0,198100000.0,840334000.0,89933000.0,,-990000.0,28502000.0,28502000.0,63000.0,63000.0,-19135000.0,,777282000.0,-75079000.0,,,50026000.0,26185000.0,44121000.0,490762000.0,534883000.0,50026000.0,21975000.0,811204000.0,574783971.0,4473000.0,-623000.0,-74131000.0,-1800000.0,427048000.0,30945000.0,30945000.0,31568000.0,30945000.0,30945000.0,30945000.0,31568000.0,-1648000.0,-28388000.0,,-41286000.0,-41286000.0,-28388000.0,-1487000.0,,455637000.0,-2147000.0,4428000.0,43805000.0,38649000.0,602000.0,79449000.0,28713640.0,66189000.0,67546000.0,33079000.0,100625000.0,54224903.0,5098000.0,,198100000.0,28231000.0,875000.0,13970000.0,22694000.0,4432000.0,1209000.0,16378000.0,-1789000.0,0.0,17304000.0,-100000.0,12241000.0,0.0,1515000.0,-90712000.0,,15157000.0,40715000.0,-1800000.0,29085000.0,16581000.0,5264000.0,54229403.0,2779000.0,,202528000.0,4428000.0,704640.0,-19327000.0,0.24,18260000.0,2296000.0,944258000.0,693290000.0,624634000.0,207001000.0,67546000.0,737257000.0,752801000.0,616531000.0,40472000.0,-51000.0,100625000.0,4559000.0,2936000.0,2936000.0,13970000.0,4500.0,28000.0,70731000.0,
2021-12-31,12M,EUR,14175000.0,38263000.0,-414254000.0,21400000.0,10891000.0,10891000.0,7176000.0,54120030.0,0.9,147706000.0,4792000.0,-75151000.0,45519000.0,161137000.0,123652000.0,123652000.0,-15682000.0,123634000.0,18000.0,-24054000.0,0.0,,-8812000.0,-33374000.0,-42186000.0,-24054000.0,161137000.0,-15682000.0,227098000.0,-3119000.0,60877000.0,14659000.0,200553000.0,6521000.0,46188000.0,52709000.0,106117000.0,19123000.0,30075000.0,40966000.0,40966000.0,30075000.0,3041000.0,54120030.0,0.9,48738000.0,4040000.0,91055000.0,132021000.0,123652000.0,2073689588.0,0.0,-68442000.0,41710000.0,,6867000.0,201266000.0,904777000.0,135132000.0,0.0,0.0,22551000.0,22551000.0,19000.0,19000.0,-26263000.0,0.0,788274000.0,-72473000.0,7176000.0,,61646000.0,31592000.0,38998000.0,514988000.0,553986000.0,61646000.0,55941000.0,805983000.0,1595819588.0,4525000.0,-1481000.0,0.0,-3119000.0,437524000.0,48738000.0,48738000.0,50219000.0,48738000.0,48738000.0,48738000.0,50219000.0,-14057000.0,-22340000.0,,-14405000.0,-14405000.0,-22340000.0,-2716000.0,-1362000.0,490523000.0,-61094000.0,25832000.0,46291000.0,42654000.0,631000.0,131211000.0,48144204.163261,116861000.0,72646000.0,75906000.0,148552000.0,54004047.0,7842000.0,,201266000.0,22391000.0,947000.0,14409000.0,23406000.0,13661000.0,1533000.0,22052000.0,-861000.0,0.0,36506000.0,57000.0,68504000.0,0.0,39333000.0,0.0,,14659000.0,40966000.0,-3119000.0,62939000.0,0.0,6867000.0,54229403.0,861000.0,,227098000.0,25832000.0,216204.163261,18285000.0,0.266919,16586000.0,1086000.0,1008402000.0,742086000.0,606695000.0,231623000.0,72646000.0,776779000.0,807849000.0,670662000.0,90895000.0,-192000.0,148552000.0,8670000.0,810000.0,810000.0,14409000.0,225356.0,3147000.0,94436000.0,
2022-12-31,12M,EUR,45571000.0,27405000.0,-444922000.0,21400000.0,11551000.0,11551000.0,8005000.0,53992533.0,1.32,123652000.0,5490000.0,-90131000.0,17122000.0,161137000.0,226609000.0,226609000.0,-25107000.0,226594000.0,15000.0,102957000.0,-2825000.0,,-70823000.0,17853000.0,-55795000.0,102957000.0,161137000.0,-25107000.0,298786000.0,-2169000.0,78957000.0,16052000.0,373138000.0,1144000.0,37454000.0,38598000.0,155874000.0,98235000.0,31434000.0,42985000.0,42985000.0,31434000.0,0.0,53992533.0,1.32,71040000.0,10260000.0,191482000.0,234467000.0,226609000.0,2179515313.0,9643000.0,-29240000.0,128478000.0,0.0,8631000.0,197791000.0,988302000.0,253671000.0,2164000.0,0.0,20031000.0,20031000.0,28000.0,28000.0,-16038000.0,8284000.0,969788000.0,-86412000.0,8005000.0,,56599000.0,30498000.0,15978000.0,633548000.0,649526000.0,56599000.0,55679000.0,870058000.0,1738930313.0,6212000.0,-2153000.0,-6000000.0,-2169000.0,444393000.0,71040000.0,71040000.0,73193000.0,71040000.0,71040000.0,71040000.0,73193000.0,-6490000.0,-19280000.0,,107821000.0,107821000.0,-19280000.0,-68968000.0,-541000.0,543380000.0,-83641000.0,100995000.0,34505000.0,41140000.0,1180000.0,232161000.0,69287440.0,218609000.0,82574000.0,180734000.0,263308000.0,53939966.0,5729000.0,-180000.0,197791000.0,18375000.0,1215000.0,15879000.0,30354000.0,12645000.0,3299000.0,87992000.0,-1401000.0,0.0,117276000.0,193000.0,171451000.0,0.0,417000.0,-6000000.0,,16052000.0,42985000.0,-2169000.0,106422000.0,0.0,8631000.0,54229403.0,1401000.0,509000.0,298786000.0,100995000.0,553440.0,98258000.0,0.24,20684000.0,48188000.0,1224276000.0,932334000.0,688124000.0,304998000.0,82574000.0,919278000.0,851138000.0,763404000.0,189826000.0,-723000.0,263308000.0,59060000.0,2306000.0,2306000.0,15879000.0,289437.0,5316000.0,217264000.0,
2023-12-31,12M,EUR,95689000.0,22575000.0,-515549000.0,21400000.0,15594000.0,15594000.0,14994000.0,53887097.0,1.24,226609000.0,6265000.0,-83054000.0,16687000.0,161137000.0,343162000.0,343162000.0,-36149000.0,343149000.0,13000.0,116553000.0,-2786000.0,,-53335000.0,424000.0,-55697000.0,116553000.0,161137000.0,-36149000.0,320840000.0,-7788000.0,129291000.0,,493134000.0,1137000.0,33869000.0,35006000.0,181618000.0,14781000.0,35788000.0,51382000.0,51382000.0,35788000.0,352000.0,53887097.0,1.24,66820000.0,3201000.0,110075000.0,161457000.0,343162000.0,1918405038.0,3812000.0,123951000.0,3153000.0,-14744000.0,11318000.0,265019000.0,1107320000.0,,9439000.0,25052000.0,27596000.0,27596000.0,4174000.0,4174000.0,-13604000.0,10561000.0,1183350000.0,-93605000.0,14994000.0,,33246000.0,35168000.0,15550000.0,828641000.0,844191000.0,33246000.0,13839000.0,932741000.0,1428591038.0,5885000.0,-1178000.0,-4545000.0,-7788000.0,519348000.0,66820000.0,66820000.0,67998000.0,66820000.0,66820000.0,66820000.0,67998000.0,-25973000.0,-19884000.0,,173898000.0,173898000.0,-19884000.0,6780000.0,-9207000.0,591771000.0,-57081000.0,55821000.0,31651000.0,50909000.0,1390000.0,155384000.0,61813248.535991,86207000.0,70676000.0,93245000.0,163921000.0,53706430.0,,,265019000.0,-6707000.0,1246000.0,15849000.0,26833000.0,16477000.0,3855000.0,81932000.0,-4534000.0,0.0,146612000.0,207000.0,82479000.0,0.0,-42954000.0,-44296000.0,,,51382000.0,-7788000.0,141249000.0,39751000.0,11318000.0,54229403.0,-20518000.0,572000.0,320840000.0,55821000.0,1066248.535991,14481000.0,0.175572,25465000.0,49362000.0,1434873000.0,1149481000.0,879197000.0,326725000.0,70676000.0,1108148000.0,941739000.0,926530000.0,75772000.0,-3538000.0,163921000.0,34446000.0,6073000.0,6073000.0,,522973.0,12582000.0,311516000.0,
