symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
ARN.MI,2022-06-30,TTM,EUR,10894000.0,,,15725000.0,41139000.0,30245000.0,,,72232000.0,157718000.0,198857000.0,7432000.0,211470000.0,,21385000.0,21385000.0,7000.0,7000.0,-2515000.0,72232000.0,72232000.0,74747000.0,72232000.0,72232000.0,74747000.0,-21837000.0,-21837000.0,197125000.0,71192800.0,71572000.0,139898000.0,227195000.0,21956000.0,,0.0,136333000.0,15725000.0,41122000.0,7432000.0,,692800.0,61586000.0,0.4,87297000.0,157886000.0,459000.0,227195000.0,1732000.0,1732000.0
ARN.MI,2023-06-30,TTM,EUR,,53936962.0,1.45,,,,53936962.0,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARN.MI,2023-12-31,TTM,EUR,15594000.0,53839778.0,1.24,,51382000.0,35788000.0,53839778.0,1.24,66820000.0,110075000.0,161457000.0,11318000.0,,25052000.0,27596000.0,27596000.0,4174000.0,4174000.0,-1178000.0,66820000.0,66820000.0,67998000.0,66820000.0,66820000.0,67998000.0,-19884000.0,-19884000.0,155384000.0,61813248.535991,70676000.0,93245000.0,163921000.0,26833000.0,-4534000.0,0.0,82479000.0,,51382000.0,11318000.0,-20518000.0,1066248.535991,14481000.0,0.175572,70676000.0,75772000.0,-3538000.0,163921000.0,6073000.0,6073000.0
