symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentDeferredTaxesAssets,CurrentDeferredTaxesLiabilities,CurrentLiabilities,FinishedGoods,FixedAssetsRevaluationReserve,GoodwillAndOtherIntangibleAssets,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,NetPPE,NetTangibleAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
RDUE.MI,2022-12-31,3M,EUR,2380534.0,3210071.0,-7111051.0,13750000.0,6250000.0,19030940.0,19030940.0,19030706.0,234.0,6250000.0,27545768.0,56121.0,26733557.0,904035.0,904035.0,10240.0,180.0,2584.0,5967084.0,484013.0,2858458.0,988015.0,14499418.0,5309.0,3628587.0,29201713.0,7000.0,6532.0,751910.0,751910.0,6532.0,18470.0,9009242.0,7388367.0,26557753.0,831239.0,6250000.0,1340047.0,988015.0,7000.0,2000.0,222709.0,1789321.0,209996.0,5309.0,2935483.0,130551.0,3644734.0,2349309.0,4098276.0,6250000.0,27545768.0,26557753.0,638234.0,35116471.0,28297678.0,1655945.0,27545768.0,7570703.0,8382914.0,1603619.0,332240.0,612000.0,,0.0,795265.0,20766473.0
RDUE.MI,2023-06-30,3M,EUR,2498199.0,3177576.0,-7828578.0,13750000.0,6250000.0,3906214.0,18168475.0,3904810.0,1404.0,6250000.0,29092949.0,2115416.0,27833491.0,943989.0,943989.0,51004.0,0.0,2127.0,6734833.0,540847.0,2858458.0,864410.0,18297540.0,3403.0,5506875.0,32459178.0,6532.0,832.0,2422240.0,2422240.0,832.0,21550.0,9712342.0,10468962.0,28228539.0,901823.0,6250000.0,1280885.0,864410.0,,,224303.0,1942369.0,197819.0,14262261.0,3005389.0,116996.0,4527413.0,3909504.0,3995055.0,6250000.0,29092949.0,28228539.0,728339.0,39173395.0,31515189.0,3366229.0,29092949.0,10080446.0,11339904.0,3345613.0,282887.0,524500.0,,,1056524.0,21098658.0
RDUE.MI,2023-12-31,3M,EUR,2600430.0,3674846.0,-8498199.0,13750000.0,6250000.0,4691912.0,19036550.0,4690333.0,1579.0,6250000.0,30940567.0,2245022.0,29390591.0,547254.0,547254.0,54881.0,0.0,1890.0,6583447.0,1217776.0,2810229.0,802336.0,19002119.0,1167.0,5642278.0,33674091.0,,16440.0,2186270.0,2186270.0,16440.0,21550.0,10248742.0,10503920.0,30138231.0,981453.0,6250000.0,1214838.0,802336.0,,,,2016621.0,290633.0,14344638.0,3557718.0,155354.0,4491734.0,3328386.0,5843127.0,6250000.0,30940567.0,30138231.0,690236.0,40713287.0,33126837.0,2733524.0,30940567.0,9772720.0,11322696.0,3189273.0,957288.0,,0.0,,1096116.0,22807144.0
