symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnSaleOfPPE,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,TaxesRefundPaid
RDUE.MI,2020-12-31,12M,EUR,,,,967000.0,,,,,,967000.0,,,,,,,,-754000.0,2174000.0,,,-453000.0,,,,,,1270000.0,,,,,,,,,2174000.0,,,,,,,,,,,,
RDUE.MI,2021-12-31,12M,EUR,,4777198.0,-910188.0,2631197.0,-210583.0,98774.0,519235.0,-65913.0,341513.0,2631197.0,2500000.0,0.0,813628.0,1260831.0,1260831.0,,7408395.0,-1063186.0,3677975.0,-19434.0,-14868.0,-893780.0,2500000.0,,,-1662204.0,2500000.0,2251369.0,2251369.0,16408.0,0.0,-663190.0,-1662204.0,-2899996.0,-910188.0,999014.0,4588163.0,,14868.0,141262.0,0.0,0.0,-910188.0,-1662204.0,0.0,16408.0,,,-163024.0
RDUE.MI,2022-12-31,12M,EUR,248542.0,7408395.0,-2557423.0,11622545.0,-1100897.0,1077115.0,803592.0,-783699.0,-3889.0,11622545.0,15000000.0,0.0,533305.0,1626701.0,1626701.0,0.0,19030940.0,11541010.0,64283.0,-27196.0,-14678.0,-2540171.0,15000000.0,787000.0,787000.0,-207390.0,15000000.0,1651850.0,1651850.0,-1230439.0,0.0,-1758990.0,579610.0,-1700000.0,-1309732.0,-2338600.0,2621706.0,-1.0,14678.0,212678.0,-1230439.0,0.0,-1326984.0,-207390.0,0.0,0.0,0.0,17252.0,-1318220.0
RDUE.MI,2023-12-31,12M,EUR,,19030940.0,-4813454.0,-14339028.0,-2013691.0,924519.0,219896.0,-446282.0,-1315558.0,-14339028.0,0.0,0.0,1077431.0,1763020.0,1763020.0,0.0,4691912.0,1075775.0,-1201810.0,41052.0,422835.0,-19026447.0,0.0,2200000.0,2200000.0,-962920.0,0.0,3396701.0,3396701.0,-79317.0,-14305736.0,1077579.0,1237080.0,-1804.0,-4641394.0,-159501.0,3611644.0,,-422835.0,185893.0,-79317.0,-14306568.0,-4734137.0,-962920.0,0.0,,832.0,92743.0,-1479318.0
RDUE.MI,2023-12-31,TTM,EUR,,19030940.0,-4813454.0,-14339028.0,-2013691.0,924519.0,219896.0,-446282.0,-1315558.0,-14339028.0,0.0,0.0,1077431.0,1763020.0,1763020.0,0.0,4691912.0,1075775.0,-1201810.0,41052.0,422835.0,-19026447.0,0.0,2200000.0,2200000.0,-962920.0,0.0,3396701.0,3396701.0,-79317.0,-14305736.0,1077579.0,1237080.0,-1804.0,-4641394.0,-159501.0,3611644.0,,-422835.0,185893.0,-79317.0,-14306568.0,-4734137.0,-962920.0,0.0,,832.0,92743.0,-1479318.0
