symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,DerivativeProductLiabilities,DividendsPayable,FinancialAssets,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital
IGD.MI,2022-12-31,3M,EUR,,,-11877000.0,,-17988000.0,0.0,,,,,,27022000.0,27069000.0,,,,,,,,226000.0,,,287000.0,,,,34442000.0,,,,,174000.0,72000.0,25670000.0,23000.0,,,,,,,,,,,800000.0,,,,101000.0,,,,,,,940000.0,,1045000.0,,384000.0,154000.0,,,,,,6147000.0,,,,,,,,,,29240000.0,
IGD.MI,2023-03-31,3M,EUR,15985000.0,15190000.0,,0.0,,,6938000.0,29154000.0,650000000.0,17973000.0,17973000.0,,,650000000.0,1135390000.0,40284000.0,66695000.0,7655000.0,173106000.0,180761000.0,,214111000.0,597000.0,,5443000.0,6960000.0,7823000.0,,49538000.0,25476000.0,1704365000.0,2040137000.0,176000.0,,,,21499000.0,395869000.0,417368000.0,25765000.0,5327000.0,84000.0,0.0,551002000.0,49538000.0,1127567000.0,,2780000.0,16648000.0,2778000.0,,110341903.0,8056000.0,13708000.0,863000.0,5443000.0,2000.0,,2232000.0,,19642000.0,,,0.0,8656000.0,110341903.0,1135390000.0,1127567000.0,,2198480000.0,1531259000.0,598129000.0,1135390000.0,1063090000.0,2131785000.0,848979000.0,3657000.0,19904000.0,25476000.0,-147416000.0
IGD.MI,2023-06-30,3M,EUR,15584000.0,12030000.0,-12208000.0,,-17267000.0,,10203000.0,27209000.0,650000000.0,16311000.0,16311000.0,16180000.0,16311000.0,650000000.0,1040798000.0,35223000.0,61059000.0,7776000.0,126674000.0,134450000.0,250000.0,169546000.0,0.0,253000.0,5493000.0,6835000.0,7692000.0,29297000.0,56510000.0,24280000.0,2012040000.0,1969733000.0,,72000.0,25670000.0,23000.0,19433000.0,844568000.0,864001000.0,25765000.0,2237000.0,3264000.0,0.0,954931000.0,44302000.0,1033106000.0,800000.0,2735000.0,18662000.0,3500000.0,101000.0,110341903.0,253000.0,13067000.0,857000.0,,7350000.0,1205000.0,7820000.0,2849000.0,20225000.0,408000.0,58000.0,0.0,-67877000.0,110341903.0,1040798000.0,1033106000.0,5028000.0,2117062000.0,1885366000.0,998451000.0,1040798000.0,1076264000.0,2056003000.0,906718000.0,3183000.0,10968000.0,24280000.0,-108487000.0
IGD.MI,2023-09-30,3M,EUR,20245000.0,11005000.0,,,,,6816000.0,25290000.0,650000000.0,25384000.0,25384000.0,,,650000000.0,1048508000.0,6438000.0,70951000.0,7827000.0,126031000.0,133858000.0,,172979000.0,0.0,,5307000.0,6710000.0,7499000.0,11005000.0,15338000.0,24729000.0,2019638000.0,1999415000.0,174000.0,,,,17463000.0,845099000.0,862562000.0,25765000.0,5723000.0,70000.0,0.0,945746000.0,15338000.0,1041009000.0,,2912000.0,16554000.0,2759000.0,,110341903.0,9833000.0,15118000.0,789000.0,,7926000.0,,2014000.0,,24003000.0,,,0.0,-59768000.0,110341903.0,1048508000.0,1041009000.0,,2127473000.0,1893607000.0,996420000.0,1048508000.0,1078965000.0,2056522000.0,905986000.0,3758000.0,10462000.0,,-102028000.0
IGD.MI,2023-12-31,3M,EUR,24608000.0,10742000.0,-12632000.0,,-16336000.0,,10239000.0,23371000.0,650000000.0,6069000.0,6069000.0,6046000.0,6069000.0,650000000.0,1000533000.0,2364000.0,49172000.0,7879000.0,29492000.0,37371000.0,1849000.0,76664000.0,3854000.0,1000.0,2649000.0,6648000.0,7660000.0,27078000.0,24370000.0,23970000.0,1951830000.0,1959053000.0,,22000.0,25670000.0,23000.0,15492000.0,921805000.0,937297000.0,25715000.0,6372000.0,3305000.0,0.0,945228000.0,11738000.0,992873000.0,800000.0,4469000.0,15559000.0,2863000.0,102000.0,110341903.0,880000.0,10516000.0,1012000.0,,6216000.0,1184000.0,8462000.0,2143000.0,27146000.0,337000.0,57000.0,0.0,-102546000.0,110341903.0,1000533000.0,992873000.0,3462000.0,2060742000.0,1922338000.0,974668000.0,1000533000.0,1060209000.0,2011570000.0,983545000.0,1353000.0,11384000.0,23970000.0,-27492000.0
IGD.MI,2024-03-31,3M,EUR,15567000.0,10009000.0,,,,,6730000.0,21401000.0,650000000.0,10011000.0,10011000.0,,,650000000.0,1006505000.0,2473000.0,51567000.0,7963000.0,30750000.0,38713000.0,,71351000.0,1844000.0,,3013000.0,6651000.0,7594000.0,10009000.0,11516000.0,24325000.0,1405385000.0,1957357000.0,176000.0,,,,13438000.0,368130000.0,381568000.0,25715000.0,6840000.0,103000.0,0.0,388869000.0,11516000.0,998911000.0,,3815000.0,15069000.0,2930000.0,,110341903.0,7222000.0,13832000.0,943000.0,126000.0,7127000.0,,2210000.0,,18806000.0,,,0.0,-98218000.0,110341903.0,1006505000.0,998911000.0,,2060879000.0,1374635000.0,420281000.0,1006505000.0,1054374000.0,2009312000.0,983023000.0,3239000.0,10442000.0,,-19784000.0
