symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
IGD.MI,2022-12-31,3M,EUR,,,,,,,,,,,,81167000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53773000.0,,,,
IGD.MI,2023-03-31,3M,EUR,110341903.0,0.134165,8722000.0,636000.0,636000.0,110341903.0,0.134165,14804000.0,24428000.0,25064000.0,30152000.0,2029000.0,9221000.0,9221000.0,64000.0,64000.0,0.0,14804000.0,14804000.0,14804000.0,14804000.0,14804000.0,14804000.0,-9157000.0,-9157000.0,27282000.0,16963220.885119,3570000.0,26582000.0,38874000.0,2387000.0,0.0,15207000.0,8722000.0,636000.0,-2218000.0,-58779.114881,403000.0,0.026501,12292000.0,24364000.0,38874000.0,-2218000.0,-2218000.0,189000.0
IGD.MI,2023-06-30,3M,EUR,,,10679000.0,-128000.0,-305000.0,,,-61867000.0,-50542000.0,-50670000.0,23882000.0,,11412000.0,11412000.0,15000.0,15000.0,0.0,-61867000.0,-61867000.0,-61867000.0,-61867000.0,-61867000.0,-61867000.0,-11397000.0,-11397000.0,27747000.0,16439881.541143,-3978000.0,27860000.0,34561000.0,-2490000.0,0.0,-61954000.0,10679000.0,-128000.0,-78417000.0,-110118.458857,-87000.0,0.001404,6701000.0,-51912000.0,34561000.0,-78417000.0,-78417000.0,-1461000.0
IGD.MI,2023-09-30,3M,EUR,110341903.0,0.07349,998000.0,1264000.0,1441000.0,110341903.0,0.07349,8109000.0,18979000.0,20243000.0,34300000.0,6312000.0,10535000.0,10535000.0,25000.0,25000.0,0.0,8109000.0,8109000.0,8109000.0,8109000.0,8109000.0,8109000.0,-10510000.0,-10510000.0,26673000.0,14283901.705353,8916000.0,25384000.0,35298000.0,7304000.0,0.0,8444000.0,998000.0,1264000.0,-6430000.0,-255098.294647,335000.0,0.039673,9914000.0,20309000.0,35298000.0,-6430000.0,-6430000.0,118000.0
IGD.MI,2023-09-30,TTM,EUR,110341903.0,-0.905441,,,,110341903.0,-0.905441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGD.MI,2023-12-31,3M,EUR,,,15052000.0,-636000.0,-1017000.0,,,-42778000.0,-22812000.0,-23448000.0,22608000.0,47324000.0,20648000.0,20648000.0,409000.0,409000.0,0.0,-42778000.0,-42778000.0,-42778000.0,-42778000.0,-42778000.0,-42778000.0,-20239000.0,-20239000.0,28078000.0,7939423.561896,-5696000.0,28304000.0,37660000.0,-6674000.0,0.0,-43460000.0,15052000.0,-636000.0,-51476000.0,-808576.438104,-682000.0,0.015693,9356000.0,,37660000.0,-51526000.0,-51526000.0,4564000.0
IGD.MI,2023-12-31,TTM,EUR,110341903.0,-0.741,,,,110341903.0,-0.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGD.MI,2024-03-31,3M,EUR,110341903.0,0.039224,3910000.0,472000.0,472000.0,110341903.0,0.039224,4328000.0,22809000.0,23281000.0,32278000.0,5432000.0,18569000.0,18569000.0,56000.0,56000.0,0.0,4328000.0,4328000.0,4328000.0,4328000.0,4328000.0,4328000.0,-18513000.0,-18513000.0,28921000.0,7712000.0,3885000.0,28393000.0,36188000.0,2377000.0,0.0,4240000.0,3910000.0,472000.0,-5640000.0,-2256000.0,-88000.0,0.4,7795000.0,22753000.0,36188000.0,-5640000.0,-5640000.0,208000.0
IGD.MI,2024-03-31,TTM,EUR,110341903.0,-0.835941,30639000.0,972000.0,591000.0,110341903.0,-0.835941,-92208000.0,-31566000.0,-30594000.0,115290000.0,136917000.0,61164000.0,61164000.0,505000.0,505000.0,0.0,-92208000.0,-92208000.0,-92208000.0,-92208000.0,-92208000.0,-92208000.0,-60659000.0,-60659000.0,111230000.0,48817637.787124,5538000.0,109752000.0,145929000.0,706000.0,0.0,-92730000.0,30639000.0,972000.0,-141774000.0,-798362.212876,-522000.0,0.005629,36177000.0,,145929000.0,-141824000.0,-141824000.0,5269000.0
