asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsPayable,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,EnterprisesValueEBITDARatio,FinancialAssets,FinancingCashFlow,FreeCashFlow,GainLossOnSaleOfPPE,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,RetainedEarnings,SaleOfIntangibles,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital,WriteOff
2022-12-31,3M,EUR,,,-11877000.0,,-17988000.0,0.0,,,,,,,,,,-384000.0,27022000.0,27069000.0,,,,,,,,,,,,,,,,,226000.0,,,,,,,,,,,287000.0,,,,,,,,,,0.0,,,34442000.0,,,81167000.0,,,,,,,,,,174000.0,72000.0,25670000.0,23000.0,33946000.0,,,,33946000.0,,,,,,,,,,,,,,,,,,,,,,,,,,800000.0,,,,101000.0,,,,,,,,,,,,,,,940000.0,,1045000.0,,,,384000.0,154000.0,,,,,,,,,,0.0,0.0,,,,,,,,6147000.0,,,,,,,,,,-53773000.0,,,,,,29240000.0,,
2023-03-31,3M,EUR,15985000.0,15190000.0,,0.0,,,110341903.0,0.134165,6069000.0,6938000.0,-4602000.0,29154000.0,650000000.0,17973000.0,17973000.0,,,,2437000.0,3821000.0,-553000.0,1295000.0,-8606000.0,1075000.0,-2968000.0,2444000.0,650000000.0,1135390000.0,40284000.0,8722000.0,66695000.0,7655000.0,173106000.0,180761000.0,,214111000.0,403000.0,636000.0,636000.0,636000.0,636000.0,597000.0,110341903.0,0.134165,14804000.0,,24428000.0,25064000.0,-7000.0,8506000.0,1289382585.0,,5443000.0,-11067000.0,13511000.0,0.0,6960000.0,7823000.0,,49538000.0,30152000.0,2029000.0,9221000.0,9221000.0,64000.0,64000.0,-6256000.0,25476000.0,1704365000.0,-4602000.0,2040137000.0,176000.0,,,,,21499000.0,395869000.0,417368000.0,,-8970000.0,25765000.0,5327000.0,84000.0,312267585.0,0.0,0.0,0.0,551002000.0,14804000.0,14804000.0,14804000.0,14804000.0,14804000.0,14804000.0,14804000.0,-145000.0,-9157000.0,-8970000.0,-8970000.0,-9157000.0,-20503000.0,49538000.0,-4457000.0,1127567000.0,,2780000.0,16648000.0,2778000.0,,27282000.0,16963220.885119,18113000.0,3570000.0,26582000.0,38874000.0,110341903.0,8056000.0,13708000.0,863000.0,11186000.0,5443000.0,2000.0,2387000.0,,2232000.0,,0.0,19642000.0,312000.0,,,15207000.0,0.0,0.0,-145000.0,-4457000.0,8722000.0,636000.0,-8970000.0,8656000.0,0.0,0.0,110341903.0,-2218000.0,1135390000.0,1127567000.0,-58779.114881,403000.0,0.026501,,-193000.0,2198480000.0,1531259000.0,598129000.0,1135390000.0,12292000.0,1063090000.0,2131785000.0,848979000.0,24364000.0,38874000.0,3657000.0,-2218000.0,-2218000.0,19904000.0,25476000.0,-147416000.0,189000.0
2023-06-30,3M,EUR,15584000.0,12030000.0,-12208000.0,,-17267000.0,,,,17973000.0,10203000.0,-4646000.0,27209000.0,650000000.0,16311000.0,16311000.0,,16180000.0,16311000.0,-1662000.0,1019000.0,-266000.0,1589000.0,-401000.0,3180000.0,5121000.0,-1646000.0,650000000.0,1040798000.0,35223000.0,10679000.0,61059000.0,7776000.0,126674000.0,134450000.0,250000.0,169546000.0,-87000.0,-305000.0,-128000.0,-128000.0,-305000.0,0.0,,,-61867000.0,253000.0,-50542000.0,-50670000.0,-16000.0,16311000.0,847183405.0,,5493000.0,-23220000.0,21574000.0,,6835000.0,7692000.0,29297000.0,56510000.0,23882000.0,,11412000.0,11412000.0,15000.0,15000.0,-5027000.0,24280000.0,2012040000.0,-4646000.0,1969733000.0,,72000.0,25670000.0,23000.0,,19433000.0,844568000.0,864001000.0,,-119764000.0,25765000.0,2237000.0,3264000.0,267027405.0,0.0,0.0,0.0,954931000.0,-61867000.0,-61867000.0,-61867000.0,-61867000.0,-61867000.0,-61867000.0,-61867000.0,-92000.0,-11397000.0,12087000.0,12087000.0,-11397000.0,,44302000.0,-4554000.0,1033106000.0,800000.0,2735000.0,18662000.0,3500000.0,101000.0,27747000.0,16439881.541143,26220000.0,-3978000.0,27860000.0,34561000.0,110341903.0,253000.0,13067000.0,857000.0,8013000.0,,7350000.0,-2490000.0,1205000.0,7820000.0,2849000.0,0.0,20225000.0,395000.0,408000.0,58000.0,-61954000.0,0.0,,-92000.0,-4554000.0,10679000.0,-128000.0,-119764000.0,-67877000.0,,0.0,110341903.0,-78417000.0,1040798000.0,1033106000.0,-110118.458857,-87000.0,0.001404,5028000.0,-304000.0,2117062000.0,1885366000.0,998451000.0,1040798000.0,6701000.0,1076264000.0,2056003000.0,906718000.0,-51912000.0,34561000.0,3183000.0,-78417000.0,-78417000.0,10968000.0,24280000.0,-108487000.0,-1461000.0
2023-09-30,3M,EUR,20245000.0,11005000.0,,,,,110341903.0,0.07349,16311000.0,6816000.0,-7230000.0,25290000.0,650000000.0,25384000.0,25384000.0,0.0,,,9073000.0,-392000.0,-1632000.0,391000.0,4660000.0,907000.0,3934000.0,9090000.0,650000000.0,1048508000.0,6438000.0,998000.0,70951000.0,7827000.0,126031000.0,133858000.0,,172979000.0,335000.0,1441000.0,1264000.0,1264000.0,1441000.0,0.0,110341903.0,0.07349,8109000.0,,18979000.0,20243000.0,-17000.0,25384000.0,1217719962.0,60.155113,5307000.0,-7773000.0,16863000.0,,6710000.0,7499000.0,11005000.0,15338000.0,34300000.0,6312000.0,10535000.0,10535000.0,25000.0,25000.0,-7105000.0,24729000.0,2019638000.0,-7230000.0,1999415000.0,174000.0,,,,0.0,17463000.0,845099000.0,862562000.0,0.0,-5486000.0,25765000.0,5723000.0,70000.0,235579962.0,0.0,0.0,,945746000.0,8109000.0,8109000.0,8109000.0,8109000.0,8109000.0,8109000.0,8109000.0,-30000.0,-10510000.0,-5486000.0,-5486000.0,-10510000.0,,15338000.0,-7200000.0,1041009000.0,,2912000.0,16554000.0,2759000.0,,26673000.0,14283901.705353,24093000.0,8916000.0,25384000.0,35298000.0,110341903.0,9833000.0,15118000.0,789000.0,98055000.0,,7926000.0,7304000.0,,2014000.0,,0.0,24003000.0,289000.0,,,8444000.0,0.0,,-30000.0,-7200000.0,998000.0,1264000.0,-5486000.0,-59768000.0,,0.0,110341903.0,-6430000.0,1048508000.0,1041009000.0,-255098.294647,335000.0,0.039673,,-272000.0,2127473000.0,1893607000.0,996420000.0,1048508000.0,9914000.0,1078965000.0,2056522000.0,905986000.0,20309000.0,35298000.0,3758000.0,-6430000.0,-6430000.0,10462000.0,,-102028000.0,118000.0
2023-12-31,3M,EUR,24608000.0,10742000.0,-12632000.0,,-16336000.0,,,,25384000.0,10239000.0,-6704000.0,23371000.0,650000000.0,6069000.0,6069000.0,0.0,6046000.0,6069000.0,-19315000.0,489000.0,-58000.0,-5231000.0,4364000.0,110000.0,-326000.0,-19317000.0,650000000.0,1000533000.0,2364000.0,15052000.0,49172000.0,7879000.0,29492000.0,37371000.0,1849000.0,76664000.0,-682000.0,-1017000.0,-636000.0,-636000.0,-1017000.0,3854000.0,,,-42778000.0,1000.0,-22812000.0,-23448000.0,2000.0,6069000.0,1225374086.0,-52.259216,2649000.0,-21567000.0,2250000.0,,6648000.0,7660000.0,27078000.0,24370000.0,22608000.0,47324000.0,20648000.0,20648000.0,409000.0,409000.0,-17894000.0,23970000.0,1951830000.0,-6704000.0,1959053000.0,,22000.0,25670000.0,23000.0,124149000.0,15492000.0,921805000.0,937297000.0,124149000.0,-143490000.0,25715000.0,6372000.0,3305000.0,254338086.0,0.0,0.0,,945228000.0,-42778000.0,-42778000.0,-42778000.0,-42778000.0,-42778000.0,-42778000.0,-42778000.0,-330000.0,-20239000.0,-19341000.0,-19341000.0,-20239000.0,,11738000.0,-6374000.0,992873000.0,800000.0,4469000.0,15559000.0,2863000.0,102000.0,28078000.0,7939423.561896,8954000.0,-5696000.0,28304000.0,37660000.0,110341903.0,880000.0,10516000.0,1012000.0,69425000.0,,6216000.0,-6674000.0,1184000.0,8462000.0,2143000.0,0.0,27146000.0,496000.0,337000.0,57000.0,-43460000.0,0.0,,-330000.0,-6374000.0,15052000.0,-636000.0,-143490000.0,-102546000.0,,,110341903.0,-51476000.0,1000533000.0,992873000.0,-808576.438104,-682000.0,0.015693,3462000.0,-258000.0,2060742000.0,1922338000.0,974668000.0,1000533000.0,9356000.0,1060209000.0,2011570000.0,983545000.0,,37660000.0,1353000.0,-51526000.0,-51526000.0,11384000.0,23970000.0,-27492000.0,4564000.0
2024-03-31,3M,EUR,15567000.0,10009000.0,,,,,110341903.0,0.039224,6069000.0,6730000.0,-3795000.0,21401000.0,650000000.0,10011000.0,10011000.0,,,,3942000.0,-298000.0,1752000.0,1609000.0,-9041000.0,525000.0,-5453000.0,4103000.0,650000000.0,1006505000.0,2473000.0,3910000.0,51567000.0,7963000.0,30750000.0,38713000.0,,71351000.0,-88000.0,472000.0,472000.0,472000.0,472000.0,1844000.0,110341903.0,0.039224,4328000.0,,22809000.0,23281000.0,-161000.0,10011000.0,579577008.0,,3013000.0,-6130000.0,10233000.0,,6651000.0,7594000.0,10009000.0,11516000.0,32278000.0,5432000.0,18569000.0,18569000.0,56000.0,56000.0,-9543000.0,24325000.0,1405385000.0,-3795000.0,1957357000.0,176000.0,,,,,13438000.0,368130000.0,381568000.0,,-3810000.0,25715000.0,6840000.0,103000.0,167499008.0,0.0,0.0,,388869000.0,4328000.0,4328000.0,4328000.0,4328000.0,4328000.0,4328000.0,4328000.0,-59000.0,-18513000.0,-3810000.0,-3810000.0,-18513000.0,,11516000.0,-3736000.0,998911000.0,,3815000.0,15069000.0,2930000.0,,28921000.0,7712000.0,14028000.0,3885000.0,28393000.0,36188000.0,110341903.0,7222000.0,13832000.0,943000.0,23945000.0,126000.0,7127000.0,2377000.0,,2210000.0,,0.0,18806000.0,405000.0,,,4240000.0,0.0,,-59000.0,-3736000.0,3910000.0,472000.0,-3810000.0,-98218000.0,0.0,0.0,110341903.0,-5640000.0,1006505000.0,998911000.0,-2256000.0,-88000.0,0.4,,-228000.0,2060879000.0,1374635000.0,420281000.0,1006505000.0,7795000.0,1054374000.0,2009312000.0,983023000.0,22753000.0,36188000.0,3239000.0,-5640000.0,-5640000.0,10442000.0,,-19784000.0,208000.0
