symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
IGD.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000.0,,,,,,,,,,,,,,50345000.0,,,,
IGD.MI,2020-12-31,12M,EUR,23000.0,110592652.0,-0.672,23431000.0,473000.0,450000.0,110592652.0,-0.672,-74321000.0,-58021000.0,-57410000.0,122855000.0,3152000.0,30529000.0,30529000.0,89000.0,89000.0,0.0,-74321000.0,-74321000.0,-74321000.0,-74321000.0,-74321000.0,-74321000.0,-30440000.0,-30440000.0,108851000.0,72492664.291361,10789000.0,112066000.0,146286000.0,49000.0,7062000.0,9168000.0,0.0,-88550000.0,23431000.0,611000.0,229000.0,,-170141000.0,-27351335.708639,-14229000.0,0.160689,34220000.0,-52275000.0,146286000.0,-166261000.0,-170213000.0,153869000.0
IGD.MI,2021-12-31,12M,EUR,34000.0,110341903.0,0.478,24032000.0,544000.0,510000.0,110341903.0,0.478,52769000.0,84290000.0,84834000.0,121503000.0,16334000.0,28519000.0,28519000.0,58000.0,58000.0,0.0,52769000.0,52769000.0,52769000.0,52769000.0,52769000.0,52769000.0,-28461000.0,-28461000.0,112228000.0,78688456.097255,10848000.0,110655000.0,145535000.0,171000.0,6633000.0,7107000.0,0.0,55771000.0,24032000.0,544000.0,237000.0,489000.0,-27360000.0,-1474543.902745,3002000.0,0.053827,34880000.0,88701000.0,145535000.0,-27394000.0,-27394000.0,3430000.0
IGD.MI,2022-12-31,12M,EUR,151000.0,110341903.0,-0.202,36200000.0,724000.0,573000.0,110341903.0,-0.202,-22315000.0,5288000.0,6012000.0,108590000.0,93778000.0,27621000.0,27621000.0,90000.0,90000.0,0.0,-22315000.0,-22315000.0,-22315000.0,-22315000.0,-22315000.0,-22315000.0,-27531000.0,-27531000.0,99773000.0,71370430.30493,10030000.0,98560000.0,144790000.0,,6093000.0,-17000.0,0.0,-22333000.0,36200000.0,724000.0,252000.0,511000.0,-93761000.0,-75569.69507,-18000.0,0.000806,46230000.0,7729000.0,144790000.0,-93761000.0,-93761000.0,533000.0
IGD.MI,2023-09-30,TTM,EUR,,110341903.0,-0.905441,,,,110341903.0,-0.905441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGD.MI,2023-12-31,12M,EUR,381000.0,110341903.0,-0.741,35451000.0,1136000.0,755000.0,110341903.0,-0.741,-81732000.0,-29947000.0,-28811000.0,113164000.0,133514000.0,51816000.0,51816000.0,513000.0,513000.0,0.0,-81732000.0,-81732000.0,-81732000.0,-81732000.0,-81732000.0,-81732000.0,-51303000.0,-51303000.0,109591000.0,56617525.628952,5223000.0,107941000.0,148615000.0,,716000.0,-412000.0,0.0,-81763000.0,35451000.0,1136000.0,266000.0,,-138352000.0,-52474.371048,-31000.0,0.000379,40674000.0,,148615000.0,-138402000.0,-138402000.0,5250000.0
IGD.MI,2023-12-31,TTM,EUR,,110341903.0,-0.741,,,,110341903.0,-0.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGD.MI,2024-03-31,TTM,EUR,,110341903.0,-0.835941,30639000.0,972000.0,591000.0,110341903.0,-0.835941,-92208000.0,-31566000.0,-30594000.0,115290000.0,136917000.0,61164000.0,61164000.0,505000.0,505000.0,0.0,-92208000.0,-92208000.0,-92208000.0,-92208000.0,-92208000.0,-92208000.0,-60659000.0,-60659000.0,111230000.0,48817637.787124,5538000.0,109752000.0,145929000.0,,706000.0,,0.0,-92730000.0,30639000.0,972000.0,,,-141774000.0,-798362.212876,-522000.0,0.005629,36177000.0,,145929000.0,-141824000.0,-141824000.0,5269000.0
