asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,Amortization,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FreeCashFlow,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,Inventory,InvestedCapital,InvestingCashFlow,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherIntangibleAssets,OtherInventories,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RetainedEarnings,SaleOfIntangibles,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,30160008.0,,,,,,,,,,-59731200.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,-789261.0,,,,353000.0,,,,,,,,-1.0,,885247.0,,,,900000.0,,,,,-35000.0,,,,3764000.0,62196.0,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,45546000.0,62553000.0,-769893000.0,-2595000.0,2883000.0,268374644.0,0.24,30167740.0,151447000.0,-60056202.0,35378452.0,70176000.0,4052690.0,4052690.0,-63348800.0,4052690.0,,-26115050.0,16272.0,459361.0,1968243.0,-8733058.0,12476558.0,6187376.0,-26115050.0,70176000.0,-63348800.0,164810524.0,-19974011.0,22289000.0,40760000.0,72446886.0,11452429.0,268000.0,11720429.0,93336793.0,45361384.0,45361384.0,45324000.0,42441000.0,268374644.0,0.24,64008053.0,89207812.0,134569196.0,4052690.0,1506440076.0,0.0,-80761359.0,55936901.0,5140000.0,15892000.0,65148000.0,1003302000.0,183703000.0,,905000.0,905000.0,0.0,0.0,-800579.0,869000.0,180166524.0,-61346794.0,15000000.0,12015000.0,23926023.0,15088000.0,39014023.0,15000000.0,-172502.0,500000.0,16286025.0,782433000.0,1465325556.0,-1000000.0,-19974011.0,11303310.0,64008053.0,64008053.0,64008053.0,64008053.0,64008053.0,88302812.0,64008053.0,-4317999.0,-1097000.0,-350774.0,14827498.0,14827498.0,-1097000.0,-253188.0,60182.0,233409000.0,-55738203.0,137669.0,148918524.0,2845768.0,13198256.0,355000.0,134116259.0,63679673.675,115993103.0,94772239.0,88930761.0,224463000.0,268374644.0,,10752000.0,868975.0,1211146.0,844366.0,-297.0,21000.0,3178978.0,33854000.0,35118000.0,1984000.0,-490000.0,0.0,80905364.0,5074966.0,,62196.0,88302812.0,0.0,-500000.0,-4317999.0,-350774.0,-55738203.0,643000.0,40760000.0,45361384.0,8201000.0,-172502.0,-19974011.0,63494365.0,,0.0,272000000.0,452937.0,164810524.0,148918524.0,124557.675,24294759.0,0.275,2988196.0,-24034298.0,326645324.0,179898524.0,50734452.0,164810524.0,135532239.0,161834800.0,254198134.0,68498007.0,89405290.0,192000.0,224463000.0,1505364.0,452937.0,452937.0,,3625356.0,19974011.0,226000.0,-20889907.0,37063.0
2021-12-31,12M,EUR,51677000.0,67816000.0,-809033000.0,-2797000.0,3898000.0,268374644.0,0.24,4052690.0,161930000.0,-83953845.0,36469436.0,70176000.0,17243998.0,17243998.0,-64043039.0,17243998.0,,13191308.0,78862.0,585464.0,-853147.0,6143378.0,-5464801.0,489756.0,13191307.0,70176000.0,-64043039.0,165916587.0,0.0,55978000.0,39715000.0,94326833.0,15056763.0,161000.0,15217763.0,102216355.0,50503467.0,50503467.0,50301000.0,46403000.0,268374644.0,0.24,65383926.0,90967964.0,141471431.0,17243998.0,1427554531.0,59000.0,-19902640.0,33404403.0,5813000.0,17244000.0,70613000.0,1085039000.0,190222000.0,0.0,1082000.0,1082000.0,0.0,0.0,-773188.0,790000.0,235077587.0,-84264301.0,54000000.0,12135000.0,21412673.0,69000000.0,90412673.0,54000000.0,-88305.0,0.0,17236141.0,817979000.0,1400915641.0,-523390.0,0.0,51917002.0,65383926.0,65383926.0,65383926.0,65383926.0,65383926.0,89885964.0,65383926.0,-4576984.0,-1185000.0,133530.0,53911695.0,53911695.0,-1185000.0,-620269.0,59170.0,276006000.0,-79356627.0,-747974.0,148672587.0,3039792.0,12263375.0,358000.0,141673965.0,65531251.204951,117358248.0,99373693.0,90848307.0,229937000.0,268374644.0,1.0,11431000.0,790113.0,1336617.0,1148730.0,-35.0,459000.0,3749367.0,32335000.0,37017000.0,5117633.0,-52000.0,0.0,85601592.0,5184664.0,,,89885964.0,0.0,-1000000.0,-4576984.0,,-79376861.0,564000.0,39715000.0,50503467.0,8327000.0,-88305.0,0.0,64413559.0,0.0,20234.0,272000000.0,-202534.0,165916587.0,148672587.0,-55208.795049,24502038.0,0.27259,3359202.0,-24244296.0,388045096.0,234916587.0,105630436.0,165916587.0,139088693.0,222128509.0,297657522.0,119912154.0,91105576.0,103000.0,229937000.0,1589592.0,-202534.0,-202534.0,,3625356.0,19974011.0,226000.0,-7889522.0,202534.0
2022-12-31,12M,EUR,60472000.0,66222000.0,-832328000.0,-2998000.0,4447000.0,268374644.0,0.27,17243998.0,171157000.0,-75589100.0,40133168.0,70176000.0,35183995.0,35183995.0,-65229195.0,35183995.0,,17939997.0,33879.0,-137075.0,1754106.0,9101507.0,1274552.0,12026969.0,17939997.0,70176000.0,-65229195.0,176163892.0,,26421000.0,50468000.0,106164995.0,17550507.0,101374000.0,118924507.0,218396663.0,47227965.0,47227965.0,46909000.0,42462000.0,268374644.0,0.27,73689950.0,103432939.0,150660904.0,35183995.0,1472413370.0,0.0,-43665009.0,61398919.0,5813000.0,19520000.0,69220000.0,1146535000.0,194978000.0,938000.0,1662000.0,1662000.0,2000.0,2000.0,-1075515.0,756000.0,277537892.0,-75383013.0,0.0,12095000.0,22582661.0,0.0,22582661.0,0.0,0.0,,15133331.0,890857000.0,1451906824.0,0.0,,66190005.0,73689950.0,73689950.0,73689950.0,73689950.0,73689950.0,101770939.0,73689950.0,-6723247.0,-2007000.0,0.0,0.0,0.0,-2007000.0,31633099.0,200790.0,314207000.0,-68860556.0,,156643892.0,1764013.0,10000616.0,,150980054.0,73921014.6,136988019.0,90774471.0,104203529.0,245446000.0,268374644.0,,13707000.0,756234.0,3012657.0,947826.0,-155.0,42000.0,3121269.0,35110000.0,46005000.0,1212000.0,,0.0,97482156.0,2821971.0,,62000.0,101770939.0,0.0,0.0,-6723247.0,,-68865853.0,530000.0,50468000.0,47227965.0,8435000.0,0.0,,73726254.0,23.0,5297.0,272000000.0,-319150.0,176163892.0,156643892.0,-88085.4,28080989.0,0.276,1791000.0,-23925663.0,442604281.0,176163892.0,141507168.0,176163892.0,141242471.0,266440389.0,336438839.0,48043726.0,103823208.0,347000.0,245446000.0,1900156.0,-319150.0,-319150.0,327273.0,3625356.0,19974011.0,226000.0,-112231668.0,319150.0
2023-12-31,12M,EUR,65005000.0,74752000.0,-854319000.0,-3096000.0,4818000.0,268374644.0,0.323056,35183995.0,188274000.0,-57399038.0,37769330.0,70176000.0,34117271.0,34117271.0,-73831737.0,34117271.0,,-1066724.0,555.0,-1207759.0,3573187.0,4470054.0,-9054849.0,-2218812.0,-1066724.0,70176000.0,,188693307.0,,24292000.0,45091000.0,111324271.0,20240767.0,1068000.0,21308767.0,136613563.0,47299629.0,47299629.0,46775000.0,41957000.0,268374644.0,0.323056,86721406.0,126907140.0,174206769.0,34117271.0,1398271916.0,,-90659981.0,89549270.0,5813000.0,24727000.0,77848000.0,1184711000.0,226850000.0,0.0,5428000.0,5428000.0,471000.0,471000.0,-2584634.0,756000.0,290148307.0,-57355051.0,100352500.0,12095000.0,17528563.0,100387000.0,117915563.0,100352500.0,,,17851887.0,908296000.0,1371394430.0,,,67337729.0,86721406.0,86721406.0,86721406.0,86721406.0,86721406.0,121479140.0,86721406.0,-10026056.0,-5358000.0,,100352500.0,100352500.0,-5358000.0,-101231096.0,43987.0,330392000.0,-47372982.0,,163966307.0,2945580.0,8912821.0,728000.0,173789123.0,86423206.756,146948308.0,100429612.0,126420388.0,271941000.0,268374644.0,,18914000.0,,4665298.0,160458.0,-137.0,,4222000.0,44829000.0,51754000.0,1176000.0,,0.0,112535796.0,6956986.0,,62000.0,121479140.0,0.0,,-10026056.0,,-47372982.0,530000.0,45091000.0,47299629.0,9340000.0,,,86723289.0,,0.0,272000000.0,-524354.0,188693307.0,163966307.0,119446.756,34757734.0,0.286,461000.0,-25457502.0,470277913.0,289080307.0,139224330.0,188693307.0,145520612.0,281584606.0,358953038.0,144971043.0,125956441.0,401000.0,271941000.0,2701796.0,417646.0,417646.0,290909.0,3625356.0,19974011.0,226000.0,-25289292.0,524354.0
