symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,DeferredTax,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InterestPaidCFF,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentInsideChangeinCash,ProvisionandWriteOffofAssets,PurchaseOfPPE,RepaymentOfDebt,SaleOfPPE
GE.MI,2020-06-30,TTM,EUR,2029000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1462000.0,,,,,,,1462000.0
GE.MI,2022-12-31,3M,EUR,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,-1020000.0,,-441000.0,,,,
GE.MI,2023-03-31,3M,EUR,,44114000.0,-2309000.0,,110000.0,-1592000.0,-3041000.0,737000.0,-3267000.0,-7406000.0,119000.0,2228000.0,1870000.0,1870000.0,-9000.0,44224000.0,-2901000.0,-429000.0,20000.0,-232000.0,1140000.0,,,-1684000.0,-615000.0,3893000.0,3893000.0,-1684000.0,-1684000.0,-83000.0,3449000.0,-2309000.0,0.0,1880000.0,0.0,1275000.0,-2309000.0,-1684000.0,
GE.MI,2023-06-30,3M,EUR,,44224000.0,-3760000.0,,-8700000.0,217000.0,1281000.0,-1967000.0,-122000.0,-1064000.0,-8917000.0,1265000.0,1870000.0,1870000.0,217000.0,35524000.0,-10771000.0,2540000.0,80000.0,-188000.0,-4446000.0,,,-3019000.0,-295000.0,3520000.0,3520000.0,-3019000.0,-3019000.0,-1248000.0,-686000.0,-3760000.0,-1000.0,6300000.0,0.0,629000.0,-3760000.0,-3019000.0,
GE.MI,2023-09-30,3M,EUR,,35524000.0,-2133000.0,0.0,13338000.0,211000.0,290000.0,-2708000.0,2972000.0,676000.0,13138000.0,606000.0,1882000.0,1882000.0,200000.0,48862000.0,9551000.0,3585000.0,-113000.0,-155000.0,-2131000.0,,,-1686000.0,-11000.0,2113000.0,2113000.0,11314000.0,11314000.0,-1291000.0,2000.0,-2133000.0,-1125000.0,5718000.0,0.0,554000.0,-2133000.0,-1686000.0,
GE.MI,2023-12-31,3M,EUR,,48862000.0,-2361000.0,0.0,8297000.0,1519000.0,665000.0,259000.0,732000.0,2664000.0,8287000.0,-322000.0,218000.0,1973000.0,10000.0,57159000.0,4757000.0,3840000.0,-141000.0,-192000.0,-2671000.0,9946000.0,9946000.0,-2111000.0,-401000.0,2127000.0,2127000.0,7835000.0,7835000.0,-2166000.0,366000.0,-2361000.0,5000.0,6201000.0,0.0,-100000.0,-2361000.0,-2111000.0,
GE.MI,2024-03-31,3M,EUR,,57159000.0,-1390000.0,,-1268000.0,-132000.0,-689000.0,-1441000.0,-2361000.0,-4836000.0,-1187000.0,1489000.0,2021000.0,2021000.0,-81000.0,55891000.0,-2763000.0,1573000.0,-58000.0,-375000.0,-1387000.0,,,-2504000.0,0.0,3808000.0,3808000.0,-2504000.0,-2504000.0,435000.0,3000.0,-1390000.0,,2963000.0,,539000.0,-1390000.0,-2504000.0,
GE.MI,2024-03-31,TTM,EUR,,44224000.0,-9644000.0,,11667000.0,1815000.0,1547000.0,-5857000.0,1221000.0,-2560000.0,11321000.0,3038000.0,5991000.0,7746000.0,346000.0,55545000.0,774000.0,11538000.0,-232000.0,-910000.0,-10635000.0,,,-9320000.0,-707000.0,11568000.0,11568000.0,13626000.0,13626000.0,-4270000.0,-315000.0,-9644000.0,,21182000.0,,1622000.0,-9644000.0,-9320000.0,
