asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,Amortization,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestPaidCFF,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetCommonStockIssuance,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentInsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepaymentOfDebt,RetainedEarnings,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,WorkInProcess,WorkingCapital,WriteOff
2022-12-31,3M,EUR,,,,,,4629000.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,-1020000.0,,,,,278000.0,,,,,,,,-441000.0,2133000.0,541000.0,,278000.0,,,,,,,,,384000.0,,,,,,,,202000.0,,,,,,,,,,,,,,,,,,,,,,,53273.0,,,
2023-03-31,3M,EUR,18826000.0,27410000.0,-67741000.0,-1224000.0,478000.0,0.0,124000.0,14418519.0,0.27,44114000.0,34641000.0,-2309000.0,3303000.0,14400000.0,44224000.0,44224000.0,,44198000.0,26000.0,110000.0,-1592000.0,-3041000.0,737000.0,-3267000.0,-7406000.0,119000.0,14400000.0,93592000.0,2647000.0,16001000.0,98984000.0,1030000.0,9491000.0,10521000.0,50204000.0,1335000.0,2228000.0,1870000.0,1870000.0,1870000.0,1392000.0,,14418519.0,0.27,3893000.0,6343000.0,8213000.0,-9000.0,44224000.0,121135269.0,440000.0,-2901000.0,5038000.0,-429000.0,20000.0,5964000.0,11928000.0,28634000.0,106827000.0,20063000.0,-232000.0,21154000.0,109540000.0,1140000.0,124000.0,2158000.0,,,3834000.0,2273000.0,6457000.0,8730000.0,,-1684000.0,2158000.0,1214000.0,38823000.0,144838269.0,0.0,0.0,-615000.0,3893000.0,3893000.0,3924000.0,-31000.0,3893000.0,3924000.0,3893000.0,3893000.0,-1684000.0,-1684000.0,-83000.0,3449000.0,39086000.0,-2309000.0,0.0,81664000.0,4003000.0,973000.0,2288000.0,,7500000.0,3477777.990431,1880000.0,13720000.0,6343000.0,36064000.0,14283853.0,0.0,,,5964000.0,278000.0,-802000.0,260000.0,12290000.0,26882000.0,5410000.0,,0.0,33816000.0,,6270000.0,0.0,1275000.0,-2309000.0,9485000.0,16001000.0,1870000.0,244000.0,-1684000.0,34195000.0,14400000.0,26000.0,93592000.0,81664000.0,266777.990431,2346000.0,0.374163,786000.0,157001000.0,100049000.0,19251000.0,93592000.0,29721000.0,63409000.0,58017000.0,13205000.0,36064000.0,2700000.0,713000.0,713000.0,116147.0,6631000.0,48780000.0,-26000.0
2023-06-30,3M,EUR,17618000.0,27528000.0,-72975000.0,-1148000.0,453000.0,0.0,120000.0,,,44224000.0,40128000.0,-3760000.0,3805000.0,14400000.0,35524000.0,35524000.0,,35501000.0,23000.0,-8700000.0,217000.0,1281000.0,-1967000.0,-122000.0,-1064000.0,-8917000.0,14400000.0,90543000.0,3273000.0,16103000.0,88176000.0,1041000.0,8590000.0,9631000.0,46727000.0,1319000.0,1265000.0,1870000.0,1870000.0,1870000.0,1417000.0,,,,3520000.0,5125000.0,6995000.0,217000.0,35524000.0,101875638.0,371000.0,-10771000.0,4867000.0,2540000.0,80000.0,5966000.0,11907000.0,28676000.0,114512000.0,19263000.0,-188000.0,20372000.0,103410000.0,-4446000.0,120000.0,2117000.0,,,3834000.0,2764000.0,4277000.0,7041000.0,,-3019000.0,2117000.0,932000.0,42689000.0,126848638.0,0.0,0.0,-295000.0,3520000.0,3520000.0,3699000.0,-179000.0,3520000.0,3699000.0,3520000.0,3520000.0,-3019000.0,-3019000.0,-1248000.0,-686000.0,41537000.0,-3760000.0,-1000.0,78636000.0,3889000.0,948000.0,2185000.0,,7628000.0,4163668.981941,6300000.0,14228000.0,5035000.0,35366000.0,14252656.0,0.0,,,5941000.0,259000.0,,235000.0,12389000.0,24588000.0,4177000.0,,0.0,31528000.0,,5039000.0,0.0,629000.0,-3760000.0,9507000.0,16103000.0,1870000.0,189000.0,-3019000.0,7413000.0,14400000.0,54000.0,90543000.0,78636000.0,-168331.018059,1340000.0,0.265926,575000.0,148376000.0,94820000.0,16672000.0,90543000.0,30331000.0,57833000.0,60200000.0,11106000.0,35366000.0,1521000.0,-633000.0,-633000.0,147344.0,5998000.0,41449000.0,-54000.0
2023-09-30,3M,EUR,15287000.0,24591000.0,-69818000.0,-1052000.0,403000.0,0.0,114000.0,,,35524000.0,35620000.0,-2133000.0,3840000.0,14400000.0,48862000.0,48862000.0,0.0,48839000.0,23000.0,13338000.0,211000.0,290000.0,-2708000.0,2972000.0,676000.0,13138000.0,14400000.0,93017000.0,2791000.0,13877000.0,98062000.0,1069000.0,7754000.0,8823000.0,43917000.0,1269000.0,606000.0,1882000.0,1882000.0,1882000.0,1479000.0,,,,2113000.0,2529000.0,4411000.0,200000.0,48862000.0,100157677.0,301000.0,9551000.0,4374000.0,3585000.0,-113000.0,6035000.0,12211000.0,25643000.0,111864000.0,15919000.0,-155000.0,19632000.0,116073000.0,-2131000.0,114000.0,2105000.0,,,3850000.0,2771000.0,15302000.0,18073000.0,,-1686000.0,2105000.0,932000.0,40973000.0,119009677.0,0.0,0.0,-11000.0,2113000.0,2113000.0,2110000.0,3000.0,2113000.0,2110000.0,2113000.0,2113000.0,11314000.0,11314000.0,-1291000.0,2000.0,42046000.0,-2133000.0,-1125000.0,80806000.0,3917000.0,972000.0,2105000.0,,2713000.0,789402.875046,5718000.0,13300000.0,2619000.0,29796000.0,14252656.0,0.0,,,6176000.0,260000.0,,241000.0,12822000.0,28630000.0,4315000.0,,0.0,29935000.0,,2713000.0,0.0,554000.0,-2133000.0,9423000.0,13877000.0,1882000.0,,-1686000.0,9526000.0,14252656.0,-22000.0,93017000.0,80806000.0,377402.875046,603000.0,0.222263,662000.0,159016000.0,108319000.0,26896000.0,93017000.0,27177000.0,65999000.0,60954000.0,22082000.0,29796000.0,1826000.0,1698000.0,1698000.0,,5835000.0,54145000.0,22000.0
2023-12-31,3M,EUR,15994000.0,23740000.0,-75472000.0,-1035000.0,421000.0,0.0,112000.0,,,48862000.0,40751000.0,-2361000.0,3779000.0,14400000.0,57159000.0,57606000.0,0.0,57142000.0,17000.0,8297000.0,1519000.0,665000.0,259000.0,732000.0,2664000.0,8287000.0,14400000.0,93941000.0,2199000.0,14932000.0,104714000.0,1005000.0,9633000.0,10638000.0,43519000.0,899000.0,-322000.0,218000.0,1973000.0,1973000.0,1552000.0,,,,2127000.0,3248000.0,5221000.0,10000.0,57159000.0,101587876.0,185000.0,4757000.0,3794000.0,3840000.0,-141000.0,5921000.0,12340000.0,24775000.0,117572000.0,15149000.0,-192000.0,17807000.0,124956000.0,-2671000.0,112000.0,2075000.0,576000.0,9946000.0,3824000.0,2774000.0,21382000.0,24156000.0,9946000.0,-2111000.0,2651000.0,531000.0,45679000.0,123553876.0,0.0,,-401000.0,2127000.0,2127000.0,2125000.0,2000.0,2127000.0,2125000.0,2127000.0,2127000.0,7835000.0,7835000.0,-2166000.0,366000.0,42100000.0,-2361000.0,5000.0,81601000.0,2994000.0,934000.0,2103000.0,88000.0,7050000.0,3534218.636693,6201000.0,13943000.0,1206000.0,30081000.0,14201595.0,0.0,2031000.0,17000.0,6419000.0,,3175000.0,158000.0,8097000.0,25119000.0,32000.0,447000.0,0.0,26641000.0,384000.0,2758000.0,0.0,-100000.0,-2361000.0,8664000.0,14932000.0,1973000.0,,-2111000.0,36242000.0,14400000.0,-115000.0,93941000.0,81601000.0,-419781.363307,633000.0,0.229514,3114000.0,165184000.0,115323000.0,34794000.0,93941000.0,28875000.0,71243000.0,60470000.0,27724000.0,30081000.0,2550000.0,-1829000.0,-1829000.0,198405.0,5349000.0,61195000.0,-12000.0
2024-03-31,3M,EUR,14777000.0,26159000.0,-71105000.0,-1006000.0,452000.0,,110000.0,14103704.0,0.27,57159000.0,35868000.0,-1390000.0,4028000.0,14400000.0,55891000.0,55891000.0,,55874000.0,17000.0,-1268000.0,-132000.0,-689000.0,-1441000.0,-2361000.0,-4836000.0,-1187000.0,14400000.0,97951000.0,1488000.0,15000000.0,105210000.0,1113000.0,8285000.0,9398000.0,41217000.0,887000.0,1489000.0,2021000.0,2021000.0,2021000.0,1569000.0,53000.0,14103704.0,0.27,3808000.0,5083000.0,7104000.0,-81000.0,55891000.0,84171047.0,150000.0,-2763000.0,3303000.0,1573000.0,-58000.0,5980000.0,12407000.0,27165000.0,113257000.0,19156000.0,-375000.0,17546000.0,126390000.0,-1387000.0,110000.0,2637000.0,,,3837000.0,2915000.0,20154000.0,23069000.0,,-2504000.0,2637000.0,531000.0,42522000.0,116169047.0,0.0,0.0,0.0,3808000.0,3808000.0,3808000.0,0.0,3808000.0,3808000.0,3808000.0,3808000.0,-2504000.0,-2504000.0,435000.0,3000.0,42152000.0,-1390000.0,,85544000.0,3119000.0,937000.0,2113000.0,,6542000.0,3393573.973664,2963000.0,14073000.0,5083000.0,34156000.0,14201595.0,,,,6427000.0,86000.0,-483000.0,202000.0,11942000.0,29542000.0,4615000.0,,0.0,27737000.0,,5164000.0,0.0,539000.0,-1390000.0,8646000.0,15000000.0,2021000.0,202000.0,-2504000.0,39329000.0,14400000.0,24000.0,97951000.0,85544000.0,147573.973664,1356000.0,0.262587,999000.0,165871000.0,118105000.0,32467000.0,97951000.0,29073000.0,67920000.0,60661000.0,26703000.0,34156000.0,1018000.0,562000.0,562000.0,198405.0,5597000.0,63993000.0,-24000.0
