symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
FCT.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,-24329000.0,,,,,,,,,,,,,,,,,,29133000.0,,,,,,1799000.0,,,,
FCT.MI,2020-12-31,12M,EUR,78373000.0,218464765.0,-1.09883,4727896000.0,186588000.0,108215000.0,220299507.0,-1.09883,-240057000.0,-179005000.0,7583000.0,1054506000.0,724000.0,74718000.0,74718000.0,21525000.0,21525000.0,4463000.0,-240057000.0,-240057000.0,-244520000.0,,-240057000.0,-240057000.0,-244520000.0,-54944000.0,-54944000.0,54198000.0,-195005169.480102,1235999000.0,-181493000.0,5782402000.0,72256000.0,76286000.0,-11653000.0,0.0,-253723000.0,4727896000.0,186588000.0,27995000.0,-6507000.0,-1693169.480102,-9203000.0,0.036272,5963895000.0,1751000.0,5782402000.0,-46615000.0,-46680000.0,17371000.0
FCT.MI,2021-12-31,12M,EUR,77692000.0,218738147.0,0.099703,5310717000.0,205312000.0,127620000.0,221451646.0,0.09854,21778000.0,163241000.0,368553000.0,1488860000.0,588000.0,83540000.0,83540000.0,27326000.0,27326000.0,-37000.0,21778000.0,21778000.0,21815000.0,,21778000.0,21778000.0,21815000.0,-56214000.0,-56214000.0,403725000.0,48677680.0,1364549000.0,124311000.0,6799577000.0,60264000.0,107785000.0,-18885000.0,0.0,79701000.0,5310717000.0,205308000.0,36055000.0,-11255000.0,-8464320.0,57886000.0,0.24,6675266000.0,,6799577000.0,-35172000.0,-35268000.0,29456000.0
FCT.MI,2022-06-30,TTM,EUR,81825000.0,,,5632583000.0,220341000.0,138516000.0,,,-213830000.0,-82971000.0,137421000.0,1429904000.0,23432000.0,89170000.0,89170000.0,36585000.0,36585000.0,5097000.0,-213830000.0,-213830000.0,-218927000.0,,-213830000.0,-213830000.0,-218927000.0,-52585000.0,-52585000.0,217516000.0,-115252400.0,1424967000.0,4937000.0,7062487000.0,,106154000.0,-19057000.0,0.0,-172141000.0,5632583000.0,220392000.0,38556000.0,-146005000.0,-65718400.0,46786000.0,0.4,7057550000.0,,7062487000.0,-80095000.0,-164296000.0,43596000.0
FCT.MI,2022-12-31,12M,EUR,82357000.0,218926892.0,-1.41081,6007932000.0,231296000.0,148939000.0,221505619.0,-1.41081,-308870000.0,-227718000.0,3578000.0,1341215000.0,23522000.0,102944000.0,102944000.0,62698000.0,62698000.0,15083000.0,-308870000.0,-308870000.0,-323953000.0,,-308870000.0,-308870000.0,-323953000.0,-45416000.0,-45416000.0,35296000.0,-61973.664951,1521647000.0,-180432000.0,7349147000.0,72593000.0,138340000.0,-26522000.0,0.0,-330662000.0,6007932000.0,230935000.0,42867000.0,-156482000.0,-3489973.664951,-6709000.0,0.02029,7529579000.0,5170000.0,7349147000.0,-31718000.0,-172008000.0,19192000.0
FCT.MI,2023-06-30,TTM,EUR,,1695658488.0,-0.05849,,,,1716940623.0,-0.05849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCT.MI,2023-12-31,12M,EUR,73710000.0,218185922.0,-0.242912,5963622000.0,233791000.0,160081000.0,218185922.0,-0.242912,-52830000.0,165481000.0,399279000.0,1483945000.0,2169000.0,229432000.0,229432000.0,36561000.0,36561000.0,281000.0,-52830000.0,-52830000.0,-53111000.0,,-52830000.0,-52830000.0,-53111000.0,-192871000.0,-192871000.0,309171000.0,-127664263.545527,1513214000.0,-29269000.0,7447567000.0,85683000.0,130291000.0,-49406000.0,0.0,-63951000.0,5963622000.0,233798000.0,,43941000.0,15273736.454473,-10840000.0,0.169505,7476836000.0,,7447567000.0,90108000.0,90108000.0,3296000.0
FCT.MI,2023-12-31,TTM,EUR,,1696272347.0,-0.03114,,,,1719428949.0,-0.03114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCT.MI,2024-03-31,TTM,EUR,74491000.0,218585182.0,-0.291977,5927802000.0,238565000.0,164074000.0,221656086.0,-0.291977,-63828000.0,188998000.0,427589000.0,1525663000.0,2070000.0,258005000.0,258005000.0,42794000.0,42794000.0,1816000.0,-63828000.0,-63828000.0,-65644000.0,,-63828000.0,-63828000.0,-65644000.0,-215211000.0,-215211000.0,334698000.0,-152192032.692336,1544763000.0,-19100000.0,7453465000.0,,128667000.0,-49164000.0,0.0,-69007000.0,5927802000.0,238591000.0,,42954000.0,4526967.307664,-3363000.0,0.048734,7472565000.0,,7453465000.0,92891000.0,92891000.0,4140000.0
