asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,Amortization,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendPaidCFO,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,EnterprisesValueEBITDARatio,FinancialAssets,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherIntangibleAssets,OtherInvestments,OtherNonCashItems,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,ShareIssued,ShortTermDebtIssuance,ShortTermDebtPayments,SpecialIncomeCharges,StockBasedCompensation,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,159000.0,-3495000.0,,,,,,,,,,,,,,,,,,-16874000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159000.0,,,,,,,,,,,,,,,-3495000.0,,,,,,-24329000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19594000.0,,,,,,,,4762000.0,,,,1363000.0,,,,,,-13509000.0,,,,,,,29133000.0,,-3495000.0,,,,,,,,,,,,,,,,,,,,,,,,,1799000.0,,,,,,,,
2020-12-31,12M,EUR,2360697000.0,600823000.0,-1605691000.0,78373000.0,5785000.0,,218464765.0,-1.09883,381790000.0,105549000.0,-309328000.0,86670000.0,862981000.0,1274642000.0,1274642000.0,1274487000.0,155000.0,900844000.0,-61336000.0,-581785000.0,103673000.0,63988000.0,-475460000.0,900844000.0,862981000.0,761468000.0,,,316185000.0,4727896000.0,6367162000.0,14490000.0,1677813000.0,1692303000.0,5557092000.0,14264000.0,-9203000.0,186588000.0,186588000.0,186588000.0,108215000.0,37107000.0,220299507.0,-1.09883,-240057000.0,,-179005000.0,7583000.0,-7992000.0,1274642000.0,3023415337.0,398.709658,8223000.0,26179000.0,1820255000.0,59822000.0,-852721000.0,-9461000.0,1666000.0,245843000.0,629043000.0,2991880000.0,1054506000.0,19763000.0,724000.0,74718000.0,74718000.0,21525000.0,21525000.0,-70419000.0,4880000.0,382457000.0,4491546000.0,-376018000.0,26179000.0,104769000.0,,,,5986801000.0,697511000.0,72180000.0,2052265000.0,2124445000.0,1450772000.0,-999000.0,104769000.0,58288000.0,1392566000.0,929768337.0,15100000.0,4463000.0,-520000.0,,2455436000.0,41029000.0,-240057000.0,-240057000.0,-244520000.0,,-240057000.0,-240057000.0,-244520000.0,-244520000.0,-76351000.0,-54944000.0,-2160000.0,1839620000.0,1449773000.0,-54944000.0,227000.0,-2166000.0,1386189000.0,-230243000.0,389847000.0,132425000.0,,77963000.0,50527000.0,59675000.0,54198000.0,-195005169.480102,-543393000.0,1235999000.0,-181493000.0,5782402000.0,218639873.0,383200000.0,26179000.0,54044000.0,28350000.0,72256000.0,76286000.0,249616000.0,480069000.0,3514514000.0,,-11653000.0,0.0,2627496000.0,,12000.0,499315000.0,-253723000.0,0.0,70506000.0,-520000.0,-76584000.0,-2707000.0,-232744000.0,322635000.0,4727896000.0,186588000.0,27995000.0,-4147181000.0,,,233000.0,547000.0,2501000.0,219225511.0,4536029000.0,-4146182000.0,-6507000.0,5325000.0,761468000.0,132425000.0,-1693169.480102,-9203000.0,0.036272,69863000.0,-36557000.0,8692052000.0,2813733000.0,3816748000.0,776568000.0,5963895000.0,7915484000.0,2324890000.0,2358392000.0,1751000.0,5782402000.0,17183000.0,-46615000.0,-46680000.0,585638.0,29092000.0,810070000.0,17371000.0
2021-12-31,12M,EUR,2490124000.0,935578000.0,-1744539000.0,77692000.0,0.0,22269000.0,218738147.0,0.099703,1274642000.0,136322000.0,-357802000.0,119108000.0,862981000.0,1236180000.0,1236180000.0,1235989000.0,191000.0,-50363000.0,20689000.0,704131000.0,33688000.0,-276876000.0,481632000.0,-50363000.0,862981000.0,818582000.0,,,251972000.0,5310717000.0,6223794000.0,17862000.0,1644861000.0,1662723000.0,6059844000.0,110526000.0,57886000.0,205308000.0,205308000.0,205312000.0,127620000.0,22212000.0,221451646.0,0.09854,21778000.0,,163241000.0,368553000.0,11901000.0,1236180000.0,4100337602.0,,7863000.0,4397000.0,-377509000.0,25597000.0,504563000.0,,9008000.0,272383000.0,687993000.0,3378680000.0,1488860000.0,20586000.0,588000.0,83540000.0,83540000.0,27326000.0,27326000.0,-74655000.0,16902000.0,438855000.0,4256359000.0,-535219000.0,26666000.0,122758000.0,70927000.0,25165000.0,,3126778000.0,849656000.0,101246000.0,1792916000.0,1894162000.0,235000.0,-4069000.0,122758000.0,86277000.0,1598402000.0,1023921602.0,15655000.0,-37000.0,220000.0,,2201597000.0,7478000.0,21778000.0,21778000.0,21815000.0,,21778000.0,21778000.0,21815000.0,21815000.0,-47448000.0,-56214000.0,-2839000.0,-356069000.0,-3834000.0,-56214000.0,-917000.0,-115978000.0,1634141000.0,-307961000.0,-352235000.0,130589000.0,46136000.0,109181000.0,70101000.0,63664000.0,403725000.0,48677680.0,862365000.0,1364549000.0,124311000.0,6799577000.0,218836962.0,415610000.0,,58389000.0,4901000.0,60264000.0,107785000.0,330749000.0,542328000.0,3066403000.0,,-18885000.0,0.0,2863571000.0,,19000.0,447596000.0,79701000.0,0.0,91017000.0,,-47986000.0,-2976000.0,-309816000.0,367271000.0,5310717000.0,205308000.0,36055000.0,-3482847000.0,,220000.0,538000.0,137000.0,1855000.0,219225511.0,3126543000.0,-3478778000.0,-11255000.0,6576000.0,818582000.0,130589000.0,-8464320.0,57886000.0,0.24,78596000.0,16089000.0,9081534000.0,2611498000.0,3556885000.0,834237000.0,6675266000.0,8247297000.0,2857740000.0,2187453000.0,,6799577000.0,42698000.0,-35172000.0,-35268000.0,388549.0,45987000.0,163950000.0,29456000.0
2022-12-31,12M,EUR,2693601000.0,769930000.0,-1849797000.0,82357000.0,703000.0,21637000.0,218926892.0,-1.41081,1236180000.0,164614000.0,-294876000.0,132454000.0,862981000.0,564576000.0,564576000.0,564378000.0,198000.0,-672254000.0,11709000.0,-462654000.0,204799000.0,165390000.0,-80756000.0,-672254000.0,862981000.0,585495000.0,,-1143000.0,197652000.0,6007932000.0,5916915000.0,18209000.0,1877591000.0,1895800000.0,6178147000.0,48278000.0,-6692000.0,230935000.0,230935000.0,231296000.0,148939000.0,30244000.0,221505619.0,-1.41081,-308870000.0,0.0,-227718000.0,3578000.0,650000.0,564576000.0,4316590960.0,,45113000.0,32406000.0,-389518000.0,15378000.0,-352600000.0,,-169000.0,123302000.0,508724000.0,3612514000.0,1341215000.0,62511000.0,23522000.0,102944000.0,102944000.0,62698000.0,62698000.0,-88091000.0,44941000.0,497610000.0,3665671000.0,-225012000.0,32406000.0,85538000.0,56534000.0,29004000.0,,3849244000.0,975101000.0,114245000.0,1202585000.0,1316830000.0,654219000.0,-40929000.0,85538000.0,406984000.0,1671837000.0,899005960.0,1408000.0,15083000.0,1749000.0,-1143000.0,2515600000.0,-1836000.0,-308870000.0,-308870000.0,-323953000.0,,-308870000.0,-308870000.0,-323953000.0,-323953000.0,-70597000.0,-45416000.0,8519000.0,-370670000.0,613290000.0,-45416000.0,4689000.0,-30307000.0,1762717000.0,-221381000.0,-983960000.0,76771000.0,48674000.0,182917000.0,82699000.0,53845000.0,35296000.0,-61973.664951,-57724000.0,1521647000.0,-180432000.0,7349147000.0,219079933.0,385422000.0,,41874000.0,6097000.0,72593000.0,138340000.0,312173000.0,603310000.0,3556522000.0,,-26522000.0,0.0,3042749000.0,,28000.0,366607000.0,-330662000.0,0.0,132391000.0,,-70781000.0,-999000.0,-224095000.0,458534000.0,6007932000.0,230935000.0,42867000.0,-4219914000.0,-1143000.0,1749000.0,184000.0,9518000.0,2714000.0,219225511.0,3195025000.0,-4178985000.0,-156482000.0,6727000.0,585495000.0,76771000.0,-3489973.664951,-6709000.0,0.02029,98456000.0,-141501000.0,8710423000.0,1788080000.0,3212630000.0,586903000.0,7529579000.0,8123520000.0,2793508000.0,1945373000.0,5170000.0,7349147000.0,36975000.0,-31718000.0,-172008000.0,145578.0,23698000.0,-261232000.0,19192000.0
2023-12-31,12M,EUR,2470774000.0,767020000.0,-1959291000.0,73710000.0,52496000.0,,218185922.0,-0.242912,564576000.0,171301000.0,-258330000.0,130517000.0,862981000.0,757273000.0,757273000.0,756668000.0,605000.0,200639000.0,56462000.0,591612000.0,-213437000.0,3459000.0,438096000.0,200639000.0,862981000.0,433120000.0,,-5700000.0,227458000.0,5963622000.0,5384736000.0,20705000.0,1209997000.0,1230702000.0,5894814000.0,99347000.0,-10840000.0,233798000.0,233798000.0,233791000.0,160081000.0,109690000.0,218185922.0,-0.242912,-52830000.0,-120000.0,165481000.0,399279000.0,-7942000.0,757273000.0,3757887659.0,,31809000.0,26158000.0,-329637000.0,18807000.0,378402000.0,,3409000.0,116133000.0,474440000.0,3767940000.0,1483945000.0,83976000.0,2169000.0,229432000.0,229432000.0,36561000.0,36561000.0,-203564000.0,29089000.0,494706000.0,3216390000.0,-106456000.0,26158000.0,33459000.0,,,,3735330000.0,1022364000.0,109812000.0,1573273000.0,1683085000.0,1096421000.0,-127861000.0,33459000.0,404717000.0,1719809000.0,942195659.0,1041000.0,281000.0,765000.0,-5700000.0,2025997000.0,11098000.0,-52830000.0,-52830000.0,-53111000.0,,-52830000.0,-52830000.0,-53111000.0,-53111000.0,-52421000.0,-192871000.0,3695000.0,-346112000.0,968560000.0,-192871000.0,47160000.0,2949000.0,1808649000.0,-200692000.0,-1314672000.0,-41320000.0,50490000.0,231390000.0,72321000.0,54346000.0,309171000.0,-127664263.545527,636732000.0,1513214000.0,-29269000.0,7447567000.0,218185922.0,358307000.0,,194050000.0,6422000.0,85683000.0,130291000.0,369872000.0,627008000.0,2820449000.0,,-49406000.0,0.0,2871934000.0,,49000.0,309114000.0,-63951000.0,0.0,135294000.0,,-55300000.0,-3708000.0,-203030000.0,462782000.0,5963622000.0,233798000.0,,-4081442000.0,-5700000.0,765000.0,2879000.0,7403000.0,2338000.0,219225510.0,2638909000.0,-3953581000.0,43941000.0,501000.0,433120000.0,-41320000.0,15273736.454473,-10840000.0,0.169505,99702000.0,-59614000.0,8710046000.0,2006393000.0,2913787000.0,434161000.0,7476836000.0,8275885000.0,3325307000.0,2381071000.0,,7447567000.0,31288000.0,90108000.0,90108000.0,1039588.0,13117000.0,-510078000.0,3296000.0
