symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,DividendPaidCFO,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InterestPaidCFO,InterestReceivedCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,ShortTermDebtIssuance,ShortTermDebtPayments,StockBasedCompensation,TaxesRefundPaid
FCT.MI,2019-12-31,12M,EUR,,,,,,,,,,159000.0,-3495000.0,,,,-16874000.0,,,,,,,,,,159000.0,,,,,-3495000.0,,,,,,,,,,,,,,1363000.0,,-13509000.0,,,,,-3495000.0,,,,,,,,
FCT.MI,2020-12-31,12M,EUR,381790000.0,-309328000.0,900844000.0,-61336000.0,-581785000.0,103673000.0,63988000.0,-475460000.0,900844000.0,,,-9203000.0,186588000.0,186588000.0,,-7992000.0,1274642000.0,1820255000.0,-852721000.0,-9461000.0,1666000.0,-70419000.0,4880000.0,-376018000.0,,5986801000.0,1450772000.0,-999000.0,-520000.0,,41029000.0,-240057000.0,-244520000.0,-76351000.0,-2160000.0,1839620000.0,1449773000.0,227000.0,-2166000.0,-230243000.0,389847000.0,-543393000.0,54044000.0,,70506000.0,-520000.0,-76584000.0,-2707000.0,-232744000.0,-4147181000.0,,,233000.0,547000.0,2501000.0,4536029000.0,-4146182000.0,5325000.0,-36557000.0
FCT.MI,2021-12-31,12M,EUR,1274642000.0,-357802000.0,-50363000.0,20689000.0,704131000.0,33688000.0,-276876000.0,481632000.0,-50363000.0,,,57886000.0,205308000.0,205308000.0,,11901000.0,1236180000.0,-377509000.0,504563000.0,,9008000.0,-74655000.0,16902000.0,-535219000.0,,3126778000.0,235000.0,-4069000.0,220000.0,,7478000.0,21778000.0,21815000.0,-47448000.0,-2839000.0,-356069000.0,-3834000.0,-917000.0,-115978000.0,-307961000.0,-352235000.0,862365000.0,58389000.0,,91017000.0,,-47986000.0,-2976000.0,-309816000.0,-3482847000.0,,220000.0,538000.0,137000.0,1855000.0,3126543000.0,-3478778000.0,6576000.0,16089000.0
FCT.MI,2022-06-30,TTM,EUR,799453000.0,-306117000.0,-100666000.0,-61155000.0,-284806000.0,272143000.0,201446000.0,127628000.0,-100666000.0,,,46786000.0,220392000.0,220392000.0,,9582000.0,698787000.0,157024000.0,9182000.0,,8072000.0,-72732000.0,26188000.0,-572989000.0,,4566679000.0,497782000.0,-29906000.0,,,5197000.0,-213830000.0,-218927000.0,-46450000.0,-823000.0,194182000.0,467876000.0,-13827000.0,-203919000.0,-257217000.0,-273694000.0,315299000.0,67257000.0,,109974000.0,,-46926000.0,-857000.0,-259191000.0,-4372497000.0,,,476000.0,,1974000.0,4068897000.0,-4342591000.0,6878000.0,-70667000.0
FCT.MI,2022-12-31,12M,EUR,1236180000.0,-294876000.0,-672254000.0,11709000.0,-462654000.0,204799000.0,165390000.0,-80756000.0,-672254000.0,,-1143000.0,-6692000.0,230935000.0,230935000.0,0.0,650000.0,564576000.0,-389518000.0,-352600000.0,,-169000.0,-88091000.0,44941000.0,-225012000.0,,3849244000.0,654219000.0,-40929000.0,1749000.0,-1143000.0,-1836000.0,-308870000.0,-323953000.0,-70597000.0,8519000.0,-370670000.0,613290000.0,4689000.0,-30307000.0,-221381000.0,-983960000.0,-57724000.0,41874000.0,,132391000.0,,-70781000.0,-999000.0,-224095000.0,-4219914000.0,-1143000.0,1749000.0,184000.0,9518000.0,2714000.0,3195025000.0,-4178985000.0,6727000.0,-141501000.0
FCT.MI,2023-12-31,12M,EUR,564576000.0,-258330000.0,200639000.0,56462000.0,591612000.0,-213437000.0,3459000.0,438096000.0,200639000.0,,-5700000.0,-10840000.0,233798000.0,233798000.0,-120000.0,-7942000.0,757273000.0,-329637000.0,378402000.0,,3409000.0,-203564000.0,29089000.0,-106456000.0,,3735330000.0,1096421000.0,-127861000.0,765000.0,-5700000.0,11098000.0,-52830000.0,-53111000.0,-52421000.0,3695000.0,-346112000.0,968560000.0,47160000.0,2949000.0,-200692000.0,-1314672000.0,636732000.0,194050000.0,,135294000.0,,-55300000.0,-3708000.0,-203030000.0,-4081442000.0,-5700000.0,765000.0,2879000.0,7403000.0,2338000.0,2638909000.0,-3953581000.0,501000.0,-59614000.0
FCT.MI,2024-03-31,TTM,EUR,483855000.0,-253472000.0,-19748000.0,76997000.0,959547000.0,-12215000.0,-288124000.0,736205000.0,-19748000.0,,,-3363000.0,219988000.0,238591000.0,,-3966000.0,464107000.0,-790105000.0,687141000.0,,3596000.0,-217377000.0,29537000.0,-170256000.0,,3176032000.0,,,-48522000.0,,5367000.0,-63828000.0,-65644000.0,-54021000.0,,-785700000.0,,23886000.0,-15828000.0,-194828000.0,-1754260000.0,940613000.0,216206000.0,,133219000.0,,-56623000.0,,-196849000.0,-3961732000.0,,,,,2021000.0,2079611000.0,-3833871000.0,272000.0,-51129000.0
