symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,DividendReceivedCFO,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,TaxesRefundPaid
AGP.MI,2020-12-31,12M,EUR,1000.0,-1000.0,-23000.0,116000.0,-2547000.0,687000.0,347000.0,1024000.0,-512000.0,115000.0,100000.0,0.0,192000.0,2000.0,2000.0,0.0,117000.0,74000.0,208000.0,-7000.0,-59000.0,-168000.0,100000.0,15000.0,15000.0,-33000.0,,100000.0,296000.0,342000.0,0.0,-166000.0,-25000.0,-18000.0,-1000.0,-1000.0,-1000.0,-7000.0,209000.0,1000.0,67000.0,14000.0,,0.0,-183000.0,-1000.0,-33000.0,0.0,0.0,17000.0,0.0,-192000.0
AGP.MI,2021-12-31,12M,EUR,116869.0,-64972.0,-791.0,-112942.0,-3115964.0,-179486.0,159238.0,93059.0,-3043944.0,-112942.0,50000.0,,573200.0,14419.0,14419.0,,3927.0,876611.0,-1239658.0,,-69838.0,185133.0,50000.0,72977.0,72977.0,0.0,0.0,50000.0,1187041.0,1186763.0,-58331.0,250105.0,826611.0,72977.0,,,-6641.0,753634.0,-1174686.0,,371352.0,25728.0,0.0,-58331.0,0.0,-6641.0,0.0,,,250105.0,,-207181.0
AGP.MI,2022-12-31,12M,EUR,3927.0,-774586.0,304428.0,1656688.0,-8164483.0,2586956.0,-231429.0,-3458795.0,-8963323.0,1656688.0,5590171.0,,1834314.0,62068.0,62068.0,,1660615.0,5249765.0,-3657555.0,,-56056.0,-710108.0,5590171.0,915000.0,915000.0,-1255406.0,-40200.0,5590171.0,4166918.0,4166917.0,-719355.0,104678.0,-340406.0,-340406.0,,,-55231.0,0.0,-2882969.0,,30179.0,162854.0,-40200.0,-719355.0,-20000.0,-55231.0,-1255406.0,,,124678.0,0.0,-54167.0
AGP.MI,2023-12-31,12M,EUR,1660615.0,-198569.0,-74780.0,-1158129.0,-13533834.0,-985455.0,2512342.0,3285645.0,-8796082.0,-1158130.0,1014645.0,,1911677.0,170729.0,170729.0,,502486.0,4228707.0,-3931424.0,,-217044.0,-1653982.0,1014645.0,,,,0.0,1014645.0,4919662.0,4919662.0,0.0,-1455733.0,3214063.0,1669988.0,-1.0,,-198249.0,1544075.0,-3732855.0,1.0,186759.0,-4314.0,0.0,0.0,-1544223.0,-198569.0,,,,88490.0,320.0,-1911677.0
AGP.MI,2023-12-31,TTM,EUR,1660615.0,-198569.0,-74780.0,-1158129.0,-13533834.0,-985455.0,2512342.0,3285645.0,-8796082.0,-1158130.0,1014645.0,,1911677.0,170729.0,170729.0,,502486.0,4228707.0,-3931424.0,,-217044.0,-1653982.0,1014645.0,,,,0.0,1014645.0,4919662.0,4919662.0,0.0,-1455733.0,3214063.0,1669988.0,-1.0,1000.0,-198249.0,1544075.0,-3732855.0,1.0,186759.0,-4314.0,0.0,0.0,-1544223.0,-198569.0,,,,88490.0,320.0,-1911677.0
