asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AmortizationCashFlow,AssetsHeldForSaleCurrent,BasicAverageShares,BasicEPS,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsReceivedCFI,EBIT,EBITDA,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentProperties,InvestmentinFinancialAssets,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetCommonStockIssuance,NetDebt,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInvestments,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,RepurchaseOfCapitalStock,RetainedEarnings,SaleOfIntangibles,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital,WriteOff
2022-12-31,3M,EUR,,,-507320000.0,19975000.0,-2057000.0,,0.0,,,27912000.0,,21074000.0,,,,0.0,110681000.0,,,,,,,,,,,28423000.0,,,8224000.0,74922000.0,83146000.0,,,5645000.0,,,,,,,93000.0,,,,,162653000.0,,,,,30611000.0,754457000.0,,,,,,,,,,333000.0,,,128288000.0,12850000.0,272535000.0,285385000.0,,,,,544852000.0,,,,,236775000.0,,,,,,,,,,,0.0,,,,,,,,,8985000.0,,,,,,,,,,,,,,,1018000.0,,425000.0,,,16976000.0,24982000.0,4914000.0,,,,948000.0,,0.0,,,,,98093000.0,,,,,,,,,-123000.0,,,,,,,,,,368531000.0,,,,,,,,4383000.0,4383000.0,,1181685.0,8015000.0,,-44000.0
2023-03-31,3M,EUR,113372000.0,35846000.0,,,,11828000.0,,49940344.0,0.065899,,-8629000.0,,49722000.0,122817000.0,128449000.0,-6000.0,,12135000.0,18127000.0,-430000.0,-13469000.0,-7230000.0,-3670000.0,12135000.0,49722000.0,174127000.0,-597000.0,,116975000.0,424206000.0,,,,231945000.0,1352000.0,11828000.0,11828000.0,11828000.0,11828000.0,49940344.0,0.065899,3291000.0,0.0,7924000.0,19752000.0,212201720.0,10049000.0,,1782000.0,-81000.0,15346000.0,36198000.0,,,52562000.0,3280000.0,3280000.0,114000.0,114000.0,-3166000.0,242684000.0,174127000.0,-8325000.0,,643000.0,15000000.0,,,,,15000000.0,-11903000.0,,1591000.0,,249701720.0,1000.0,0.0,-597000.0,,176000.0,3291000.0,3291000.0,3291000.0,3291000.0,3291000.0,3291000.0,3291000.0,-771000.0,-3166000.0,0.0,3097000.0,3097000.0,-3166000.0,7555000.0,,243959000.0,-7554000.0,137929000.0,,9855000.0,9064000.0,4975000.0,19752000.0,3291000.0,10411000.0,44639000.0,7923000.0,169537000.0,50037109.0,16060000.0,26757000.0,1000.0,20852000.0,1018000.0,3166000.0,428000.0,-1000.0,777000.0,,,,5632000.0,0.0,116613000.0,,4644000.0,,-150000.0,-771000.0,0.0,-7858000.0,,116975000.0,11828000.0,-11903000.0,-597000.0,3291000.0,0.0,304000.0,50037109.0,63000.0,174127000.0,137929000.0,0.0,1352000.0,0.291128,1167000.0,-2335000.0,716306000.0,174127000.0,,174128000.0,161614000.0,542178000.0,292101000.0,310233000.0,169537000.0,3241000.0,63000.0,63000.0,7899000.0,,,192261000.0,-63000.0
2023-06-30,3M,EUR,105035000.0,27150000.0,-513588000.0,19975000.0,-1495000.0,,,,,27148000.0,-10144000.0,20967000.0,49722000.0,111001000.0,117482000.0,-12021000.0,,-11816000.0,24719000.0,-4214000.0,-8336000.0,8696000.0,21533000.0,-11815000.0,49722000.0,149207000.0,-1000.0,38405000.0,106089000.0,379368000.0,8536000.0,84220000.0,92756000.0,225613000.0,706000.0,9196000.0,12459000.0,12459000.0,9196000.0,,,-7427000.0,,-3094000.0,9365000.0,150275693.0,-24065000.0,142814000.0,12171000.0,506000.0,15359000.0,36186000.0,28644000.0,757087000.0,40438000.0,3628000.0,3628000.0,224000.0,224000.0,-3404000.0,217910000.0,496375000.0,-10065000.0,327000.0,798000.0,20000000.0,127885000.0,12431000.0,262948000.0,275379000.0,20000000.0,-23918000.0,,1226000.0,545780000.0,187775693.0,1000.0,0.0,-1000.0,236167000.0,-1159000.0,-7427000.0,-7427000.0,-7427000.0,-7427000.0,-7427000.0,-7427000.0,-7427000.0,-1729000.0,-3404000.0,,-3918000.0,-3918000.0,-3404000.0,-8742000.0,,243499000.0,-8186000.0,113021000.0,,11326000.0,9232000.0,4866000.0,9996000.0,-6947440.0,22315000.0,44283000.0,-3845000.0,146527000.0,49940344.0,24000.0,1000.0,-1000.0,20827000.0,1018000.0,3404000.0,303000.0,7302000.0,839000.0,18671000.0,17869000.0,6834000.0,6481000.0,0.0,128470000.0,1510000.0,-6722000.0,0.0,-90000.0,-1729000.0,,-8415000.0,75096000.0,106089000.0,12459000.0,-23918000.0,-1000.0,105609000.0,,229000.0,51218794.0,-631000.0,149207000.0,113021000.0,-151440.0,706000.0,0.24,8458000.0,-3304000.0,672826000.0,412155000.0,368135000.0,149208000.0,150372000.0,523618000.0,293457000.0,298005000.0,146527000.0,4764000.0,-631000.0,-631000.0,,1278450.0,8612000.0,153755000.0,598000.0
2023-09-30,3M,EUR,84118000.0,27844000.0,,,,,0.0,49940344.0,-0.258949,,-7326000.0,,49722000.0,121696000.0,128744000.0,35000.0,,10695000.0,21516000.0,-448000.0,-20918000.0,-643000.0,-1948000.0,10695000.0,49722000.0,141131000.0,0.0,,98403000.0,370302000.0,,,,206706000.0,119000.0,14958000.0,11695000.0,11695000.0,11695000.0,49940344.0,-0.258949,-12932000.0,90000.0,-8411000.0,3284000.0,378000877.0,21602000.0,,-10880000.0,-731000.0,15753000.0,36006000.0,,,35312000.0,4402000.0,4402000.0,282000.0,282000.0,-3870000.0,196448000.0,141131000.0,-7353000.0,,788000.0,40000000.0,,,,,40000000.0,-15743000.0,,1187000.0,,127347877.0,1000.0,0.0,0.0,,285000.0,-12932000.0,-12932000.0,-12932000.0,-12932000.0,-12932000.0,-12932000.0,-12932000.0,-1339000.0,-4120000.0,-4000.0,24257000.0,24257000.0,-4120000.0,-2690000.0,0.0,242958000.0,-6100000.0,105125000.0,,12193000.0,9042000.0,4773000.0,3233000.0,-12970760.0,-3554000.0,43861000.0,-8549000.0,133715000.0,49940344.0,11528000.0,23668000.0,1000.0,20253000.0,1023000.0,4716000.0,2000.0,-2000.0,965000.0,,,4901000.0,7048000.0,0.0,85498000.0,,-12813000.0,,73000.0,-1339000.0,-4000.0,-5987000.0,,98403000.0,11695000.0,-15743000.0,0.0,-17068000.0,,-113000.0,49940344.0,51000.0,141131000.0,105125000.0,12240.0,119000.0,0.24,837000.0,-1821000.0,663271000.0,141131000.0,,141132000.0,142264000.0,522139000.0,292970000.0,315433000.0,133715000.0,1380000.0,51000.0,51000.0,6466000.0,,,163596000.0,-51000.0
2023-12-31,3M,EUR,116006000.0,26206000.0,-529738000.0,19975000.0,-595000.0,,0.0,49940344.0,-0.17583,26208000.0,-7678000.0,34696000.0,49722000.0,157662000.0,163365000.0,0.0,157662000.0,35966000.0,6953000.0,-2662000.0,31889000.0,2419000.0,40054000.0,35965000.0,49722000.0,125252000.0,1000.0,26928000.0,90786000.0,395327000.0,9005000.0,93537000.0,102542000.0,241232000.0,-2320000.0,6776000.0,13517000.0,13517000.0,6776000.0,49940344.0,-0.17583,-8781000.0,0.0,-6676000.0,6841000.0,422447782.0,3030000.0,120741000.0,32735000.0,2838000.0,15103000.0,34183000.0,26801000.0,781022000.0,31241000.0,4425000.0,4425000.0,401000.0,401000.0,-4871000.0,189468000.0,501838000.0,-7478000.0,321000.0,534000.0,25049000.0,129596000.0,25691000.0,283049000.0,308740000.0,25049000.0,-20462000.0,,1710000.0,571937000.0,171794782.0,1000.0,0.0,1000.0,218924000.0,-98000.0,-8781000.0,-8781000.0,-8781000.0,-8781000.0,-8781000.0,-8781000.0,-8781000.0,-768000.0,-4024000.0,0.0,4587000.0,4587000.0,-4024000.0,-1558000.0,,251284000.0,-6709000.0,91069000.0,5852000.0,18545000.0,13324000.0,5104000.0,9520000.0,-6661884.695073,40413000.0,36339000.0,-5098000.0,122027000.0,49940344.0,154000.0,,,19080000.0,1023000.0,3934000.0,-1000.0,1000.0,-92000.0,15036000.0,26353000.0,4538000.0,5703000.0,0.0,134772000.0,692000.0,-11101000.0,0.0,-898000.0,-781000.0,0.0,-6897000.0,68727000.0,90786000.0,13517000.0,-20462000.0,1000.0,83003000.0,,188000.0,51218794.0,-2679000.0,125252000.0,91069000.0,-559884.695073,-2320000.0,0.20899,10904000.0,-2177000.0,701216000.0,408301000.0,411282000.0,125253000.0,127125000.0,575963000.0,305889000.0,334731000.0,122027000.0,3730000.0,-2679000.0,-2679000.0,,1278450.0,8612000.0,154095000.0,2822000.0
2024-03-31,3M,EUR,107990000.0,30846000.0,,,,13405000.0,0.0,49940344.0,-0.062154,,-3878000.0,,49722000.0,146004000.0,152513000.0,,,-11658000.0,8859000.0,-1522000.0,-8016000.0,-4617000.0,-5394000.0,-11659000.0,49722000.0,125105000.0,0.0,,103170000.0,383085000.0,,1531000.0,1531000.0,227076000.0,-898000.0,,13405000.0,13405000.0,13405000.0,49940344.0,-0.062154,-3104000.0,0.0,1436000.0,14841000.0,399485943.0,-10614000.0,,-1087000.0,-86000.0,15437000.0,33396000.0,,,45969000.0,5438000.0,5438000.0,676000.0,676000.0,-5133000.0,180633000.0,129597000.0,-3836000.0,,583000.0,10000000.0,,,2961000.0,2961000.0,10000000.0,-17417000.0,1113000.0,1704000.0,,151568943.0,1000.0,0.0,0.0,,83000.0,-3104000.0,-3104000.0,-3104000.0,-3104000.0,-3104000.0,-3104000.0,-3104000.0,-524000.0,-4762000.0,-113000.0,-7417000.0,-7417000.0,-4762000.0,-3197000.0,-1000.0,245525000.0,-3198000.0,91709000.0,,20136000.0,14111000.0,5088000.0,14841000.0,-3104000.0,2791000.0,45125000.0,844000.0,149139000.0,49940344.0,17159000.0,20247000.0,,17959000.0,,4762000.0,,-1000.0,754000.0,,,,6509000.0,0.0,109358000.0,,-4002000.0,,-12000.0,-524000.0,-113000.0,-3354000.0,,103170000.0,13405000.0,-17417000.0,0.0,-3104000.0,0.0,156000.0,49940344.0,,125105000.0,91709000.0,0.0,-898000.0,0.224388,1934000.0,-832000.0,683838000.0,128066000.0,4492000.0,125106000.0,148295000.0,558732000.0,300753000.0,331656000.0,149139000.0,1368000.0,,,5363000.0,,,156009000.0,
