asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AssetsHeldForSaleCurrent,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsReceivedCFI,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentProperties,InvestmentinFinancialAssets,IssuanceOfCapitalStock,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInvestments,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfIntangibles,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,,428000.0,,,,,,,,,,-12273000.0,,,,,,,,,,-12273000.0,,0.0,,,,,,,,,,,,,,890000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-1000.0,,,,15384000.0,,,,,,,,,,,1000.0,,1000.0,-1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,69168000.0,22015000.0,-396992000.0,19975000.0,-2153000.0,3069000.0,,0.0,50991000.0,0.01,90400000.0,22548000.0,-27871000.0,28524000.0,49722000.0,208954000.0,209788000.0,,208954000.0,118554000.0,34187000.0,-7510000.0,-6920000.0,2599000.0,22356000.0,118553000.0,49722000.0,,126897000.0,,,26990000.0,290063000.0,396475000.0,8353000.0,67611000.0,75964000.0,169157000.0,-517000.0,43600000.0,43600000.0,43597000.0,40528000.0,1042000.0,50991000.0,0.01,595000.0,,7813000.0,51413000.0,208954000.0,494839150.0,84200000.0,99408000.0,35927000.0,-162000.0,13600000.0,37178000.0,24167000.0,626131000.0,156804000.0,0.0,7734000.0,7734000.0,352000.0,352000.0,-7631000.0,150630000.0,525853000.0,-29445000.0,356000.0,650000.0,,105000000.0,115010000.0,20171000.0,331345000.0,351516000.0,105000000.0,-12485000.0,1506000.0,439301000.0,248023150.0,1000.0,0.0,-2771000.0,,190002000.0,-1780000.0,595000.0,595000.0,595000.0,595000.0,595000.0,595000.0,595000.0,-5940000.0,-7382000.0,-5000.0,92515000.0,92515000.0,-7382000.0,-4774000.0,1000.0,229139000.0,-20730000.0,89719000.0,11848000.0,14563000.0,11761000.0,5969000.0,52382000.0,1331440.0,63798000.0,150152000.0,6652000.0,446867000.0,51138794.0,1000.0,373000.0,1000.0,-2000.0,23578000.0,,7630000.0,1337000.0,11849000.0,4688000.0,15752000.0,22282000.0,4487000.0,834000.0,374000.0,0.0,88789000.0,2740000.0,79000.0,0.0,632000.0,-2771000.0,-6020000.0,-5000.0,-21851000.0,51222000.0,290063000.0,43600000.0,2259000.0,-12485000.0,,,88382000.0,80000.0,1121000.0,51218794.0,-969000.0,126897000.0,89719000.0,-232560.0,-517000.0,0.24,6442000.0,-326000.0,679698000.0,458242000.0,427480000.0,126898000.0,440215000.0,552800000.0,283223000.0,383643000.0,5929000.0,446867000.0,3869000.0,-969000.0,-969000.0,80000.0,0.0,227318000.0,595000.0
2021-12-31,12M,EUR,126566000.0,31233000.0,-485249000.0,19975000.0,-1767000.0,3482000.0,,,51139000.0,0.21,208954000.0,28417000.0,-39609000.0,13393000.0,49722000.0,152656000.0,153516000.0,,152656000.0,-56298000.0,-26323000.0,8149000.0,57398000.0,-9092000.0,30132000.0,-56298000.0,49722000.0,0.0,152101000.0,,-2545000.0,45020000.0,390091000.0,375268000.0,13393000.0,56046000.0,69439000.0,223333000.0,3934000.0,44975000.0,44975000.0,41722000.0,38240000.0,468000.0,51139000.0,0.21,10670000.0,0.0,22154000.0,67129000.0,152656000.0,573166872.0,-105100000.0,100889000.0,49439000.0,-210000.0,14735000.0,38287000.0,32998000.0,725393000.0,184222000.0,2942000.0,7550000.0,7550000.0,315000.0,315000.0,-6636000.0,176791000.0,208147000.0,-40246000.0,344000.0,710000.0,,30000000.0,126870000.0,13427000.0,249526000.0,262953000.0,30000000.0,-123457000.0,1929000.0,507224000.0,389181872.0,1000.0,0.0,0.0,-2545000.0,152916000.0,243000.0,10670000.0,10670000.0,10670000.0,10670000.0,10670000.0,10670000.0,10670000.0,-4949000.0,-7235000.0,-1018000.0,-93457000.0,-93457000.0,-7235000.0,-9098000.0,,240144000.0,-34279000.0,113814000.0,,12269000.0,11158000.0,5910000.0,69449000.0,12365042.454122,89048000.0,159522000.0,24700000.0,574313000.0,42491013.0,,195000.0,-1000.0,21000.0,23552000.0,1018000.0,6636000.0,626000.0,10813000.0,3572000.0,18441000.0,17862000.0,5553000.0,860000.0,102000.0,0.0,149493000.0,1286000.0,14604000.0,0.0,254000.0,0.0,-4977000.0,-1018000.0,-34632000.0,75902000.0,390091000.0,44975000.0,2217000.0,-123457000.0,-2545000.0,-400000.0,99037000.0,28000.0,353000.0,42822774.0,-2919000.0,152101000.0,113814000.0,-624957.545878,3934000.0,0.269378,6694000.0,-237000.0,668666000.0,152101000.0,69439000.0,152102000.0,549613000.0,516564000.0,293398000.0,293231000.0,21482000.0,574313000.0,4486000.0,-2320000.0,-2320000.0,331761.0,2545000.0,151935000.0,-125000.0
2022-12-31,12M,EUR,126840000.0,28553000.0,-507320000.0,19975000.0,-2057000.0,6252000.0,6252000.0,0.0,51139000.0,0.57,152656000.0,27912000.0,-39027000.0,21074000.0,49722000.0,110682000.0,120646000.0,-6046000.0,110681000.0,-41974000.0,-83469000.0,-4169000.0,245000.0,2722000.0,-84671000.0,-41974000.0,49722000.0,-6046000.0,175401000.0,,-5470000.0,28423000.0,480599000.0,426449000.0,8224000.0,74922000.0,83146000.0,238779000.0,7717000.0,41599000.0,47851000.0,47851000.0,41599000.0,,51139000.0,0.57,29151000.0,183000.0,45236000.0,93087000.0,110682000.0,510213981.0,9778000.0,162653000.0,-52145000.0,-4689000.0,15647000.0,37243000.0,30611000.0,754457000.0,216506000.0,0.0,8368000.0,8368000.0,363000.0,363000.0,-8005000.0,260746000.0,522858000.0,-38634000.0,333000.0,831000.0,,94000000.0,128288000.0,12850000.0,272535000.0,285385000.0,94000000.0,-53244000.0,1975000.0,544852000.0,308041981.0,1000.0,0.0,-146000.0,-5470000.0,236775000.0,-2783000.0,29151000.0,29151000.0,29151000.0,29151000.0,29151000.0,29151000.0,29151000.0,-4031000.0,-8005000.0,-160000.0,40756000.0,40756000.0,-8005000.0,-19462000.0,,247137000.0,-34480000.0,138158000.0,8985000.0,11519000.0,9237000.0,5192000.0,88748000.0,25720214.793317,-13118000.0,178777000.0,37729000.0,697105000.0,50037109.0,,407000.0,,,21596000.0,1018000.0,7982000.0,425000.0,8985000.0,4051000.0,16976000.0,24982000.0,4914000.0,9964000.0,167000.0,0.0,149801000.0,948000.0,36868000.0,0.0,180000.0,-146000.0,-4163000.0,-160000.0,-34864000.0,98093000.0,480599000.0,47851000.0,2510000.0,-53244000.0,-5470000.0,,121649000.0,132000.0,384000.0,51218794.0,-167000.0,175401000.0,138158000.0,908214.793317,7717000.0,0.209314,10235000.0,-3840000.0,724955000.0,447936000.0,368531000.0,175402000.0,659376000.0,549553000.0,298506000.0,310774000.0,37561000.0,697105000.0,5985000.0,4339000.0,4339000.0,1181685.0,8015000.0,187670000.0,-42000.0
2023-12-31,12M,EUR,116006000.0,26206000.0,-529738000.0,19975000.0,-595000.0,6741000.0,6741000.0,0.0,51139000.0,-0.51,110682000.0,26208000.0,-33777000.0,34696000.0,49722000.0,157662000.0,163365000.0,-11992000.0,157662000.0,46980000.0,71315000.0,-7754000.0,-10834000.0,3242000.0,55969000.0,46980000.0,49722000.0,,125252000.0,,-597000.0,26928000.0,412255000.0,395327000.0,9005000.0,93537000.0,102542000.0,241232000.0,-143000.0,42758000.0,49499000.0,49499000.0,42758000.0,,51139000.0,-0.51,-25849000.0,90000.0,-9660000.0,39839000.0,157662000.0,422447782.0,10616000.0,120741000.0,35808000.0,2532000.0,15103000.0,34183000.0,26801000.0,781022000.0,159551000.0,137000.0,16332000.0,16332000.0,1022000.0,1022000.0,-15311000.0,189468000.0,501838000.0,-33221000.0,321000.0,534000.0,,100049000.0,129596000.0,25691000.0,283049000.0,308740000.0,100049000.0,-72026000.0,1710000.0,571937000.0,171794782.0,1000.0,0.0,0.0,-597000.0,218924000.0,-796000.0,-25849000.0,-25849000.0,-25849000.0,-25849000.0,-25849000.0,-25849000.0,-25849000.0,-4607000.0,-15310000.0,-155000.0,28023000.0,28023000.0,-15310000.0,-4818000.0,,251284000.0,-28549000.0,91069000.0,5852000.0,18545000.0,13324000.0,5104000.0,42405000.0,-23297117.343798,69585000.0,169155000.0,-9604000.0,571806000.0,49940344.0,,154000.0,,,19080000.0,1023000.0,15220000.0,-1000.0,1000.0,2522000.0,15036000.0,26353000.0,4538000.0,5703000.0,20000.0,0.0,134772000.0,692000.0,-25992000.0,0.0,-1002000.0,0.0,-4620000.0,-155000.0,-29157000.0,68727000.0,412255000.0,49499000.0,2661000.0,-72026000.0,-597000.0,-300000.0,83003000.0,13000.0,608000.0,51218794.0,-2566000.0,125252000.0,91069000.0,-14117.343798,-143000.0,0.005502,10904000.0,-9637000.0,701216000.0,408301000.0,411282000.0,125253000.0,581410000.0,575963000.0,305889000.0,334731000.0,-8859000.0,571806000.0,3730000.0,-2566000.0,-2566000.0,1278450.0,8612000.0,154095000.0,2709000.0
