symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,DeferredTax,Depreciation,DepreciationAndAmortization,DividendPaidCFO,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,ShortTermDebtPayments,TaxesRefundPaid
TCM.MI,2019-12-31,12M,EUR,343611.0,-205821.0,-713385.0,64.0,1286305.0,-78733.0,339196.0,296488.0,-886122.0,-329107.0,1286305.0,-713000.0,1300000.0,214881.0,52604.0,52604.0,-37000.0,1629916.0,985998.0,300307.0,,,-12665.0,-205821.0,1300000.0,100000.0,100000.0,-60205.0,1300000.0,571526.0,571526.0,-41242.0,0.0,399383.0,39795.0,-164579.0,359588.0,506128.0,21532.0,95847.0,-41242.0,0.0,-164579.0,-60205.0,0.0,0.0,0.0,,-71026.0
TCM.MI,2020-12-31,12M,EUR,1629916.0,-2733930.0,,39125.0,9317600.0,8604.0,274523.0,1105776.0,-2018107.0,-590079.0,9317600.0,,8500800.0,296445.0,901355.0,901355.0,,10947516.0,10742638.0,-1425038.0,,,-15835.0,-2733930.0,8500800.0,2900000.0,2900000.0,-108396.0,8500800.0,793130.0,793130.0,-2453752.0,-94504.0,2241838.0,2791604.0,-280178.0,-549766.0,1308892.0,34413.0,153915.0,-2453752.0,-94504.0,-280178.0,-108396.0,,,,,-191345.0
TCM.MI,2021-12-31,12M,EUR,10947516.0,-4075017.0,,250493.0,3558000.0,,654551.0,-534795.0,-3498634.0,-3128385.0,-3558000.0,,0.0,-275697.0,2863884.0,2863884.0,,7389516.0,2194259.0,-5252259.0,,0.0,-35469.0,-4575017.0,0.0,2500000.0,2500000.0,-350199.0,0.0,-429107.0,-429107.0,-3373555.0,-500000.0,2194259.0,2149801.0,-701462.0,44458.0,-1177242.0,35469.0,310264.0,-3373555.0,-500000.0,-701462.0,-350199.0,,,,,-377285.0
TCM.MI,2022-12-31,12M,EUR,7389516.0,-6553480.0,,-32543.0,135141.0,,-556951.0,1113343.0,1356419.0,1880268.0,135141.0,,6999600.0,117492.0,4693381.0,4693381.0,,7524657.0,7493185.0,-7358044.0,7099.0,7099.0,-56782.0,-6553480.0,6999600.0,1000000.0,1000000.0,-402869.0,6999600.0,-7792666.0,-7792666.0,-5529746.0,0.0,493585.0,597131.0,-1023734.0,-103546.0,-804564.0,56782.0,546604.0,-5529746.0,0.0,-1023734.0,-506415.0,,,,-103546.0,0.0
TCM.MI,2023-06-30,TTM,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10132666.0,,,,,,,,,,,,,,,,,,,
