asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsPayable,EBIT,EBITDA,EndCashPosition,EnterpriseValue,EnterprisesValueEBITDARatio,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,42000.0,,,,,,,,,,,,,,,,,,,,,,,,-501000.0,,,,,,,,,,,213000.0,171000.0,,,,0.0,,,,,,,,,,-6000.0,153000.0,,,,,,,,,,,,,,,,,,,,,,2000.0,,533000.0,,,,,,1818000.0,,,,,,,,,,,,,,,-1000.0,-1000.0,,,-120000.0,,,,,,,,,,,,,1000.0,,,,,,,-228000.0,,,,,,-6000.0,,,444000.0,,783000.0,-14000.0,-11000.0,-81000.0,,,655000.0,655000.0,,-501000.0,,,111000.0,133000.0,104000.0,153000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,1264326.0,2260253.0,,,,,,1785.0,8499000.0,0.0942,125572.0,-436148.0,1204785.0,200000.0,826907.0,1637278.0,826843.0,64.0,71430.0,701337.0,-63676.0,139205.0,-6361.0,576244.0,716842.0,701337.0,200000.0,1389050.0,,-539000.0,,6988989.0,4729427.0,427183.0,358890.0,786073.0,2831544.0,259574.0,646288.0,646288.0,305000.0,305000.0,8499000.0,0.0942,800609.0,,1114579.0,1760867.0,826907.0,,,-263818.0,79446.0,1786263.0,-5882.0,-5882.0,274000.0,0.0,31602.0,,2409001.0,2091985.0,54396.0,54396.0,2.0,2.0,-67801.0,79446.0,3589798.0,-1257256.0,1785.0,,1900000.0,777602.0,1841858.0,2619460.0,1900000.0,-1058509.0,,2449.0,,,3000.0,0.0,,-556349.0,1373841.0,800609.0,800609.0,800609.0,304000.0,800609.0,800609.0,800609.0,800609.0,-20554.0,-67801.0,-821108.0,841491.0,841491.0,-67801.0,-471249.0,-186000.0,2409001.0,-415594.0,-471000.0,1357448.0,,0.0,401463.0,55786.0,1900458.0,906022.698313,2222411.0,824409.0,1267576.0,9080974.0,8499000.0,-2.0,7000.0,-332000.0,,31602.0,188281.0,,2.0,356712.0,379258.0,2409001.0,519057.0,810371.0,,0.0,1954971.0,,1060183.0,,-21000.0,-635000.0,-86000.0,6988989.0,646288.0,911000.0,911000.0,-1058509.0,-539000.0,128585.0,800609.0,0.0,0.0,38000.0,274000.0,8499000.0,-139591.0,1389050.0,1357448.0,-34177.301687,259574.0,0.244839,233393.0,-301633.0,7243968.0,3230908.0,3405533.0,1389050.0,7813398.0,5854918.0,2514541.0,3023374.0,1127984.0,13407.0,9080974.0,311387.0,-139591.0,-139591.0,,,1897883.0,11006.0
2021-12-31,12M,EUR,6201472.0,4271657.0,-2715870.0,,-34713.0,,,1785.0,8499000.0,0.09454,826907.0,-4119460.0,3923582.0,282467.0,4129388.0,4410313.0,4129388.0,0.0,27431.0,2710564.0,-34918.0,-154759.0,356896.0,-363316.0,-168666.0,2696906.0,282467.0,4657311.0,,,0.0,11491012.0,10315034.0,772289.0,1440015.0,2212304.0,9702308.0,220102.0,1048587.0,1048587.0,,,8499000.0,0.09454,803498.0,,1004886.0,2053473.0,4129388.0,24423095.0,11.893555,5968348.0,114364.0,-2538985.0,-14504.0,-14504.0,,2568174.0,3444768.0,4306370.0,8084988.0,2158204.0,70087.0,70087.0,1.0,1.0,-81120.0,114364.0,7924760.0,-4851917.0,1785.0,,1026292.0,3151293.0,1827434.0,4978727.0,1026292.0,-235330.0,,2449.0,309690.0,20440095.0,-435094.0,88801.0,,2458587.0,,803498.0,803498.0,714697.0,,803498.0,803498.0,714695.0,714697.0,-1001012.0,-81119.0,-732458.0,790962.0,790962.0,-81119.0,1.0,1.0,5369118.0,-3118448.0,,1212543.0,14968.0,0.0,437902.0,58714.0,2218651.0,929784.208122,1580475.0,977109.0,1181095.0,13649216.0,8499000.0,605575.0,72762.0,-1.0,,876594.0,231475.0,,-1.0,402171.0,560505.0,6802921.0,231488.0,280925.0,7290.0,0.0,7269034.0,,934799.0,972377.0,,,,11491012.0,1048587.0,,,-235330.0,,149175.0,803498.0,,,,,8499000.0,-165178.0,4657311.0,1212543.0,-38891.791878,220102.0,0.235454,1214450.0,-255827.0,19343602.0,6484745.0,7191031.0,4222217.0,12468121.0,15121385.0,9028568.0,5419077.0,1015918.0,11033.0,13649216.0,507057.0,-165178.0,-165178.0,,,612726.0,16003.0
2022-12-31,12M,EUR,5202137.0,4712556.0,-4042757.0,3263224.0,-34405.0,,198642.0,1785.0,8488000.0,0.103108,4129387.0,-2123668.0,3042967.0,282467.0,2336371.0,2610519.0,2336371.0,0.0,561680.0,-1793017.0,-36988.0,792289.0,-1560646.0,59200.0,-184464.0,-1793017.0,282467.0,5209809.0,1245168.0,-18462.0,307721.0,20431394.0,8721563.0,766759.0,0.0,766759.0,7672203.0,351534.0,1297644.0,1496286.0,,,8488000.0,0.103108,875179.0,,1247776.0,2744062.0,2336371.0,19534845.0,,-131522.0,151352.0,263016.0,-3186.0,-3186.0,,2737980.0,4074304.0,4746961.0,9533139.0,2278413.0,21385.0,21385.0,2.0,2.0,-29640.0,151352.0,7916945.0,-4048179.0,1785.0,1245168.0,1113578.0,2276208.0,2707136.0,4983344.0,1113578.0,-1591191.0,,2449.0,324709.0,14856252.0,39911.0,322.0,0.0,1226706.0,370765.0,875179.0,875179.0,874857.0,,875179.0,875179.0,875179.0,874857.0,-1250098.0,-83273.0,-1924512.0,-477613.0,-477613.0,-83273.0,,1.0,5490382.0,-873570.0,,1135505.0,12944.0,20554.0,546834.0,58716.0,2885986.0,976421.756077,2386684.0,826825.0,1451588.0,22709807.0,8488000.0,1.0,205007.0,1162708.0,67652.0,1336324.0,218873.0,58716.0,,138120.0,380057.0,7920484.0,317700.0,274148.0,2064.0,0.0,6122793.0,,1226391.0,980225.0,,,,20431394.0,1496286.0,,,-1591191.0,-18462.0,135600.0,318022.0,,,,,8499000.0,-141924.0,5209809.0,1135505.0,-40681.243923,351534.0,0.286641,724429.0,-272440.0,18475104.0,7916945.0,5750103.0,5249720.0,21258219.0,13225384.0,9753541.0,5553181.0,1309664.0,61890.0,22709807.0,540599.0,-141924.0,-141924.0,11000.0,18461.0,1049360.0,4260.0
2023-12-31,12M,EUR,5003838.0,5146064.0,-5790283.0,3263224.0,-34568.0,,225442.0,3073.0,8347000.0,0.13892,2336371.0,-2484846.0,3333513.0,282467.0,2032449.0,2328203.0,2005760.0,26689.0,-175852.0,-303922.0,-120504.0,1041654.0,-658113.0,-280624.0,-193439.0,-303922.0,282467.0,5928081.0,0.0,-252634.0,27040.0,23760558.0,9564741.0,917263.0,927964.0,1845227.0,9669391.0,380206.0,1490400.0,1715842.0,,,8347000.0,0.13892,1159566.0,,1636345.0,3352187.0,2032449.0,22494527.0,,-79311.0,648909.0,152519.0,-13777.0,,,3444307.0,4809869.0,5180632.0,11981453.0,3150855.0,77616.0,77616.0,133.0,133.0,-131559.0,648909.0,8652203.0,-2861976.0,3073.0,0.0,1195748.0,2416250.0,1796158.0,4212408.0,1195748.0,-1312971.0,,2449.0,363398.0,18699520.0,83386.0,-18957.0,-453049.0,-252634.0,691673.0,1159566.0,1159566.0,1178523.0,,1159566.0,1159566.0,1178523.0,1178523.0,-448081.0,-154114.0,75919.0,-117223.0,-117223.0,-154114.0,,,6191170.0,-2036765.0,,1118212.0,2842.0,0.0,848094.0,58716.0,3525787.0,1290821.396416,2637365.0,1264412.0,1886443.0,26911413.0,8347000.0,,160984.0,,28742.0,1365562.0,142928.0,,66250.0,260795.0,1214969.0,10426065.0,338161.0,295754.0,413.0,0.0,7090081.0,,1558729.0,1164950.0,,,,23760558.0,1715842.0,,,-1312971.0,-252634.0,173187.0,510949.0,,,,,8499000.0,-173600.0,5928081.0,1118212.0,-42344.603584,380206.0,0.243921,942420.0,-243047.0,20810059.0,7724239.0,6057635.0,6011467.0,25024970.0,14798592.0,11245318.0,5129201.0,1712843.0,76631.0,26911413.0,871274.0,-173600.0,-173600.0,152000.0,271095.0,-104650.0,0.0
