symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInPrepaidAssets,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfInvestment,SaleOfPPE,TaxesRefundPaid
TALEA.MI,2019-12-31,12M,EUR,,,,-3542.0,,,,,-219460.0,,,,10005000.0,,,,,,,,,0.0,,,10005000.0,,,,,10005000.0,,,-3905414.0,,,,,,,257654.0,,,,89195.0,,,-3905414.0,-2721313.0,,,,,,
TALEA.MI,2020-12-31,12M,EUR,,3503685.0,-1706493.0,33470.0,5718944.0,-3831108.0,-56808.0,7623959.0,,189220.0,3925263.0,5718945.0,229005.0,,8738.0,1381449.0,1381449.0,9222629.0,5468324.0,2613051.0,13033.0,6228.0,-252950.0,-4068923.0,229005.0,8659222.0,8659222.0,-2223028.0,-1151532.0,229005.0,-994178.0,-994178.0,-733162.0,-1210898.0,6436194.0,6436194.0,1.0,1.0,-1706493.0,-318346.0,4319544.0,-1.0,207099.0,,144105.0,-1151532.0,-733162.0,-4187202.0,-1706493.0,-2223028.0,,1640846.0,,-55359.0
TALEA.MI,2021-12-31,12M,EUR,,9222629.0,-1123142.0,,1206996.0,-2018149.0,-558503.0,3083606.0,,-2362641.0,-1855687.0,1206996.0,,-57200.0,135663.0,1696779.0,1696779.0,10429624.0,7537415.0,-1062692.0,,,-190720.0,-6390869.0,,12408054.0,12408054.0,-3986969.0,-6857840.0,-57200.0,-89709.0,-89709.0,,1590114.0,8421085.0,8421085.0,,-1.0,-1123142.0,,60450.0,-1.0,261489.0,,246075.0,-6857840.0,,,-1123142.0,-3986969.0,-57200.0,,,-99280.0
TALEA.MI,2022-12-31,12M,EUR,599698.0,10429624.0,-4116072.0,,-3524430.0,-11088195.0,-127246.0,14494157.0,,-6203510.0,-2924794.0,-3524430.0,,,86567.0,2182671.0,2182671.0,6905195.0,2364924.0,-5497887.0,,,-662669.0,-4507539.0,,11676500.0,11676500.0,-8199477.0,,,-948876.0,-948876.0,,-391467.0,3477023.0,3477023.0,,,-4116072.0,,-1381815.0,1.0,803634.0,,267346.0,,,-391467.0,-4116072.0,-8199477.0,,,,-58354.0
TALEA.MI,2023-12-31,12M,EUR,,6905195.0,-9377511.0,,-3654230.0,-4547920.0,2328098.0,5368677.0,,-1806904.0,1341951.0,-3654230.0,,-100003.0,-1899385.0,3831535.0,3831535.0,3250965.0,10168475.0,-13532389.0,,,-1796292.0,-9667827.0,,20116460.0,20116460.0,-8670691.0,-220000.0,-100003.0,-7511775.0,-7511775.0,,-116406.0,11445769.0,11445769.0,,40000.0,-9371421.0,,-4154878.0,,1669498.0,,392151.0,,,-116406.0,-9377511.0,-8670691.0,-100003.0,,6090.0,-38902.0
TALEA.MI,2023-12-31,TTM,EUR,,6905195.0,-9377511.0,,-3654230.0,-4547920.0,2328098.0,5368677.0,,-1806904.0,1341951.0,-3654230.0,,-100003.0,-1899385.0,3831535.0,3831535.0,3250965.0,10168475.0,-13532389.0,,,-1796292.0,-9667827.0,,20116460.0,20116460.0,-8670691.0,-220000.0,-100003.0,-7511775.0,-7511775.0,,-116406.0,11445769.0,11445769.0,,40000.0,-9371421.0,,-4154878.0,,1669498.0,,392151.0,,,-116406.0,-9377511.0,-8670691.0,-100003.0,,6090.0,-38902.0
