asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInPrepaidAssets,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FixedAssetsRevaluationReserve,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,MachineryFurnitureEquipment,MarketCap,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfInvestment,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,9338000.0,,813381.0,,,5734000.0,-0.01111,,,,,,,,,-3542.0,,,,,-219460.0,,,,,,10005000.0,,,,,,,,,,,,,,,,5734000.0,-0.01111,,,,,,,10355435.0,0.0,,,0.0,,,,,,,3232487.0,,,,,,,,,,,10005000.0,,,,,,,,,,,10005000.0,,,,,,,,,-3905414.0,,,,,,,,,,257654.0,,,,,,,,,,,,,,,,,-1.0,165851.0,208485.0,,1184983.0,,,,89195.0,254731.0,,,,,-3905414.0,-2721313.0,,,,327448.0,327448.0,,,89195.0,,,,,,,-89195.0,,,,,,,,,,,,,,,,,,,,,,,20077.0
2020-12-31,12M,EUR,19901353.0,2749393.0,9338000.0,,0.0,,51546.0,5734000.0,-0.173383,3503685.0,-1706493.0,6381421.0,2867000.0,9222629.0,14230752.0,9201852.0,20777.0,33470.0,5718944.0,-3831108.0,-56808.0,7623959.0,,189220.0,3925263.0,5718945.0,2867000.0,8595077.0,229005.0,,,43774279.0,33746271.0,770255.0,3005786.0,3776041.0,697070.0,24245486.0,8738.0,1381449.0,1381449.0,0.0,0.0,13033.0,5734000.0,-0.173383,-994178.0,-732014.0,649435.0,9222629.0,83265288.0,5468324.0,14189316.0,135000.0,2613051.0,13033.0,6228.0,4619918.0,257272.0,3214654.0,,10107250.0,20315343.0,5008123.0,253426.0,253426.0,27422.0,27422.0,-252950.0,14189316.0,19716431.0,-4068923.0,51546.0,1285000.0,229005.0,8659222.0,5611166.0,8115568.0,13726734.0,8659222.0,-2223028.0,1285000.0,1360290.0,85436600.0,-1151532.0,229005.0,1898725.0,-994178.0,-994178.0,-994178.0,-994178.0,-994178.0,-994178.0,-994178.0,-733162.0,-227639.0,-1210898.0,6436194.0,6436194.0,-227639.0,1.0,1.0,10107250.0,-1706493.0,-318346.0,5380423.0,69859.0,458516.0,637891.0,-1002951.44,4319544.0,21084688.0,-769345.0,64089621.0,5734000.0,-1.0,421386.0,369771.0,2957382.0,207099.0,,1.0,266433.0,265072.0,7847679.0,992111.0,5008123.0,0.0,20094591.0,,134160.0,-985440.0,899281.0,144105.0,-1151532.0,-733162.0,-4187202.0,-1706493.0,43774279.0,1381449.0,1009786.0,1009786.0,-2223028.0,,,-994178.0,1640846.0,,16501820.0,21121738.0,5734000.0,-8996.0,8595077.0,5380423.0,2770.56,8738.0,0.24,1458354.0,-55359.0,47119721.0,16710645.0,17502775.0,8595077.0,64858967.0,38524644.0,13373450.0,14279158.0,,1635.0,64089621.0,193238.0,11544.0,11544.0,9500785.0,8996.0
2021-12-31,12M,EUR,30082144.0,5867923.0,,,,,40703.0,6846270.0,-0.013103,9222629.0,-1123142.0,6214734.0,3423135.0,10429624.0,13821329.0,10355459.0,74165.0,,1206996.0,-2018149.0,-558503.0,3083606.0,,-2362641.0,-1855687.0,1206996.0,3423135.0,40244157.0,,-57200.0,162000.0,54728317.0,41215911.0,829793.0,7725808.0,8555601.0,907371.0,41270443.0,135663.0,1696779.0,1696779.0,1326000.0,1326000.0,,6846270.0,-0.013103,-89709.0,395416.0,2092195.0,10429624.0,216941469.0,7537415.0,18218998.0,,-1062692.0,,,4220718.0,37770889.0,53506751.0,,10277819.0,27752842.0,3391705.0,349462.0,349462.0,15052.0,15052.0,-190720.0,18218998.0,61843490.0,-6390869.0,40703.0,,,12408054.0,5384941.0,13873525.0,19258466.0,12408054.0,-3986969.0,,1340136.0,221134521.0,-6857840.0,-57200.0,11169709.0,-89709.0,-89709.0,-89709.0,-89709.0,-89709.0,-89709.0,-89709.0,,-274466.0,1590114.0,8421085.0,8421085.0,-274466.0,,-1.0,10277819.0,-1123142.0,,-13262594.0,3726816.0,1497510.0,2137417.0,-55340.28,60450.0,27073715.0,679127.0,82481158.0,6846270.0,-1.0,1635097.0,1740060.0,15735862.0,261489.0,1044172.0,-2.0,31200.0,,7893026.0,,3391705.0,0.0,30971231.0,,,45954.0,882657.0,246075.0,-6857840.0,,,-1123142.0,54728317.0,1696779.0,,,-3986969.0,-57200.0,,-89709.0,,,15926000.0,20146718.0,6846270.0,-58229.0,40244157.0,-13262594.0,-10853.28,135663.0,0.24,765193.0,-99280.0,106085356.0,54117682.0,27814067.0,40244157.0,81802032.0,65841199.0,64869445.0,24570756.0,307443.0,-59944.0,82481158.0,889087.0,-45222.0,-45222.0,-54532.0,58229.0
2022-12-31,12M,EUR,44820543.0,9525202.0,,,,599698.0,239904.0,6846270.0,-0.138598,10429624.0,-4116072.0,7005376.0,3423135.0,6905195.0,10594512.0,6849600.0,55595.0,,-3524430.0,-11088195.0,-127246.0,14494157.0,,-6203510.0,-2924794.0,-3524430.0,3423135.0,39595478.0,,,1309779.0,77949979.0,54677844.0,1062530.0,12469952.0,13532482.0,1212225.0,60913464.0,86567.0,2182671.0,2182671.0,1797000.0,1797000.0,,6846270.0,-0.138598,-948876.0,-162946.0,2019725.0,6905195.0,94911026.0,2364924.0,29307193.0,,-5497887.0,,,5821501.0,37770889.0,54963696.0,,12672373.0,38357549.0,,699363.0,699363.0,4746.0,4746.0,-662669.0,29307193.0,64639339.0,-4507539.0,239904.0,,,11676500.0,5942846.0,12573909.0,18516755.0,11676500.0,-8199477.0,,1307492.0,75308970.0,,,18138666.0,-948876.0,-948876.0,-948876.0,-948876.0,-948876.0,-948876.0,-948876.0,,-722747.0,-391467.0,3477023.0,3477023.0,-722747.0,,,12672373.0,-4116072.0,,-15368218.0,3773284.0,1414136.0,2145875.0,-853002.0,-1381815.0,37537032.0,820517.0,116307529.0,6846270.0,1.0,729188.0,1753551.0,17192807.0,803634.0,1841164.0,,,,8927791.0,,3689317.0,0.0,45618860.0,,,-862309.0,1127311.0,267346.0,,,-391467.0,-4116072.0,77949979.0,2182671.0,,,-8199477.0,,,-948876.0,,,22236000.0,28057501.0,6846270.0,-126150.0,39595478.0,-15368218.0,-30276.0,86567.0,0.24,3309524.0,-58354.0,124394981.0,52169387.0,32049237.0,39595478.0,115487011.0,84799503.0,69717137.0,23886039.0,-58674.0,28130.0,116307529.0,798317.0,-126150.0,-126150.0,-6235620.0,126150.0
2023-12-31,12M,EUR,49457422.0,7971548.0,,-153093.0,,,263846.0,,,6905195.0,-9377511.0,10130490.0,3423135.0,3250965.0,7119783.0,3137437.0,113528.0,,-3654230.0,-4547920.0,2328098.0,5368677.0,,-1806904.0,1341951.0,-3654230.0,3423135.0,31052250.0,,-100003.0,0.0,95548447.0,59786517.0,1418160.0,21125735.0,22543895.0,2958914.0,79580099.0,-1899385.0,3831535.0,3831535.0,3425000.0,3425000.0,,,,-7511775.0,-7547691.0,-3716156.0,3250965.0,93956147.0,10168475.0,,,-13532389.0,,,6524566.0,37770889.0,62274673.0,8124641.0,20272183.0,35935338.0,,1863469.0,1863469.0,11099.0,11099.0,-1796292.0,33855113.0,66932317.0,-9667827.0,263846.0,,,20116460.0,8712330.0,14754332.0,23466662.0,20116460.0,-8670691.0,,4847012.0,59836399.0,-220000.0,-100003.0,32629102.0,-7511775.0,-7511775.0,-7511775.0,-7511775.0,-7511775.0,-7511775.0,-7511775.0,,-1796292.0,-116406.0,11445769.0,11445769.0,-1796292.0,,40000.0,20272183.0,-9371421.0,,-31222423.0,3590275.0,1730171.0,-3842950.0,-7612979.102295,-4154878.0,37064119.0,-1128781.0,131483784.0,6846270.0,,1211078.0,2954492.0,24503784.0,1669498.0,1505533.0,,,,12430411.0,,3868818.0,0.0,50987535.0,,,-9411160.0,2994760.0,392151.0,,,-116406.0,-9377511.0,95548447.0,3831535.0,,,-8670691.0,-100003.0,,-7511775.0,,6090.0,24058000.0,30582566.0,6846270.0,,31052250.0,-31222423.0,25589.897705,-1899385.0,0.201823,6670081.0,-38902.0,144102752.0,45806582.0,46010557.0,31052250.0,132612566.0,113050502.0,84316235.0,33470403.0,-7741662.0,-56078.0,131483784.0,1530113.0,126794.0,126794.0,-19793582.0,
