symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DerivativeProductLiabilities,FinishedGoods,FixedAssetsRevaluationReserve,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsinSubsidiariesatCost,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,MachineryFurnitureEquipment,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkingCapital
TALEA.MI,2019-12-31,12M,EUR,,,9338000.0,,,,,,,,,,,,,,,,,,,10355435.0,0.0,,,,,3232487.0,,,,,,,,,,,,,,,,,,,,-1.0,208485.0,,1184983.0,,,254731.0,,,,,,,,,,,,,,,
TALEA.MI,2020-12-31,12M,EUR,19901353.0,2749393.0,9338000.0,,51546.0,6381421.0,2867000.0,9222629.0,14230752.0,9201852.0,20777.0,2867000.0,8595077.0,,33746271.0,770255.0,3005786.0,3776041.0,697070.0,24245486.0,13033.0,14189316.0,135000.0,257272.0,3214654.0,,10107250.0,5008123.0,14189316.0,19716431.0,51546.0,1285000.0,5611166.0,8115568.0,13726734.0,1285000.0,1360290.0,1898725.0,10107250.0,5380423.0,69859.0,458516.0,5734000.0,421386.0,369771.0,2957382.0,,1.0,265072.0,7847679.0,992111.0,5008123.0,20094591.0,134160.0,899281.0,-994178.0,5734000.0,8595077.0,5380423.0,1458354.0,47119721.0,16710645.0,17502775.0,8595077.0,38524644.0,13373450.0,14279158.0,193238.0,9500785.0
TALEA.MI,2021-12-31,12M,EUR,30082144.0,5867923.0,,,40703.0,6214734.0,3423135.0,10429624.0,13821329.0,10355459.0,74165.0,3423135.0,40244157.0,162000.0,41215911.0,829793.0,7725808.0,8555601.0,907371.0,41270443.0,,18218998.0,,37770889.0,53506751.0,,10277819.0,3391705.0,18218998.0,61843490.0,40703.0,,5384941.0,13873525.0,19258466.0,,1340136.0,11169709.0,10277819.0,-13262594.0,3726816.0,1497510.0,6846270.0,1635097.0,1740060.0,15735862.0,1044172.0,-2.0,,7893026.0,,3391705.0,30971231.0,,882657.0,-89709.0,6846270.0,40244157.0,-13262594.0,765193.0,106085356.0,54117682.0,27814067.0,40244157.0,65841199.0,64869445.0,24570756.0,889087.0,-54532.0
TALEA.MI,2022-12-31,12M,EUR,44820543.0,9525202.0,,,239904.0,7005376.0,3423135.0,6905195.0,10594512.0,6849600.0,55595.0,3423135.0,39595478.0,1309779.0,54677844.0,1062530.0,12469952.0,13532482.0,1212225.0,60913464.0,,29307193.0,,37770889.0,54963696.0,,12672373.0,,29307193.0,64639339.0,239904.0,,5942846.0,12573909.0,18516755.0,,1307492.0,18138666.0,12672373.0,-15368218.0,3773284.0,1414136.0,6846270.0,729188.0,1753551.0,17192807.0,1841164.0,,,8927791.0,,3689317.0,45618860.0,,1127311.0,-948876.0,6846270.0,39595478.0,-15368218.0,3309524.0,124394981.0,52169387.0,32049237.0,39595478.0,84799503.0,69717137.0,23886039.0,798317.0,-6235620.0
TALEA.MI,2023-12-31,12M,EUR,49457422.0,7971548.0,,-153093.0,263846.0,10130490.0,3423135.0,3250965.0,7119783.0,3137437.0,113528.0,3423135.0,31052250.0,0.0,59786517.0,1418160.0,21125735.0,22543895.0,2958914.0,79580099.0,,,,37770889.0,62274673.0,8124641.0,20272183.0,,33855113.0,66932317.0,263846.0,,8712330.0,14754332.0,23466662.0,,4847012.0,32629102.0,20272183.0,-31222423.0,3590275.0,1730171.0,6846270.0,1211078.0,2954492.0,24503784.0,1505533.0,,,12430411.0,,3868818.0,50987535.0,,2994760.0,-7511775.0,6846270.0,31052250.0,-31222423.0,6670081.0,144102752.0,45806582.0,46010557.0,31052250.0,113050502.0,84316235.0,33470403.0,1530113.0,-19793582.0
