,Performance 1 mese,Performance 6 mesi,Performance 1 anno,Codice Isin,Codice Alfanumerico,Super Sector
1,"-5,70%","+0,47%","+10,26%",IT0004240443,PQ,Prodotto E Servizi Per Consumatori
