symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,DeferredTax,Depreciation,DepreciationAndAmortization,DividendReceivedCFO,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,RepaymentOfDebt,TaxesRefundPaid
TD.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436181.0,-52210.0,,,,-1000.0,,,,
TD.MI,2020-12-31,12M,EUR,83246.0,-2467909.0,356349.0,442131.0,-814902.0,-608763.0,492647.0,-139208.0,-713878.0,442131.0,2701770.0,-171125.0,901212.0,901212.0,0.0,525377.0,2884295.0,-2479721.0,-203483.0,-2430352.0,2701770.0,1130000.0,1130000.0,-75622.0,2701770.0,-238039.0,-238039.0,-2356532.0,37557.0,182525.0,1054378.0,1130000.0,37557.0,-111377.0,-871853.0,-11812.0,,203483.0,82646.0,-75622.0,171959.0
TD.MI,2021-12-31,12M,EUR,525377.0,-1851965.0,91239.0,1103563.0,-368476.0,-345766.0,-488814.0,-137891.0,-1249709.0,1103563.0,12793.0,-386459.0,1374661.0,1374661.0,0.0,1628940.0,3646371.0,-2542808.0,-355361.0,-1851965.0,12793.0,3841324.0,3841324.0,-178121.0,12793.0,-961418.0,-961418.0,-1572857.0,0.0,3633578.0,3663203.0,3841324.0,,-279108.0,-29625.0,-690843.0,,355361.0,148207.0,-178121.0,386459.0
TD.MI,2022-12-31,12M,EUR,1628940.0,-4358334.0,250304.0,-1003946.0,-25696.0,-1063139.0,518367.0,-221120.0,-541284.0,-1003947.0,2250382.0,-674443.0,1907845.0,1907845.0,,624994.0,2834756.0,-3838703.0,-804456.0,-4358334.0,2250382.0,837500.0,837500.0,-699655.0,2250382.0,-1447589.0,-1447589.0,-3569840.0,0.0,584375.0,137845.0,-1.0,,-788494.0,446530.0,519631.0,1.0,804456.0,600659.0,-699655.0,674443.0
TD.MI,2023-12-31,12M,EUR,624994.0,-2318008.0,668213.0,809299.0,-173338.0,-901078.0,1071416.0,-249486.0,415726.0,809299.0,887757.0,-596311.0,2441228.0,2441228.0,,1434293.0,926955.0,-117656.0,-790453.0,-2318008.0,887757.0,769855.0,769855.0,-469697.0,887757.0,-818461.0,-818461.0,-1792803.0,0.0,39198.0,300158.0,,,-525205.0,-260960.0,2200352.0,,790453.0,176917.0,-469697.0,596311.0
TD.MI,2023-12-31,TTM,EUR,624994.0,-2318008.0,668213.0,809299.0,-173338.0,-901078.0,1071416.0,-249486.0,415726.0,809299.0,887757.0,-596311.0,2441228.0,2441228.0,,1434293.0,926955.0,-117656.0,-790453.0,-2318008.0,887757.0,769855.0,769855.0,-469697.0,887757.0,-818461.0,-818461.0,-1792803.0,0.0,39198.0,300158.0,,,-525205.0,-260960.0,2200352.0,,790453.0,176917.0,-469697.0,596311.0
