symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AvailableForSaleSecurities,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,FinishedGoods,FixedAssetsRevaluationReserve,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinSubsidiariesatCost,LandAndImprovements,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredAssets,NonCurrentDeferredTaxesAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInvestments,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital
GIS.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2150.0,,,,,,,103829.0,,,,,,,,,,,,,,,,121040.0,,,
GIS.MI,2020-12-31,12M,EUR,1357214.0,2739384.0,-266237.0,5060861.0,21718.0,812960.0,1303526.0,2808327.0,1281290.0,22236.0,812960.0,8879075.0,0.0,12404036.0,258750.0,258750.0,210716.0,3309926.0,5261479.0,960816.0,220364.0,1807440.0,414107.0,5261479.0,11324343.0,21718.0,,0.0,,2186518.0,2186518.0,0.0,106703.0,,1141742.0,147870.0,7071635.0,49047.0,0.0,112355.0,4064800.0,69279.0,1587076.0,,1.0,475288.0,307404.0,246415.0,1504801.0,2176087.0,,0.0,0.0,665501.0,4064800.0,8879075.0,7071635.0,1137715.0,14487875.0,11065593.0,2445268.0,8879075.0,5608800.0,2083839.0,2298874.0,343585.0,,,0.0,9094110.0
GIS.MI,2021-12-31,12M,EUR,1995653.0,2647822.0,-306165.0,5060861.0,28235.0,812960.0,1355250.0,2873213.0,1324031.0,31219.0,812960.0,9214148.0,25581.0,13615063.0,748327.0,748327.0,104852.0,4270827.0,6588248.0,864734.0,155567.0,1499043.0,540298.0,6588248.0,11796953.0,28235.0,,9.0,0.0,1834478.0,1834478.0,9.0,111503.0,0.0,1227555.0,234133.0,7715105.0,94484.0,9909.0,126460.0,4064800.0,64838.0,1343476.0,,1.0,475362.0,403214.0,134785.0,1517963.0,2677850.0,,0.0,0.0,1062616.0,4064800.0,9214148.0,7715105.0,1266143.0,15470967.0,11048626.0,2582805.0,9214148.0,6256819.0,1855904.0,1985992.0,206835.0,25053.0,,0.0,9344236.0
GIS.MI,2022-12-31,12M,EUR,4019866.0,3702960.0,-362818.0,5196941.0,28985.0,819680.0,1512487.0,2523370.0,1478916.0,33571.0,819680.0,11031196.0,0.0,20136092.0,2839702.0,2839702.0,103320.0,8179796.0,11566403.0,864734.0,90859.0,1185927.0,917905.0,11566403.0,16604207.0,28985.0,2150.0,9.0,290733.0,2733309.0,2733309.0,9.0,148584.0,0.0,4060524.0,555087.0,9845269.0,211485.0,19818.0,147903.0,4088800.0,7249.0,1095068.0,,-2940.0,485021.0,478588.0,630014.0,1010883.0,5195790.0,,290733.0,0.0,2731095.0,4098400.0,11031196.0,9845269.0,1610025.0,22117585.0,13764505.0,5573011.0,11031196.0,11086389.0,1981493.0,2906593.0,690903.0,28321.0,9600.0,52440.0,11956296.0
GIS.MI,2023-12-31,12M,EUR,4070632.0,5263944.0,-436490.0,5202305.0,40121.0,819920.0,1113653.0,1130153.0,1088763.0,24890.0,819920.0,11251257.0,0.0,21299785.0,3132264.0,3132264.0,145226.0,8747393.0,12905945.0,864734.0,872160.0,1996026.0,1267257.0,12905945.0,18352390.0,40121.0,,9.0,,3968869.0,3968869.0,9.0,242455.0,171686.0,5987480.0,830767.0,9255231.0,140160.0,,222217.0,4075200.0,7275.0,1123866.0,,3.0,1066148.0,734069.0,427843.0,16500.0,5470742.0,,290733.0,0.0,2799328.0,4099600.0,11251257.0,9255231.0,1426674.0,24396076.0,15220126.0,7101133.0,11422943.0,12973133.0,3096291.0,4225740.0,333962.0,34651.0,24400.0,149760.0,12552392.0
