symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,FinishedGoods,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,LiabilitiesHeldforSaleNonCurrent,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,MachineryFurnitureEquipment,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,TreasuryStock,WorkingCapital
NPI.MI,2019-12-31,12M,EUR,,,,6885713.0,,11885643.0,,,,,,,,,,,,,,,294873.0,,,,,,0.0,0.0,,,,445600.0,,,,,,,,,,642928.0,,,-1.0,,,,3506312.0,,,0.0,,,,,,,,,,,,,,,,
NPI.MI,2020-12-31,12M,EUR,7607504.0,18645546.0,-2292234.0,,-314908.0,13217957.0,12242260.0,562287.0,10538185.0,10538185.0,10538185.0,562287.0,24609327.0,,31994766.0,1201483.0,1697698.0,2899181.0,228843.0,11455589.0,,13465562.0,18960454.0,15294430.0,158030.0,35796486.0,0.0,0.0,11040777.0,9489461.0,20530238.0,836718.0,326834.0,648974.0,13002196.0,11143765.0,294875.0,1325524.0,836718.0,21940680.0,1149048.0,1.0,13465562.0,-3.0,,419491.0,14967596.0,9104.0,,8143801.0,176195.0,0.0,-2127172.0,22491480.0,24609327.0,11143765.0,1089815.0,58757396.0,34098788.0,23429419.0,24609327.0,34148069.0,26762630.0,22692480.0,116806.0,550800.0,858899.0,20539177.0
NPI.MI,2021-12-31,12M,EUR,6875702.0,16080571.0,-3649345.0,,-290883.0,14895684.0,13235358.0,562287.0,8797364.0,8797364.0,8797364.0,562287.0,28167127.0,124072.0,30995841.0,1408278.0,4925083.0,6333361.0,91283.0,15329280.0,,19660502.0,16371454.0,16465522.0,204865.0,40347323.0,0.0,0.0,11827080.0,7255113.0,19082193.0,,552767.0,3382832.0,12816177.0,8506625.0,370026.0,719854.0,544092.0,21881880.0,609168.0,-1.0,19660502.0,-1.0,1.0,703227.0,15788683.0,52330.0,,8226820.0,114228.0,0.0,1430628.0,22491480.0,28167127.0,8506625.0,5046032.0,63842547.0,35422240.0,25415554.0,28167127.0,35675420.0,32846704.0,20346140.0,647891.0,609600.0,858899.0,15666561.0
NPI.MI,2022-12-31,12M,EUR,5813437.0,22297871.0,-5057737.0,,-226304.0,,12791401.0,562287.0,13131522.0,13131522.0,13131522.0,562287.0,30734434.0,59051.0,43122333.0,1500684.0,9353375.0,10854059.0,111918.0,24659683.0,,22464897.0,22524175.0,18343788.0,4423901.0,51928793.0,0.0,0.0,11290717.0,11840984.0,23131701.0,964197.0,578165.0,8062837.0,13286051.0,8269537.0,616733.0,292747.0,671450.0,21881880.0,281653.0,1.0,22464897.0,,-1.0,707844.0,17706572.0,69677.0,,8499534.0,83938.0,,3920636.0,22491480.0,30734434.0,8269537.0,2721853.0,79490014.0,42575418.0,33985760.0,30734434.0,48755580.0,36367681.0,24095897.0,1978253.0,609600.0,858899.0,18462650.0
NPI.MI,2023-12-31,12M,EUR,12486786.0,17892104.0,-6840329.0,,-194904.0,,21417923.0,562287.0,14344752.0,14344752.0,14344752.0,562287.0,30288935.0,43613.0,35111788.0,1581693.0,14943457.0,16525150.0,165106.0,31493900.0,,37250077.0,18087008.0,30265101.0,215690.0,60358779.0,,,19836230.0,15126387.0,34962617.0,,700511.0,15725092.0,23424772.0,-6961142.0,1801874.0,98872.0,744185.0,21881880.0,585306.0,,37250077.0,-2.0,,1147869.0,29520977.0,296746.0,,14072266.0,243996.0,,227690.0,22491480.0,30288935.0,-6961142.0,1368088.0,97588509.0,45415322.0,51487767.0,30288935.0,67299574.0,62476721.0,35805674.0,437611.0,609600.0,858899.0,3617888.0
