symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GeneralAndAdministrativeExpense,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,IssuanceOfDebt,LiabilitiesHeldforSaleNonCurrent,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,NetCommonStockIssuance,NetDebt,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkingCapital,WriteOff
NPI.MI,2019-12-31,12M,EUR,,,,6885713.0,,,,21764196.0,0.24,,11885643.0,,,,,,-1800120.0,,,,,681112.0,,,,,,-1800120.0,,-584841.0,,,,,,,,,,,,,,21764196.0,0.24,,,,,,,294873.0,,950916.0,,,,,,,,,,,,,0.0,,0.0,,,,,,445600.0,,,-584841.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,-1.0,,642928.0,,,,-1.0,,,,,3506312.0,,,,,,0.0,,-9627277.0,0.0,-1273804.0,,,,,,-584841.0,131258.0,,7649031.0,8599947.0,,-207194.0,,,,,,,,,,,,,,,,,,,-207194.0,-207194.0,,,,75936.0
NPI.MI,2020-12-31,12M,EUR,7607504.0,18645546.0,-2292234.0,,-314908.0,6154169.0,,21271720.0,-0.1,4473670.0,13217957.0,-4154152.0,12242260.0,562287.0,10538185.0,10538185.0,,10538185.0,6064515.0,136843.0,-453895.0,-335616.0,-9872443.0,12505841.0,1980730.0,6064514.0,562287.0,,24609327.0,-74024.0,,2768144.0,31994766.0,1201483.0,1697698.0,2899181.0,228843.0,11455589.0,-810926.0,7554398.0,7554398.0,7554398.0,1400229.0,21271720.0,-0.1,-2127172.0,-2919668.0,4634730.0,10538185.0,51621179.0,3230518.0,,2833996.0,604958.0,13465562.0,18960454.0,15294430.0,10810145.0,204000.0,204000.0,,,,158030.0,35796486.0,-4154152.0,0.0,,0.0,11040777.0,9489461.0,20530238.0,,-4866471.0,836718.0,326834.0,37957376.0,-74024.0,648974.0,,-2127172.0,-2127172.0,-2127172.0,-2127172.0,-2127172.0,-2127172.0,-2127172.0,-3801110.0,-161794.0,0.0,-4866471.0,-4866471.0,-161794.0,8998062.0,,13002196.0,-353042.0,11143765.0,294875.0,1325524.0,836718.0,4715516.0,-2072829.103051,6988148.0,13729813.0,-2919668.0,13578289.0,21940680.0,1.0,1149048.0,1.0,13465562.0,391118.0,-3.0,,616367.0,419491.0,14967596.0,9104.0,,0.0,8143801.0,,176195.0,-3162248.0,0.0,,,,,2768144.0,7554398.0,284264.0,284264.0,-4866471.0,-74024.0,173762.0,-2127172.0,2204504.0,2809462.0,22491480.0,-80786.0,24609327.0,11143765.0,-26443.103051,-1035076.0,0.327323,1089815.0,58757396.0,34098788.0,23429419.0,24609327.0,16497957.0,34148069.0,26762630.0,22692480.0,-3000455.0,794.0,13578289.0,116806.0,-80786.0,-80786.0,550800.0,858899.0,20539177.0,80786.0
NPI.MI,2021-12-31,12M,EUR,6875702.0,16080571.0,-3649345.0,,-290883.0,5730995.0,,22236250.0,0.16,10538185.0,14895684.0,-12464545.0,13235358.0,562287.0,8797364.0,8797364.0,,8797364.0,-1740820.0,-46835.0,-1156568.0,640230.0,-731802.0,2564975.0,629770.0,-1740821.0,562287.0,0.0,28167127.0,0.0,124072.0,9905393.0,30995841.0,1408278.0,4925083.0,6333361.0,91283.0,15329280.0,-455666.0,6415705.0,6415705.0,6990274.0,1259279.0,22236250.0,0.16,3557800.0,3334423.0,10324697.0,8797364.0,48689849.0,587206.0,,-2328027.0,1633982.0,19660502.0,16371454.0,16465522.0,16298645.0,232289.0,232289.0,3513.0,3513.0,-170470.0,204865.0,40347323.0,-12464545.0,0.0,4846260.0,0.0,11827080.0,7255113.0,19082193.0,4846260.0,-4088584.0,,552767.0,35667464.0,0.0,3382832.0,,3557800.0,3557800.0,3557800.0,3557800.0,3557800.0,3557800.0,3557800.0,-11925937.0,-264726.0,0.0,757676.0,757676.0,-264726.0,4000000.0,1.0,12816177.0,-538608.0,8506625.0,370026.0,719854.0,544092.0,10492887.0,3685624.4,10136518.0,12726783.0,3571862.0,26204038.0,21881880.0,-1.0,609168.0,-1.0,19660502.0,-11090.0,-1.0,1.0,203177.0,703227.0,15788683.0,52330.0,,0.0,8226820.0,,114228.0,3102134.0,0.0,,,,,9905393.0,6415705.0,895655.0,895655.0,-4088584.0,0.0,168190.0,1430628.0,2940280.0,4574262.0,22491480.0,-168190.0,28167127.0,8506625.0,-40365.6,-455666.0,0.24,5046032.0,63842547.0,35422240.0,25415554.0,28167127.0,22632176.0,35675420.0,32846704.0,20346140.0,3383669.0,35950.0,26204038.0,647891.0,-168190.0,-168190.0,609600.0,858899.0,15666561.0,0.0
NPI.MI,2022-12-31,12M,EUR,5813437.0,22297871.0,-5057737.0,,-226304.0,10342038.0,10342038.0,21837210.0,0.2,8797365.0,,-14205233.0,12791401.0,562287.0,13131522.0,13131522.0,-1800135.0,13131522.0,4334157.0,-4219036.0,6492555.0,,-1062266.0,-6217301.0,-5006048.0,4334157.0,562287.0,-1800135.0,30734434.0,,59051.0,7105823.0,43122333.0,1500684.0,9353375.0,10854059.0,111918.0,24659683.0,1349604.0,1621753.0,11963791.0,11963791.0,1621753.0,21837210.0,0.2,4367442.0,5720535.0,17684326.0,13131522.0,49308227.0,5411250.0,,-1077093.0,,22464897.0,22524175.0,18343788.0,24279074.0,425362.0,425362.0,5516.0,5516.0,-144710.0,4423901.0,51928793.0,-14205233.0,0.0,14000000.0,0.0,11290717.0,11840984.0,23131701.0,14000000.0,-6643905.0,964197.0,578165.0,31291088.0,,8062837.0,-60110.0,4367442.0,4367442.0,4367442.0,4367442.0,4367442.0,4367442.0,4367442.0,-13146432.0,-419846.0,,7356095.0,7356095.0,-419846.0,-14.0,,13286051.0,-1058801.0,8269537.0,616733.0,292747.0,671450.0,17684326.0,4367442.0,13128140.0,18657910.0,5621164.0,31384897.0,21881880.0,,281653.0,1.0,22464897.0,386105.0,,-1.0,365354.0,707844.0,17706572.0,69677.0,,0.0,8499534.0,127358.0,83938.0,5295173.0,,127358.0,,,,7105823.0,11963791.0,907796.0,907796.0,-6643905.0,,227574.0,3920636.0,,,22491480.0,-227574.0,30734434.0,8269537.0,0.0,927731.0,0.175203,2721853.0,79490014.0,42575418.0,33985760.0,30734434.0,25763733.0,48755580.0,36367681.0,24095897.0,5621166.0,103558.0,31384897.0,1978253.0,-227574.0,-227574.0,609600.0,858899.0,18462650.0,
NPI.MI,2023-12-31,12M,EUR,12486786.0,17892104.0,-6840329.0,,-194904.0,9323551.0,9323551.0,,,13131522.0,,-27816541.0,21417923.0,562287.0,14344752.0,14344752.0,-2516416.0,14344752.0,1213229.0,4208211.0,-1481740.0,,5406445.0,4369758.0,12502674.0,1213229.0,562287.0,-2516416.0,30288935.0,,43613.0,20120300.0,35111788.0,1581693.0,14943457.0,16525150.0,165106.0,31493900.0,-1523628.0,1710933.0,11034484.0,11034484.0,1710933.0,,,2054932.0,1314044.0,12348528.0,14344751.0,54444338.0,4027681.0,,-2814452.0,,37250077.0,18087008.0,30265101.0,17633031.0,618283.0,618283.0,8127.0,8127.0,-824882.0,215690.0,60358779.0,-27816541.0,,17900000.0,,19836230.0,15126387.0,34962617.0,17900000.0,-10531020.0,,700511.0,27133531.0,,15725092.0,-54718.0,2054932.0,2054932.0,2054932.0,2054932.0,2054932.0,2054932.0,2054932.0,-25497835.0,-879600.0,,7368980.0,7368980.0,-879600.0,-1.0,,23424772.0,-2318706.0,-6961142.0,1801874.0,98872.0,744185.0,12348528.0,2054932.0,25002089.0,16112387.0,1520644.0,37753331.0,21881880.0,,585306.0,,37250077.0,879600.0,-2.0,,393192.0,1147869.0,29520977.0,296746.0,,0.0,14072266.0,,243996.0,695761.0,,108744.0,,,,20120300.0,11034484.0,153674.0,153674.0,-10531020.0,,,227690.0,,,22491480.0,,30288935.0,-6961142.0,0.0,-1359171.0,0.24,1368088.0,97588509.0,45415322.0,51487767.0,30288935.0,36232687.0,67299574.0,62476721.0,35805674.0,1520643.0,269444.0,37753331.0,437611.0,,,609600.0,858899.0,3617888.0,
