asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendReceivedCFO,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetCommonStockIssuance,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherProperties,OtherReceivables,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkingCapital,WriteOff
2019-12-31,12M,EUR,3983000.0,2321000.0,,,-15000.0,142000.0,,33460475.0,0.004005,,,68000.0,942000.0,942000.0,,942000.0,,,,,,,,,,68000.0,381000.0,,,,21882000.0,3917000.0,,,,4218000.0,,,,174000.0,32000.0,33460475.0,0.004005,134000.0,,212000.0,386000.0,,,,,,64000.0,3000.0,582000.0,2336000.0,194000.0,2415000.0,0.0,6000.0,6000.0,0.0,0.0,,529000.0,386000.0,,6000.0,6000.0,,,5000.0,5000.0,,6000.0,,8000.0,,,,,134000.0,134000.0,134000.0,134000.0,134000.0,,134000.0,,-185000.0,,,,-185000.0,,194000.0,,,-201000.0,,98000.0,386000.0,134000.0,,2038000.0,377000.0,24297000.0,30000000.0,,4000.0,579000.0,,,-1000.0,14000.0,244000.0,118000.0,107000.0,,0.0,4102000.0,114000.0,16000.0,206000.0,68000.0,,,,,21882000.0,174000.0,96000.0,96000.0,,,,134000.0,,,,489000.0,553000.0,30000000.0,0.0,381000.0,-201000.0,0.0,72000.0,0.349515,2000.0,,4701000.0,386000.0,5000.0,381000.0,23920000.0,4320000.0,784000.0,102000.0,134000.0,179000.0,24297000.0,119000.0,0.0,0.0,,,-301000.0,0.0
2020-12-31,12M,EUR,7243000.0,4259000.0,,,-53000.0,246000.0,,33460475.0,0.011147,942000.0,-510000.0,68000.0,2058000.0,2058000.0,-200000.0,2058000.0,,103000.0,1116000.0,-449000.0,-160000.0,3274000.0,-1944000.0,824000.0,1116000.0,68000.0,553000.0,0.0,0.0,,40136000.0,7590000.0,,,,7809000.0,150000.0,279000.0,279000.0,278000.0,32000.0,33460475.0,0.011147,373000.0,,523000.0,802000.0,2058000.0,,-101000.0,,1227000.0,117000.0,3000.0,816000.0,4312000.0,192000.0,3915000.0,0.0,1000.0,1000.0,0.0,0.0,-1000.0,978000.0,656000.0,-520000.0,16000.0,16000.0,,0.0,103000.0,103000.0,,16000.0,,6000.0,,,,0.0,373000.0,373000.0,372000.0,373000.0,373000.0,373000.0,372000.0,-480000.0,-344000.0,-10000.0,99000.0,,-344000.0,,192000.0,-30000.0,99000.0,-263000.0,,151000.0,820000.0,385827.586207,1737000.0,3070000.0,845000.0,44051000.0,30000000.0,,2000.0,813000.0,1000.0,,,39000.0,630000.0,120000.0,139000.0,18000.0,0.0,7568000.0,138000.0,12000.0,522000.0,66000.0,56000.0,-480000.0,-10000.0,-30000.0,40136000.0,279000.0,114000.0,114000.0,,0.0,,373000.0,0.0,0.0,0.0,614000.0,731000.0,30000000.0,-18000.0,553000.0,-263000.0,-5172.413793,150000.0,0.287356,144000.0,58000.0,8616000.0,656000.0,103000.0,553000.0,43206000.0,8063000.0,1026000.0,254000.0,373000.0,343000.0,44051000.0,325000.0,-18000.0,-18000.0,,,-219000.0,0.0
2022-12-31,12M,EUR,19117050.0,5315303.0,,14262792.0,,1377103.0,,,-0.035708,,,3008611.0,6850720.0,6850720.0,,6851000.0,6850720.0,,,,,,,,,3008611.0,17397759.0,,,0.0,63344758.0,21843243.0,1870000.0,1870000.0,91285.0,19659691.0,,,,1538002.0,160899.0,,-0.035708,-1336981.0,,-1610573.0,-72571.0,,66595568.0,,4731227.0,,,,16286750.0,5315303.0,482553.0,2472037.0,,548432.0,548432.0,35871.0,35871.0,,4731227.0,17397759.0,,626000.0,50412.0,0.0,,,,,50412.0,26356.0,76344.0,73011768.0,1619011.0,667764.0,,-1336981.0,-1336981.0,-2004745.0,-1336981.0,-1336981.0,,-2004745.0,,-512561.0,,,,-512561.0,,482553.0,,,1111009.0,0.0,535788.0,66943.0,-1207435.216674,,3978967.0,-1506930.0,65816795.0,37441933.0,429000.0,587000.0,16286750.0,,1.0,,,321175.0,280463.0,2846703.0,,0.0,19117050.0,,,-2159005.0,125746.0,,,,,63344758.0,1538002.0,,,,,139514.0,-1537911.0,,,,,,37441933.0,-139514.0,17397759.0,1111009.0,-9968.216674,-154260.0,0.07145,2008005.0,,39238605.0,17397759.0,1870000.0,19016770.0,67323725.0,20221835.0,17395362.0,562144.0,,,65816795.0,,-139514.0,-139514.0,,249287.0,2183552.0,0.0
2023-12-31,12M,EUR,19915606.0,4954800.0,-548290.0,13790900.0,,2718358.0,2718358.0,38811121.0,-0.083264,6850720.0,-1910470.0,3480503.0,5065220.0,5065220.0,,,5065220.0,-111572.0,-1785500.0,-2600906.0,763984.0,-2588805.0,346636.0,-4190663.0,-1785500.0,3480503.0,12914903.0,0.0,,0.0,67193949.0,20109517.0,,,740841.0,20346675.0,-245375.0,106911.0,2825269.0,2825270.0,106912.0,38811121.0,-0.083264,-3231568.0,0.0,-3230847.0,-405577.0,5065220.0,28243193.0,4740055.0,7332133.0,-7091501.0,,10851167.0,15673404.0,4954800.0,1042301.0,4377518.0,,948099.0,948099.0,13296.0,13296.0,-934804.0,7332133.0,12914903.0,-1344524.0,,50912.0,,0.0,,,-326277.0,50912.0,,148698.0,26597403.0,2458105.0,702002.0,0.0,-3231568.0,-3231568.0,-3933571.0,-3231568.0,-3231568.0,-3933571.0,-3933571.0,-1738088.0,-934803.0,503227.0,4168626.0,-326277.0,-934803.0,571429.0,494011.0,-109663.0,4494903.0,-2758501.0,26356.0,653722.0,-197676.0,-3035874.314446,-5181031.0,7412612.0,-3035094.0,71571467.0,38811121.0,,,4822237.0,934804.0,-1.0,1.0,,982559.0,754330.0,628752.0,,0.0,19915606.0,,,-4178946.0,139273.0,207901.0,-1799697.0,0.0,-110773.0,67193949.0,2825269.0,,,-326277.0,,207901.0,-5804394.0,61609.0,503227.0,1110.0,,,38857840.0,-207901.0,12914903.0,-2758501.0,-12207.314446,-245375.0,0.058717,1387771.0,245375.0,36399762.0,12914903.0,,15373008.0,74606561.0,21026754.0,16290245.0,680079.0,,,71571467.0,,-207901.0,-207901.0,46719.0,107128.0,-237158.0,0.0
