asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepaymentOfDebt,RestructuringAndMergernAcquisition,RetainedEarnings,ShareIssued,ShortTermDebtIssuance,ShortTermDebtPayments,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,,,11430000.0,0.248294,,,,,,,,,,,,,,,,,,1373000.0,,,,,,,,,,,0.0,11430000.0,0.248294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2985000.0,,,,,,,,,,0.0,,,,-401000.0,9024000.0,,,,,,,,42000.0,,,,,,,,-20000.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,6583000.0,9922000.0,-2121000.0,8580000.0,-400000.0,980000.0,,10000.0,11430000.0,0.343482,6104000.0,-1194000.0,4447000.0,1930000.0,16430000.0,16430000.0,,16430000.0,10327000.0,2503000.0,-693000.0,521000.0,1260000.0,3591000.0,10327000.0,1930000.0,26667000.0,,31269000.0,40760000.0,158000.0,4074000.0,4232000.0,12592000.0,2271000.0,2271000.0,2105000.0,1125000.0,55000.0,11430000.0,0.343482,3926000.0,5528000.0,7799000.0,16430000.0,38636300.0,1247000.0,9860000.0,8852000.0,5081000.0,10322000.0,8096000.0,12821000.0,221000.0,221000.0,31000.0,31000.0,-195000.0,11714000.0,38627000.0,-966000.0,10000.0,7500000.0,4289000.0,7886000.0,12175000.0,7500000.0,-2082000.0,297000.0,280000.0,43548300.0,169000.0,-31000.0,228000.0,,3926000.0,3926000.0,3957000.0,3926000.0,3926000.0,5307000.0,3957000.0,-733000.0,-194000.0,,5418000.0,5418000.0,-194000.0,-2491000.0,,5975000.0,-461000.0,,21586000.0,103000.0,2000.0,617000.0,,7964000.0,4049027.133974,10046000.0,6682000.0,6139000.0,44090000.0,11430000.0,-1000.0,1000.0,303000.0,5081000.0,194000.0,529000.0,170000.0,1074000.0,822000.0,6825000.0,1704000.0,,0.0,7787000.0,269000.0,5307000.0,991000.0,230000.0,1854000.0,31269000.0,2271000.0,282000.0,-2082000.0,,3926000.0,11430000.0,,,-165000.0,26667000.0,21586000.0,-41972.866026,1350000.0,0.254381,720000.0,-1483000.0,52744000.0,34553000.0,16407000.0,26836000.0,37951000.0,25908000.0,11985000.0,13316000.0,5974000.0,4000.0,44090000.0,382000.0,-165000.0,-165000.0,,,28168000.0,165000.0
2021-12-31,12M,EUR,8763000.0,10309000.0,-2558000.0,8580000.0,-500000.0,1211000.0,,10000.0,11430000.0,0.343395,16430000.0,-2283000.0,4264000.0,1930000.0,19068000.0,19068000.0,-2575000.0,19068000.0,2638000.0,2748000.0,326000.0,2180000.0,-486000.0,4768000.0,2638000.0,1930000.0,28146000.0,851000.0,32162000.0,40659000.0,887000.0,2554000.0,3441000.0,14360000.0,2630000.0,2630000.0,2530000.0,1319000.0,23000.0,11430000.0,0.343395,3925000.0,5942000.0,8572000.0,19068000.0,52820000.0,-4408000.0,6834000.0,9588000.0,4927000.0,10809000.0,8439000.0,13462000.0,239000.0,239000.0,34000.0,34000.0,-212000.0,8917000.0,36125000.0,-4825000.0,10000.0,91000.0,3377000.0,5425000.0,8802000.0,91000.0,-3617000.0,437000.0,298000.0,53721000.0,95000.0,-23000.0,0.0,,3925000.0,3925000.0,3948000.0,3925000.0,3925000.0,5703000.0,3948000.0,-1057000.0,-211000.0,,-3526000.0,-3526000.0,-211000.0,-487000.0,-2542000.0,5881000.0,-1226000.0,-3526000.0,23219000.0,128000.0,0.0,664000.0,,8672000.0,3994226.722777,11871000.0,7448000.0,6014000.0,45624000.0,11430000.0,,,284000.0,4927000.0,211000.0,700000.0,74000.0,1547000.0,801000.0,6299000.0,1090000.0,,0.0,10102000.0,318000.0,5703000.0,991000.0,292000.0,2083000.0,32162000.0,2630000.0,457000.0,-3617000.0,,3925000.0,11430000.0,91000.0,-3617000.0,-100000.0,28146000.0,23219000.0,-30773.277223,1755000.0,0.307733,957000.0,-1627000.0,52601000.0,33571000.0,12243000.0,28241000.0,39610000.0,24360000.0,11942000.0,10000000.0,5914000.0,6000.0,45624000.0,538000.0,-100000.0,-100000.0,,,26299000.0,100000.0
2022-12-31,12M,EUR,10593000.0,13414000.0,-2534000.0,8580000.0,-500000.0,1564000.0,1564000.0,10000.0,11423500.0,0.518668,19068000.0,-1467000.0,3379000.0,1930000.0,15766000.0,15766000.0,,15766000.0,-3302000.0,-2708000.0,-2620000.0,1439000.0,-2865000.0,-6754000.0,-3302000.0,1930000.0,32773000.0,858000.0,38559000.0,44129000.0,801000.0,2724000.0,3525000.0,16435000.0,1291000.0,2855000.0,2855000.0,1291000.0,0.0,11423500.0,0.518668,5925000.0,8499000.0,11354000.0,15766000.0,33673992.0,-3068000.0,8413000.0,1064000.0,6502000.0,13914000.0,7582000.0,16031000.0,254000.0,254000.0,27000.0,27000.0,-234000.0,11345000.0,39516000.0,-2765000.0,10000.0,287000.0,2578000.0,4019000.0,6597000.0,287000.0,-2406000.0,165000.0,298000.0,42604992.0,117000.0,-22000.0,,,5925000.0,5925000.0,5947000.0,5925000.0,5925000.0,8245000.0,5947000.0,-1040000.0,-233000.0,0.0,-2119000.0,-2119000.0,-233000.0,170000.0,-1298000.0,5048000.0,-427000.0,-2119000.0,26271000.0,38000.0,56000.0,551000.0,,11537000.0,6056995.269861,2531000.0,7545000.0,8486000.0,54590000.0,11423500.0,,,367000.0,6502000.0,58000.0,745000.0,74000.0,1032000.0,618000.0,5435000.0,1598000.0,,0.0,12228000.0,792000.0,8245000.0,991000.0,116000.0,2932000.0,38559000.0,2855000.0,762000.0,-2406000.0,183000.0,5925000.0,11430000.0,287000.0,-2406000.0,-183000.0,32773000.0,26271000.0,-51004.730139,2298000.0,0.278714,1214000.0,-1678000.0,56768000.0,36792000.0,10122000.0,32890000.0,46104000.0,23878000.0,12639000.0,7443000.0,8303000.0,6000.0,54590000.0,1017000.0,-183000.0,-183000.0,6500.0,24000.0,27694000.0,0.0
2023-12-31,12M,EUR,9078000.0,13660000.0,-3549000.0,8580000.0,-615000.0,1502000.0,,16000.0,,,15766000.0,-5683000.0,3748000.0,1930000.0,1229000.0,6229000.0,-2000000.0,1229000.0,-14537000.0,-5461000.0,-2478000.0,-1515000.0,-361000.0,-9815000.0,-14537000.0,1930000.0,35963000.0,650000.0,42841000.0,41916000.0,1284000.0,2580000.0,3864000.0,14447000.0,3971000.0,3971000.0,3856000.0,2354000.0,,,,5699000.0,8382000.0,12353000.0,1229000.0,48105720.0,-3944000.0,13007000.0,-5084000.0,5536000.0,14275000.0,11390000.0,17374000.0,306000.0,306000.0,13000.0,13000.0,-313000.0,16439000.0,40705000.0,-11192000.0,16000.0,0.0,2464000.0,2162000.0,4626000.0,0.0,-2000000.0,173000.0,2963000.0,51351720.0,137000.0,-20000.0,,3513000.0,5699000.0,5699000.0,5719000.0,5699000.0,5699000.0,8076000.0,5719000.0,-537000.0,-313000.0,-5000000.0,-2000000.0,-2000000.0,-313000.0,,-509000.0,7841000.0,-5146000.0,,30427000.0,49000.0,127000.0,660000.0,,12613000.0,5883118.375433,599000.0,8725000.0,8649000.0,60215000.0,11362500.0,,,500000.0,5536000.0,313000.0,479000.0,,1087000.0,526000.0,6786000.0,2211000.0,5000000.0,0.0,9775000.0,1158000.0,8076000.0,991000.0,0.0,3432000.0,42841000.0,3971000.0,498000.0,-2000000.0,145000.0,5699000.0,11430000.0,,,-260000.0,35963000.0,30427000.0,-75881.624567,2357000.0,0.291852,2219000.0,-1865000.0,56133000.0,38125000.0,8490000.0,36100000.0,51566000.0,20033000.0,14217000.0,5586000.0,8389000.0,20000.0,60215000.0,171000.0,-260000.0,-260000.0,67500.0,302000.0,27469000.0,115000.0
