symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DerivativeProductLiabilities,FinishedGoods,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,TreasuryStock,WorkingCapital
SHE.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,1373000.0,,,,,,0.0,,,,,,,,,,,,,,2985000.0,,,,,,42000.0,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHE.MI,2020-12-31,12M,EUR,6583000.0,9922000.0,-2121000.0,8580000.0,-400000.0,10000.0,4447000.0,1930000.0,16430000.0,16430000.0,16430000.0,1930000.0,26667000.0,,40760000.0,158000.0,4074000.0,4232000.0,12592000.0,55000.0,9860000.0,5081000.0,10322000.0,8096000.0,11714000.0,38627000.0,10000.0,4289000.0,7886000.0,12175000.0,297000.0,280000.0,169000.0,,5975000.0,21586000.0,103000.0,2000.0,617000.0,,11430000.0,1000.0,303000.0,5081000.0,529000.0,170000.0,822000.0,6825000.0,1704000.0,,7787000.0,269000.0,991000.0,1854000.0,3926000.0,11430000.0,26667000.0,21586000.0,720000.0,52744000.0,34553000.0,16407000.0,26836000.0,25908000.0,11985000.0,13316000.0,382000.0,,,28168000.0
SHE.MI,2021-12-31,12M,EUR,8763000.0,10309000.0,-2558000.0,8580000.0,-500000.0,10000.0,4264000.0,1930000.0,19068000.0,19068000.0,19068000.0,1930000.0,28146000.0,851000.0,40659000.0,887000.0,2554000.0,3441000.0,14360000.0,23000.0,6834000.0,4927000.0,10809000.0,8439000.0,8917000.0,36125000.0,10000.0,3377000.0,5425000.0,8802000.0,437000.0,298000.0,95000.0,,5881000.0,23219000.0,128000.0,0.0,664000.0,,11430000.0,,284000.0,4927000.0,700000.0,74000.0,801000.0,6299000.0,1090000.0,,10102000.0,318000.0,991000.0,2083000.0,3925000.0,11430000.0,28146000.0,23219000.0,957000.0,52601000.0,33571000.0,12243000.0,28241000.0,24360000.0,11942000.0,10000000.0,538000.0,,,26299000.0
SHE.MI,2022-12-31,12M,EUR,10593000.0,13414000.0,-2534000.0,8580000.0,-500000.0,10000.0,3379000.0,1930000.0,15766000.0,15766000.0,15766000.0,1930000.0,32773000.0,858000.0,44129000.0,801000.0,2724000.0,3525000.0,16435000.0,0.0,8413000.0,6502000.0,13914000.0,7582000.0,11345000.0,39516000.0,10000.0,2578000.0,4019000.0,6597000.0,165000.0,298000.0,117000.0,,5048000.0,26271000.0,38000.0,56000.0,551000.0,,11423500.0,,367000.0,6502000.0,745000.0,74000.0,618000.0,5435000.0,1598000.0,,12228000.0,792000.0,991000.0,2932000.0,5925000.0,11430000.0,32773000.0,26271000.0,1214000.0,56768000.0,36792000.0,10122000.0,32890000.0,23878000.0,12639000.0,7443000.0,1017000.0,6500.0,24000.0,27694000.0
SHE.MI,2023-12-31,12M,EUR,9078000.0,13660000.0,-3549000.0,8580000.0,-615000.0,16000.0,3748000.0,1930000.0,1229000.0,6229000.0,1229000.0,1930000.0,35963000.0,650000.0,41916000.0,1284000.0,2580000.0,3864000.0,14447000.0,,13007000.0,5536000.0,14275000.0,11390000.0,16439000.0,40705000.0,16000.0,2464000.0,2162000.0,4626000.0,173000.0,2963000.0,137000.0,3513000.0,7841000.0,30427000.0,49000.0,127000.0,660000.0,,11362500.0,,500000.0,5536000.0,479000.0,,526000.0,6786000.0,2211000.0,5000000.0,9775000.0,1158000.0,991000.0,3432000.0,5699000.0,11430000.0,35963000.0,30427000.0,2219000.0,56133000.0,38125000.0,8490000.0,36100000.0,20033000.0,14217000.0,5586000.0,171000.0,67500.0,302000.0,27469000.0
