symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
SERI.MI,2023-06-30,TTM,EUR,48564906.0,-0.1282,,,,57215040.0,-0.1282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERI.MI,2023-12-31,TTM,EUR,53866274.0,-0.2441,126469000.0,26067000.0,26067000.0,56162958.0,-0.2441,-11971000.0,-7989000.0,18782000.0,39863000.0,9715000.0,9715000.0,3215000.0,3215000.0,452000.0,-11971000.0,-11971000.0,-11243000.0,-1180000.0,-11971000.0,-10791000.0,-12423000.0,-6500000.0,-6500000.0,21474000.0,-9081434.026209,48375000.0,-8512000.0,166332000.0,6202000.0,0.0,-17704000.0,126469000.0,26771000.0,-2692000.0,-982434.026209,-6461000.0,0.364946,174844000.0,-11204000.0,166332000.0,-2692000.0,-2692000.0,2692000.0
