symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RestructuringAndMergernAcquisition,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
FCM.MI,2019-12-31,12M,EUR,,7999750.0,0.007879,,,,7999750.0,0.007879,,,,,,,,,,,,,,,,,,,,,,,,,606658.0,,,,,64202.0,,,,,,,-3573.0,,,,
FCM.MI,2019-12-31,12M,ITL,552593.0,,,12383630.0,976250.0,423657.0,,,63027.0,289421.0,1265672.0,3368040.0,0.0,213200.0,213200.0,3573.0,3573.0,,63027.0,63027.0,63027.0,63027.0,63027.0,63027.0,-209627.0,-209627.0,1347042.0,130311.698311,2943781.0,424259.0,15751670.0,335891.0,,0.0,76221.0,12383630.0,976251.0,,-81370.0,-14085.301689,13194.0,0.173102,15327411.0,342889.0,,15751670.0,-81370.0,-81370.0,17168.0
FCM.MI,2019-12-31,TTM,ITL,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342889.0,,,,,17168.0
FCM.MI,2020-12-31,12M,EUR,558131.0,6000000.0,-0.051786,14291005.0,945016.0,386885.0,6000000.0,-0.051786,-310718.0,-226842.0,718175.0,2664116.0,,251141.0,251141.0,,,,-310718.0,-310718.0,-310718.0,-310718.0,-310718.0,-310718.0,-251073.0,-251073.0,813591.0,-248691.800976,2876845.0,-212729.0,16955121.0,113229.0,,0.0,-477983.0,14291005.0,945017.0,95416.0,-95416.0,-33389.800976,-167265.0,0.349939,17167850.0,-308145.0,-68.0,16955121.0,-95416.0,-95416.0,0.0
FCM.MI,2021-12-31,12M,EUR,483123.0,6000000.0,0.02346,18998368.0,892128.0,409005.0,6000000.0,0.02346,140758.0,599711.0,1491839.0,3879846.0,,330458.0,330458.0,,,,140758.0,140758.0,140758.0,140758.0,140758.0,140758.0,-330349.0,-330349.0,1645703.0,257694.64,3037229.0,842617.0,22878214.0,245652.0,,0.0,269253.0,18998368.0,839626.0,153864.0,-153864.0,-36927.36,128495.0,0.24,22035597.0,390581.0,-109.0,22878214.0,-153864.0,-153864.0,
FCM.MI,2022-12-31,12M,EUR,681125.0,6000000.0,0.001133,29266503.0,1088485.0,407360.0,6000000.0,0.001133,6797.0,535393.0,1623878.0,4994994.0,,592389.0,592389.0,,,,6797.0,6797.0,6797.0,6797.0,6797.0,6797.0,-592153.0,-592153.0,1856666.0,183715.88,4250379.0,744615.0,34261497.0,334068.0,,0.0,-56996.0,29266503.0,959690.0,232788.0,-232788.0,-55869.12,-63793.0,0.24,33516882.0,,-236.0,34261497.0,-232788.0,-232788.0,
FCM.MI,2023-06-30,TTM,EUR,,6000000.0,-0.007115,,,,6000000.0,-0.007115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCM.MI,2023-12-31,TTM,EUR,581000.0,,-0.049833,22494000.0,861000.0,280000.0,,-0.049833,-299000.0,640000.0,1501000.0,6373000.0,0.0,,,,,73000.0,-299000.0,-299000.0,-371000.0,-299000.0,-299000.0,-371000.0,-916000.0,-916000.0,1501000.0,-299000.0,5733000.0,640000.0,28867000.0,364000.0,,0.0,-276000.0,22494000.0,861000.0,,0.0,0.0,95000.0,0.24,28227000.0,,,28867000.0,0.0,0.0,
