symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentinFinancialAssets,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
GVS.MI,2022-12-31,3M,EUR,,,-183769000.0,,-5218000.0,39000.0,31470000.0,,,,,,32000.0,,,20951000.0,,,438238000.0,,,,51738000.0,246664000.0,,78162000.0,,-5950000.0,,,,26947000.0,,,,,151977000.0,,355041000.0,,,,,,3064000.0,,,-1000.0,248183000.0,1000.0,,,,,,,,,2723000.0,0.0,47104000.0,0.0,,,,,,,,,,,,,,450000.0,,14029000.0,
GVS.MI,2023-03-31,3M,EUR,44734000.0,71847000.0,,92770000.0,,,,23694000.0,1750000.0,102132000.0,179851000.0,102132000.0,,1750000.0,328326000.0,,388585000.0,7753000.0,,7753000.0,161641000.0,6910000.0,,,486631000.0,,144155000.0,,114702000.0,370072000.0,3759000.0,,15941000.0,41746000.0,57687000.0,9163000.0,,43000.0,,144155000.0,-158305000.0,3648000.0,42375000.0,4593000.0,,174550000.0,,-1000.0,,,1695000.0,,23667000.0,144155000.0,16432000.0,77719000.0,73815000.0,,,,,,178054000.0,175000000.0,328326000.0,-158305000.0,5753000.0,1035383000.0,370072000.0,65440000.0,328369000.0,707014000.0,646798000.0,545373000.0,5414000.0,450000.0,2447000.0,,226944000.0
GVS.MI,2023-06-30,3M,EUR,46183000.0,70549000.0,-193105000.0,92770000.0,-5455000.0,52000.0,13885000.0,22612000.0,1750000.0,132406000.0,135349000.0,132388000.0,18000.0,1750000.0,331513000.0,23771000.0,392707000.0,7789000.0,94628000.0,102417000.0,203042000.0,7673000.0,39505000.0,244207000.0,481175000.0,76004000.0,334467000.0,-6580000.0,103203000.0,853825000.0,52000.0,26163000.0,14823000.0,427684000.0,442507000.0,9931000.0,152388000.0,39000.0,389906000.0,141362000.0,-149662000.0,7213000.0,45557000.0,2980000.0,3157000.0,174773105.0,,1000.0,236968000.0,1000.0,1694000.0,,34407000.0,118260000.0,5460000.0,2943000.0,88655000.0,5177000.0,1215000.0,0.0,55302000.0,63136000.0,179147000.0,175000000.0,331513000.0,-149662000.0,13610000.0,1035569000.0,759197000.0,544924000.0,331552000.0,704017000.0,642863000.0,500975000.0,8065000.0,226895.0,2447000.0,14975000.0,189665000.0
GVS.MI,2023-09-30,3M,EUR,34772000.0,60172000.0,,92770000.0,,,,20242000.0,1750000.0,114970000.0,181718000.0,114970000.0,,1750000.0,341822000.0,,361420000.0,6591000.0,,6591000.0,194774000.0,6521000.0,,,484253000.0,,144644000.0,,98723000.0,366192000.0,3764000.0,,13651000.0,24370000.0,38021000.0,9962000.0,,33000.0,,144644000.0,-142431000.0,4361000.0,40996000.0,3149000.0,,174761872.0,,,,,2995000.0,,42212000.0,144644000.0,13303000.0,66748000.0,83728000.0,,,,,,187281000.0,175000000.0,341822000.0,-142431000.0,7504000.0,1007958000.0,366192000.0,44612000.0,341855000.0,666103000.0,646538000.0,471329000.0,6744000.0,238128.0,2505000.0,,166646000.0
GVS.MI,2023-12-31,3M,EUR,38452000.0,54114000.0,-197550000.0,92770000.0,-4086000.0,29000.0,29436000.0,20548000.0,1750000.0,191473000.0,193790000.0,191454000.0,19000.0,1750000.0,334451000.0,24329000.0,354083000.0,7384000.0,126071000.0,133455000.0,212370000.0,4829000.0,37105000.0,242759000.0,471701000.0,58200000.0,340641000.0,-6474000.0,84808000.0,836535000.0,29000.0,26528000.0,13164000.0,376013000.0,389177000.0,8529000.0,160148000.0,27000.0,310611000.0,143091000.0,-137250000.0,2852000.0,35447000.0,3120000.0,3082000.0,174758858.0,-1000.0,,228942000.0,,3037000.0,2000.0,22122000.0,100200000.0,3203000.0,2317000.0,71585000.0,,2295000.0,0.0,43455000.0,,184634000.0,175000000.0,334451000.0,-137250000.0,15705000.0,983123000.0,710464000.0,522632000.0,334478000.0,648645000.0,629041000.0,436275000.0,11011000.0,241142.0,2524000.0,10722000.0,141713000.0
GVS.MI,2024-03-31,3M,EUR,44417000.0,62447000.0,,92770000.0,,,,23406000.0,1750000.0,96240000.0,174311000.0,96240000.0,,1750000.0,347099000.0,,347593000.0,8404000.0,18700000.0,27104000.0,220296000.0,3996000.0,,,473928000.0,,150548000.0,,85805000.0,390925000.0,3568000.0,,15002000.0,25126000.0,40128000.0,8048000.0,,33000.0,,150548000.0,-126829000.0,4137000.0,36606000.0,3227000.0,,174758858.0,,,,,2787000.0,1000.0,28354000.0,150548000.0,17199000.0,78071000.0,80087000.0,,,,,,193976000.0,174758858.0,347099000.0,-126829000.0,7831000.0,986556000.0,372225000.0,67232000.0,347132000.0,639424000.0,638964000.0,419128000.0,7316000.0,,2590000.0,,127297000.0
