asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,IssuanceOfCapitalStock,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RestrictedCash,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfInvestment,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,-8329000.0,,,,,,,,,,,-8329000.0,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,94052000.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,470000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45664000.0,,,,,,,,,,
2020-12-31,12M,EUR,25585000.0,52084000.0,-105421000.0,92770000.0,-960000.0,5828000.0,,4000.0,137719608.0,0.57,58542000.0,13173000.0,-31365000.0,8966000.0,1750000.0,125068000.0,129943000.0,-1681000.0,,125068000.0,69569000.0,-21008000.0,-1718000.0,18182000.0,-6165000.0,-10827000.0,69569000.0,1750000.0,,242667000.0,74508000.0,0.0,10609000.0,124776000.0,238480000.0,3495000.0,19672000.0,23167000.0,85689000.0,19030000.0,19030000.0,19030000.0,13202000.0,107000.0,139398214.0,0.56,78063000.0,109168000.0,128198000.0,-3043000.0,125068000.0,2561659000.0,0.0,1039000.0,21345000.0,82708000.0,2000.0,65413000.0,90979000.0,53044000.0,182785000.0,239806000.0,3277000.0,3277000.0,265000.0,265000.0,-4959000.0,-3004000.0,46048000.0,332068000.0,-45543000.0,4000.0,74508000.0,40503000.0,6170000.0,5471000.0,69729000.0,75200000.0,40503000.0,-103325000.0,1000000.0,88604000.0,2668750000.0,30000.0,-20000.0,-10534000.0,0.0,,78063000.0,78063000.0,78083000.0,78063000.0,78063000.0,105891000.0,78083000.0,-4059000.0,-3634000.0,-4252000.0,-62822000.0,-62822000.0,-3634000.0,265000.0,,77364000.0,-26698000.0,,151688000.0,4568000.0,3167000.0,4499000.0,5532000.0,128492000.0,78279792.758591,114073000.0,120475000.0,119331000.0,364582000.0,175000000.0,,1000.0,,25566000.0,,16253000.0,-1000.0,-1000.0,70000.0,1829000.0,14887000.0,64229000.0,2306000.0,4875000.0,-41000.0,0.0,57355000.0,3059000.0,105891000.0,0.0,-10534000.0,-4059000.0,-4443000.0,-27306000.0,22905000.0,124776000.0,19030000.0,1328000.0,1328000.0,-103325000.0,0.0,,,129156000.0,191000.0,608000.0,175000000.0,-294000.0,242667000.0,151688000.0,-77207.241409,27808000.0,0.26261,4889000.0,-16277000.0,412358000.0,312396000.0,98367000.0,242697000.0,245251000.0,169661000.0,173878000.0,83972000.0,,622000.0,364582000.0,16883000.0,-294000.0,-294000.0,,0.0,4802000.0,152791000.0,335000.0
2021-12-31,12M,EUR,23820000.0,52975000.0,-123792000.0,92770000.0,-1451000.0,7594000.0,,15000.0,174693198.0,0.386907,125068000.0,18841000.0,-23195000.0,11533000.0,1750000.0,136893000.0,144330000.0,-22722000.0,,136893000.0,7954000.0,-9530000.0,-662000.0,-6411000.0,-4671000.0,-21274000.0,7953000.0,1750000.0,,295307000.0,0.0,-3448000.0,13099000.0,132756000.0,289837000.0,4760000.0,61375000.0,66135000.0,111586000.0,23528000.0,23528000.0,23527000.0,15933000.0,0.0,174693198.0,0.386907,67590000.0,92643000.0,116171000.0,3871000.0,136893000.0,1717378238.0,123000.0,100712000.0,32317000.0,32288000.0,-2884000.0,98379000.0,227744000.0,54426000.0,211835000.0,206969000.0,2886000.0,2886000.0,479000.0,479000.0,-2940000.0,-4738000.0,72353000.0,536846000.0,-148242000.0,15000.0,0.0,150171000.0,0.0,6773000.0,180164000.0,186937000.0,150171000.0,-18543000.0,4654000.0,103723000.0,1843013238.0,40000.0,-14000.0,-129217000.0,-3448000.0,104646000.0,67590000.0,67590000.0,67604000.0,67590000.0,67590000.0,89757000.0,67604000.0,-3755000.0,-2634000.0,-3014000.0,131628000.0,131628000.0,-2634000.0,478000.0,,88043000.0,-12256000.0,0.0,67563000.0,1502000.0,5675000.0,4366000.0,963000.0,114768000.0,66533275.599675,55483000.0,126025000.0,80944000.0,339725000.0,174693198.0,1000.0,1000.0,,129365000.0,,-765000.0,-2000.0,,,3660000.0,13466000.0,76172000.0,2975000.0,7437000.0,-2926000.0,0.0,41929000.0,3238000.0,89757000.0,0.0,-129217000.0,-3755000.0,-3372000.0,-19440000.0,38492000.0,132756000.0,23528000.0,1724000.0,1724000.0,-18543000.0,-3448000.0,727000.0,1061000.0,172222000.0,358000.0,7184000.0,175000000.0,1403000.0,295307000.0,67563000.0,346275.599675,22153000.0,0.246811,13066000.0,-32616000.0,608565000.0,475471000.0,253072000.0,295347000.0,258781000.0,313218000.0,318728000.0,201632000.0,82340000.0,227000.0,339725000.0,4643000.0,1403000.0,1403000.0,306802.0,3448000.0,6282000.0,178251000.0,462000.0
2022-12-31,12M,EUR,57944000.0,72944000.0,-183769000.0,92770000.0,-5218000.0,17055000.0,17055000.0,39000.0,174562162.0,0.14,136893000.0,31470000.0,-22865000.0,25211000.0,1750000.0,135169000.0,139761000.0,,135137000.0,32000.0,-1527000.0,3144000.0,9133000.0,13834000.0,-11921000.0,12271000.0,-1528000.0,1750000.0,,327628000.0,0.0,-1405000.0,20951000.0,195771000.0,339224000.0,8312000.0,438238000.0,446550000.0,536567000.0,20917000.0,37972000.0,37972000.0,20917000.0,,174562162.0,0.14,24098000.0,43424000.0,81396000.0,-197000.0,135169000.0,656151500.0,6648000.0,178780000.0,51738000.0,53256000.0,21000.0,246664000.0,494847000.0,78162000.0,327164000.0,193907000.0,8799000.0,8799000.0,747000.0,747000.0,-4903000.0,-5950000.0,106922000.0,817838000.0,-256429000.0,39000.0,0.0,232531000.0,26947000.0,16899000.0,51972000.0,68871000.0,232531000.0,-43861000.0,9221000.0,151977000.0,706927500.0,46000.0,-22000.0,-236027000.0,-1405000.0,355041000.0,24098000.0,24098000.0,24120000.0,24098000.0,24098000.0,34625000.0,24120000.0,-5024000.0,-8728000.0,2335000.0,188670000.0,188670000.0,-8728000.0,1808000.0,-1000.0,143395000.0,-17712000.0,0.0,-167219000.0,3487000.0,46086000.0,4630000.0,3064000.0,83219000.0,25367913.646209,76121000.0,163092000.0,30815000.0,389678000.0,174550000.0,1000.0,,-1000.0,248183000.0,1000.0,1079000.0,1695000.0,,,3083000.0,18663000.0,95819000.0,2418000.0,4592000.0,-28000.0,0.0,82559000.0,2723000.0,34625000.0,0.0,-236027000.0,-5024000.0,-4116000.0,-17841000.0,47104000.0,195771000.0,37972000.0,2180000.0,2180000.0,-43861000.0,-1405000.0,0.0,1345000.0,177717000.0,6451000.0,129000.0,175000000.0,-1823000.0,327628000.0,-167219000.0,-553086.353791,10505000.0,0.303394,14269000.0,-9846000.0,993049000.0,379600000.0,515421000.0,327674000.0,358863000.0,665375000.0,653825000.0,128808000.0,28955000.0,676000.0,389678000.0,5952000.0,-1823000.0,-1823000.0,450000.0,4853000.0,14029000.0,-197343000.0,506000.0
2023-12-31,12M,EUR,38452000.0,54114000.0,-197550000.0,92770000.0,-4086000.0,19516000.0,19516000.0,29000.0,174718093.0,0.08,135169000.0,29436000.0,-28176000.0,20548000.0,1750000.0,191473000.0,193790000.0,,191454000.0,19000.0,59830000.0,14637000.0,3793000.0,-17394000.0,19150000.0,15479000.0,59830000.0,1750000.0,,334451000.0,,,24329000.0,200976000.0,354083000.0,7384000.0,126071000.0,133455000.0,212370000.0,24609000.0,44125000.0,44125000.0,24609000.0,,174718093.0,0.08,13647000.0,39766000.0,83891000.0,-3526000.0,191473000.0,837191436.0,4829000.0,-14913000.0,37105000.0,73393000.0,74000.0,242759000.0,471701000.0,58200000.0,340641000.0,227120000.0,21447000.0,21447000.0,3339000.0,3339000.0,-17913000.0,-6474000.0,84808000.0,836535000.0,-26826000.0,29000.0,,75000000.0,26528000.0,13164000.0,376013000.0,389177000.0,75000000.0,-68875000.0,8529000.0,160148000.0,974297436.0,27000.0,5000.0,-1098000.0,-62000.0,310611000.0,13647000.0,13647000.0,13642000.0,13647000.0,13647000.0,18319000.0,13642000.0,-6862000.0,-19066000.0,2090000.0,6125000.0,6125000.0,-19066000.0,5513000.0,1000.0,143091000.0,-20957000.0,,-137250000.0,2852000.0,35447000.0,3120000.0,3082000.0,85821000.0,15084254.216933,101569000.0,177028000.0,50092000.0,428096000.0,174758858.0,,-1000.0,,228942000.0,,34080000.0,3037000.0,2000.0,42000.0,4768000.0,22122000.0,100200000.0,3203000.0,2317000.0,-546000.0,0.0,71585000.0,2295000.0,18319000.0,0.0,-1098000.0,-6862000.0,-96601000.0,-21314000.0,43455000.0,200976000.0,44125000.0,1486000.0,1486000.0,-68875000.0,,,1882000.0,184634000.0,98691000.0,357000.0,175000000.0,-1930000.0,334451000.0,-137250000.0,-492745.783067,4677000.0,0.255309,15705000.0,-10508000.0,983123000.0,710464000.0,522632000.0,334478000.0,378004000.0,648645000.0,629041000.0,436275000.0,48036000.0,958000.0,428096000.0,11011000.0,-1930000.0,-1930000.0,241142.0,2524000.0,10722000.0,141713000.0,594000.0
