symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AllowanceForDoubtfulAccountsReceivable,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,InvestedCapital,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasuryStock,WorkingCapital
IE.MI,2019-12-31,12M,EUR,,,,,,,,7951856.0,,,,,,,,,,,,,,153000.0,,,,,300000.0,,,,,,,,,,-225.0,143.0,,,106.0,,,,,,,,,,,,,,,,,,,,,
IE.MI,2020-12-31,12M,EUR,25289000.0,16787000.0,-122000.0,,1401000.0,3513000.0,7861000.0,,1401000.0,67041000.0,52736000.0,,5341000.0,5341000.0,44335000.0,75000.0,68490000.0,16909000.0,214000.0,90461000.0,18000.0,5686412.0,,18079000.0,18079000.0,18000.0,300000.0,0.0,19907000.0,214000.0,-1449000.0,6289000.0,117000.0,181000.0,,35016104.0,3300000.0,1000.0,68415000.0,2334000.0,170.0,293000.0,214000.0,2894000.0,4348000.0,27207000.0,173000.0,48679000.0,35016104.0,67041000.0,-1449000.0,21721000.0,130082000.0,85120000.0,23420000.0,67041000.0,63041000.0,77345000.0,18706000.0,1625000.0,,8401000.0
IE.MI,2021-12-31,12M,EUR,22257000.0,18759000.0,-132000.0,0.0,1401000.0,3246000.0,13174000.0,,1401000.0,85579000.0,68152000.0,0.0,11646000.0,11646000.0,60848000.0,75000.0,100662000.0,18891000.0,505000.0,130057000.0,18000.0,,0.0,32832000.0,32832000.0,18000.0,300000.0,0.0,41232000.0,505000.0,-15083000.0,8958000.0,109000.0,308000.0,0.0,35016104.0,11682000.0,-1000.0,100587000.0,68000.0,,559000.0,505000.0,1709000.0,9928000.0,24097000.0,2580000.0,47671000.0,35016104.0,85579000.0,-15083000.0,20248000.0,180084000.0,118411000.0,44478000.0,85579000.0,94505000.0,111932000.0,33657000.0,1281000.0,0.0,7304000.0
IE.MI,2022-12-31,12M,EUR,13957000.0,31693000.0,-201000.0,2713000.0,1410000.0,12462000.0,22476000.0,,1410000.0,89278000.0,100882000.0,615000.0,28754000.0,29369000.0,73607000.0,1180000.0,74793000.0,31894000.0,3562000.0,142793000.0,73000.0,73000.0,2098000.0,24761000.0,26859000.0,73000.0,,92000.0,41053000.0,3562000.0,14485000.0,8190000.0,112000.0,310000.0,,35260702.0,-1000.0,19859000.0,73613000.0,36000.0,,869000.0,3562000.0,20349000.0,10014000.0,17490000.0,889000.0,32891000.0,35260702.0,89278000.0,14485000.0,25476000.0,190258000.0,114039000.0,56228000.0,89370000.0,100888000.0,89376000.0,27281000.0,2664000.0,232000.0,27275000.0
IE.MI,2023-12-31,12M,EUR,14592000.0,29200000.0,-3995000.0,2359000.0,1410000.0,2793000.0,6617000.0,,1410000.0,93584000.0,109528000.0,658000.0,24514000.0,25172000.0,74794000.0,1180000.0,81616000.0,33195000.0,3359000.0,150705000.0,551000.0,,1701000.0,32607000.0,34308000.0,551000.0,,40000.0,54328000.0,3359000.0,11968000.0,6480000.0,110000.0,435000.0,,35260702.0,,,80436000.0,36000.0,,1135000.0,3359000.0,25951000.0,3824000.0,16430000.0,1729000.0,33399000.0,35260702.0,93584000.0,11968000.0,46031000.0,203271000.0,126191000.0,59480000.0,93624000.0,109647000.0,93743000.0,34853000.0,703000.0,236000.0,34734000.0
