symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
IE.MI,2018-12-31,TTM,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1198000.0,,,,,,,,,,,,,,,,,,
IE.MI,2019-12-31,12M,EUR,,,,,,,,,,,,22000.0,,,,,,,,,,,,,,,,,,,,,,163000.0,,,,,45000.0,,79000.0,22000.0,,,,,,,,,,
IE.MI,2020-12-31,12M,EUR,90346000.0,22496000.0,0.87,6306000.0,90394000.0,48000.0,22496000.0,0.81,19498000.0,21661000.0,112067000.0,41000.0,100083000.0,12000.0,279000.0,279000.0,3000.0,3000.0,,19498000.0,19498000.0,19498000.0,19498000.0,19498000.0,19498000.0,-441000.0,-441000.0,112079000.0,19508942.662052,78030000.0,22053000.0,106389000.0,-14094000.0,,0.0,21382000.0,6306000.0,90406000.0,68000.0,68000.0,82000.0,41000.0,-12000.0,-1057.337948,1884000.0,0.088111,84336000.0,22040000.0,165000.0,106389000.0,-12000.0,-12000.0
IE.MI,2021-12-31,12M,EUR,114683000.0,24016000.0,0.77,10103000.0,114762000.0,79000.0,24016000.0,0.77,18428000.0,21218000.0,135989000.0,89000.0,127366000.0,9000.0,856000.0,856000.0,3000.0,3000.0,0.0,18428000.0,18428000.0,18428000.0,18428000.0,18428000.0,18428000.0,-1785000.0,-1785000.0,135998000.0,18436145.17238,103854000.0,23512000.0,137469000.0,-14328000.0,,0.0,20362000.0,10103000.0,114771000.0,555000.0,555000.0,781000.0,870000.0,-9000.0,-854.82762,1934000.0,0.094981,113957000.0,23502000.0,932000.0,137469000.0,-9000.0,-9000.0
IE.MI,2022-12-31,12M,EUR,116985000.0,24272000.0,0.15,25205000.0,117600000.0,615000.0,24272000.0,0.15,3476000.0,5646000.0,125361000.0,,117224000.0,2265000.0,1108000.0,1108000.0,127000.0,127000.0,-48000.0,3476000.0,3476000.0,3524000.0,3476000.0,3476000.0,3524000.0,-2533000.0,-2533000.0,128619000.0,6006011.458792,105209000.0,12015000.0,142429000.0,-17929000.0,,0.0,4538000.0,25205000.0,119715000.0,,509000.0,,,-2265000.0,-727988.541208,1014000.0,0.223446,130414000.0,9750000.0,1552000.0,142429000.0,-3258000.0,-3258000.0
IE.MI,2023-06-30,TTM,EUR,,24327500.0,0.03321,,,,35260702.0,0.03321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE.MI,2023-12-31,12M,EUR,130452000.0,24261000.0,0.2,21502000.0,131360000.0,908000.0,24261000.0,0.2,4749000.0,11059000.0,142640000.0,,121593000.0,4016000.0,3635000.0,3635000.0,886000.0,886000.0,0.0,4749000.0,4749000.0,4749000.0,4749000.0,4749000.0,4749000.0,-3439000.0,-3439000.0,146516000.0,7228407.866379,107140000.0,14453000.0,143095000.0,-28867000.0,,0.0,7424000.0,21502000.0,131581000.0,,495000.0,,,-4016000.0,-1396592.133621,2675000.0,0.360318,128642000.0,10437000.0,690000.0,143095000.0,-3876000.0,-3876000.0
IE.MI,2023-12-31,TTM,EUR,130452000.0,24261000.0,0.2,21502000.0,131360000.0,908000.0,24261000.0,0.2,4749000.0,11059000.0,142640000.0,,121593000.0,4016000.0,3635000.0,3635000.0,886000.0,886000.0,0.0,4749000.0,4749000.0,4749000.0,4749000.0,4749000.0,4749000.0,-3439000.0,-3439000.0,146516000.0,7228407.866379,107140000.0,14453000.0,143095000.0,-28867000.0,,0.0,7424000.0,21502000.0,131581000.0,,495000.0,,,-4016000.0,-1396592.133621,2675000.0,0.360318,128642000.0,10437000.0,690000.0,143095000.0,-3876000.0,-3876000.0
