symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,DeferredTax,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFO,InvestingCashFlow,NetIncome,NetIncomeFromContinuingOperations,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfPPE,SaleOfPPE,TaxesRefundPaid
LDO.MI,2022-12-31,3M,EUR,,,-2000000.0,,,,,,-2000000.0,,,,,,,,,,,,,,741000000.0,,,,,,,,,,
LDO.MI,2023-03-31,3M,EUR,,,,,,,,,,,,,,,9000000.0,,,,,,9000000.0,9000000.0,,-12000000.0,,,251000000.0,,,,,,
LDO.MI,2023-06-30,3M,EUR,1070000000.0,,,13000000.0,,,,264000000.0,,,,,4000000.0,1087000000.0,,-148000000.0,,37000000.0,160000000.0,,,,,,,148000000.0,,,,,,,
LDO.MI,2023-09-30,3M,EUR,1087000000.0,,-1000000.0,-190000000.0,,,,-190000000.0,-1000000.0,,,,-2000000.0,895000000.0,-80000000.0,553000000.0,,-367000000.0,93000000.0,,,,-79000000.0,-615000000.0,,257000000.0,,,,,,,
LDO.MI,2023-12-31,3M,EUR,895000000.0,,0.0,1526000000.0,,,,1526000000.0,0.0,,,,-14000000.0,2407000000.0,-11000000.0,557000000.0,,198000000.0,380000000.0,,,,8000000.0,931000000.0,,1339000000.0,,,,,,,
LDO.MI,2024-03-31,3M,EUR,1511000000.0,,,-437000000.0,,,,-437000000.0,,,,,-4000000.0,1070000000.0,255000000.0,-688000000.0,,-4000000.0,447000000.0,,255000000.0,255000000.0,,-4000000.0,,-688000000.0,,,,,,,
LDO.MI,2024-06-30,3M,EUR,1070000000.0,,,-919000000.0,,,,-919000000.0,,,,,20000000.0,1067000000.0,-1116000000.0,48000000.0,,-195000000.0,79000000.0,,-855000000.0,-855000000.0,,147000000.0,,392000000.0,,,,,,,
LDO.MI,2024-06-30,TTM,EUR,1087000000.0,-830000000.0,-176000000.0,-20000000.0,-661000000.0,583000000.0,-450000000.0,-20000000.0,-176000000.0,166000000.0,434000000.0,622000000.0,0.0,1067000000.0,-952000000.0,470000000.0,-173000000.0,-368000000.0,988000000.0,1042000000.0,-619000000.0,-619000000.0,-157000000.0,459000000.0,-827000000.0,1300000000.0,,-30000000.0,32000000.0,316000000.0,-830000000.0,3000000.0,-156000000.0
