symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
IOT.MI,2020-12-31,12M,EUR,107368974.0,0.037609,46802000.0,5507000.0,5507000.0,107368974.0,0.037609,4038000.0,6323000.0,11830000.0,50000.0,29825000.0,221000.0,221000.0,11000.0,11000.0,-1438000.0,4038000.0,4038000.0,5476000.0,4038000.0,4038000.0,5476000.0,-462000.0,-462000.0,11845000.0,4051461.160275,22535000.0,7290000.0,76627000.0,1522000.0,0.0,6102000.0,46802000.0,5507000.0,,50000.0,-15000.0,-1538.839725,626000.0,0.102589,69337000.0,7275000.0,252000.0,76627000.0,-15000.0,-15000.0,15000.0
IOT.MI,2021-12-31,12M,EUR,73087000.0,0.06,71960000.0,9151000.0,9151000.0,75392000.0,0.06,4149000.0,8377000.0,17528000.0,80000.0,41698000.0,809000.0,809000.0,51000.0,51000.0,-2351000.0,4149000.0,4149000.0,6500000.0,4149000.0,4149000.0,6500000.0,-1346000.0,-1346000.0,17584000.0,4197097.251586,32119000.0,9579000.0,113658000.0,474000.0,0.0,7568000.0,71960000.0,9151000.0,943000.0,80000.0,-56000.0,-7902.748414,1068000.0,0.141121,104079000.0,9525000.0,588000.0,113658000.0,-56000.0,-56000.0,56000.0
IOT.MI,2022-12-31,12M,EUR,113472000.0,0.1,124952000.0,18653000.0,18653000.0,118638000.0,0.09,11039000.0,18531000.0,37184000.0,80000.0,77507000.0,1467000.0,1467000.0,315000.0,315000.0,-3530000.0,11039000.0,11039000.0,14570000.0,11039000.0,11039000.0,14570000.0,-4951000.0,-4951000.0,37238000.0,11085107.594937,55833000.0,21674000.0,202459000.0,3124000.0,0.0,17064000.0,124952000.0,18653000.0,1849000.0,80000.0,-54000.0,-7892.405063,2494000.0,0.146156,180785000.0,21620000.0,3799000.0,202459000.0,-54000.0,-54000.0,54000.0
IOT.MI,2023-09-30,TTM,EUR,120653250.0,0.1,,,,138763446.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOT.MI,2023-12-31,12M,EUR,128267000.0,0.09,118724000.0,20435000.0,20435000.0,132997000.0,0.09,11864000.0,27816000.0,48251000.0,82000.0,91320000.0,8582000.0,8582000.0,4433000.0,4433000.0,-2766000.0,11864000.0,11864000.0,14631000.0,11864000.0,11864000.0,14631000.0,-5339000.0,-5339000.0,48279000.0,11885299.157741,66733000.0,24587000.0,210044000.0,4159000.0,0.0,19234000.0,118724000.0,20435000.0,2513000.0,82000.0,-28000.0,-6700.842259,4603000.0,0.239316,185457000.0,24559000.0,1190000.0,210044000.0,-28000.0,-28000.0,28000.0
IOT.MI,2023-12-31,TTM,EUR,131822222.0,0.09,,,,131822222.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOT.MI,2024-03-31,TTM,EUR,132453219.0,0.068702,112886000.0,21142000.0,21142000.0,132453219.0,0.068702,9393000.0,24938000.0,46080000.0,,89817000.0,,,,,-2418000.0,9393000.0,9393000.0,11812000.0,9393000.0,9393000.0,11812000.0,-5352000.0,-5352000.0,46108000.0,9412860.445565,68108000.0,21709000.0,202703000.0,,0.0,16653000.0,112886000.0,21142000.0,,,,-8139.554435,4841000.0,0.290698,180994000.0,21681000.0,,202703000.0,-28000.0,-28000.0,
