symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFO,InterestReceivedCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfBusiness,RepaymentOfDebt,RepurchaseOfCapitalStock,StockBasedCompensation,TaxesRefundPaid
IOT.MI,2022-12-31,3M,EUR,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,3525000.0,,,,,0.0,,,,,
IOT.MI,2023-03-31,3M,EUR,39586000.0,-4739000.0,-3110000.0,-89000.0,-575000.0,-990000.0,-8504000.0,-10158000.0,-3110000.0,266000.0,0.0,1439000.0,4657000.0,4657000.0,-427000.0,36049000.0,159000.0,-3326000.0,-588000.0,61000.0,-4682000.0,266000.0,,,-33000.0,0.0,266000.0,-27000.0,2564000.0,3254000.0,-3700000.0,58000.0,507000.0,-33000.0,-140000.0,-1000.0,-1039000.0,540000.0,1413000.0,,2004000.0,106000.0,0.0,0.0,-33000.0,0.0,396000.0,0.0
IOT.MI,2023-06-30,3M,EUR,36049000.0,-3842000.0,40493000.0,1546000.0,-3201000.0,-1372000.0,-4987000.0,-8014000.0,40494000.0,64727000.0,0.0,2399000.0,4847000.0,4847000.0,-711000.0,75831000.0,40140000.0,411000.0,-2313000.0,1258000.0,-3899000.0,64727000.0,,,-17037000.0,0.0,64727000.0,-973000.0,5654000.0,6797000.0,-3593000.0,-58000.0,-17577000.0,-17037000.0,-6615000.0,,-249000.0,,4253000.0,,732000.0,-25000.0,0.0,0.0,-17037000.0,0.0,273000.0,-1307000.0
IOT.MI,2023-09-30,3M,EUR,75831000.0,-8273000.0,-3804000.0,1081000.0,-1993000.0,-8539000.0,5199000.0,-4252000.0,-3805000.0,-337000.0,0.0,877000.0,4974000.0,4974000.0,603000.0,72630000.0,-2096000.0,-1869000.0,-459000.0,32000.0,-8113000.0,-337000.0,0.0,0.0,-209000.0,0.0,-337000.0,-91000.0,1447000.0,2439000.0,-3733000.0,162000.0,-209000.0,-209000.0,-4058000.0,-2000.0,-4540000.0,,6404000.0,,2080000.0,156000.0,0.0,0.0,-209000.0,0.0,481000.0,-12000.0
IOT.MI,2023-12-31,3M,EUR,72630000.0,-2853000.0,2855000.0,-5089000.0,4166000.0,2455000.0,6633000.0,8165000.0,2855000.0,10000.0,0.0,-112000.0,5957000.0,5957000.0,-669000.0,74816000.0,-7468000.0,10768000.0,-6195000.0,2348000.0,-3298000.0,10000.0,,,-3500000.0,0.0,10000.0,1077000.0,2199000.0,2141000.0,-5722000.0,-446000.0,-14311000.0,-3500000.0,10641000.0,,2869000.0,,13621000.0,,544000.0,148000.0,,0.0,-3500000.0,0.0,1523000.0,-1539000.0
IOT.MI,2024-03-31,3M,EUR,74816000.0,-5993000.0,-4202000.0,-3887000.0,-69000.0,1270000.0,-4955000.0,-7641000.0,-4201000.0,,-1000.0,1677000.0,5364000.0,5364000.0,226000.0,70840000.0,-860000.0,-3535000.0,-361000.0,65000.0,-5799000.0,,,,-942000.0,0.0,-1000.0,-336000.0,93000.0,435000.0,-4626000.0,193000.0,-232000.0,-942000.0,2000.0,1000.0,-1367000.0,710000.0,2458000.0,-1000.0,2017000.0,104000.0,,0.0,-942000.0,-1000.0,1070000.0,0.0
IOT.MI,2024-03-31,TTM,EUR,36049000.0,-20961000.0,35342000.0,-6349000.0,-1097000.0,-6186000.0,1890000.0,-11742000.0,35343000.0,,-1000.0,4841000.0,21142000.0,21142000.0,-551000.0,71392000.0,29716000.0,5774000.0,-9328000.0,3703000.0,-21108000.0,,,,-21688000.0,0.0,64399000.0,-323000.0,9393000.0,11812000.0,-17674000.0,-149000.0,-32329000.0,-21688000.0,-30000.0,,-3287000.0,-10641000.0,26735000.0,,5373000.0,383000.0,,0.0,-21688000.0,-1000.0,3347000.0,-2858000.0
