symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFO,InterestReceivedCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,StockBasedCompensation,TaxesRefundPaid
IOT.MI,2019-12-31,12M,EUR,,,,,,187000.0,,,,,3430000.0,,,,,,,,,,,,3430000.0,,,,,,,,,,,,,,,,,,,,653000.0,,-4143000.0,0.0,-4073000.0,,,0.0,94000.0,0.0,,
IOT.MI,2020-12-31,12M,EUR,16598000.0,-8729000.0,7511000.0,-4607000.0,-153000.0,1294000.0,-1218000.0,2347000.0,-3631000.0,7511000.0,9000.0,0.0,626000.0,5507000.0,5507000.0,-431000.0,23678000.0,10771000.0,1477000.0,-472000.0,11000.0,-13466000.0,9000.0,16500000.0,16500000.0,-5444000.0,-4857000.0,9000.0,712000.0,4038000.0,5476000.0,-7384000.0,120000.0,11334000.0,11056000.0,,-1345000.0,278000.0,10206000.0,,461000.0,333000.0,830000.0,-4857000.0,-7384000.0,0.0,-1352000.0,-5444000.0,0.0,0.0,120000.0,7000.0,1623000.0,-1102000.0
IOT.MI,2021-12-31,12M,EUR,23678000.0,-13653000.0,34524000.0,-15945000.0,-381000.0,,21495000.0,-11516000.0,-6347000.0,34524000.0,87227000.0,-3690000.0,1068000.0,9151000.0,9151000.0,623000.0,58825000.0,164720000.0,-40000.0,-936000.0,51000.0,-143809000.0,87227000.0,124300000.0,124300000.0,-43080000.0,-128600000.0,83537000.0,611000.0,4149000.0,6500000.0,-11607000.0,-1556000.0,82035000.0,81220000.0,-100000.0,-2046000.0,815000.0,13613000.0,,1347000.0,31000.0,0.0,-128600000.0,,,,-43080000.0,-3690000.0,,,,3182000.0,-1604000.0
IOT.MI,2022-12-31,12M,EUR,58825000.0,-18271000.0,-18726000.0,-21592000.0,-2978000.0,,4988000.0,-12445000.0,-32027000.0,-18726000.0,,-6056000.0,2494000.0,18653000.0,18653000.0,-512000.0,39587000.0,-7064000.0,-11509000.0,-4331000.0,315000.0,-18424000.0,,0.0,0.0,-9362000.0,0.0,-6056000.0,-395000.0,11039000.0,14570000.0,-14295000.0,-153000.0,640000.0,-9362000.0,-230000.0,-3976000.0,10002000.0,6762000.0,-1000.0,4951000.0,137000.0,0.0,0.0,,,,-9362000.0,-6056000.0,,,,2115000.0,-113000.0
IOT.MI,2023-12-31,12M,EUR,39586000.0,-19707000.0,36434000.0,-2551000.0,-1603000.0,,-8446000.0,-1659000.0,-14259000.0,36434000.0,64666000.0,0.0,4603000.0,20435000.0,20435000.0,-1204000.0,74816000.0,30735000.0,5983000.0,-9555000.0,3699000.0,-19991000.0,64666000.0,0.0,0.0,-20779000.0,0.0,64666000.0,-14000.0,11864000.0,14631000.0,-16748000.0,-284000.0,-31590000.0,-20779000.0,-172000.0,-2959000.0,-10811000.0,25690000.0,,5360000.0,385000.0,,0.0,,,,-20779000.0,0.0,,,,2673000.0,-2858000.0
IOT.MI,2024-03-31,TTM,EUR,36049000.0,-20961000.0,35342000.0,-6349000.0,-1097000.0,,-6186000.0,1890000.0,-11742000.0,35343000.0,,-1000.0,4841000.0,21142000.0,21142000.0,-551000.0,71392000.0,29716000.0,5774000.0,-9328000.0,3703000.0,-21108000.0,,,,-21688000.0,0.0,64399000.0,-323000.0,9393000.0,11812000.0,-17674000.0,-149000.0,-32329000.0,-21688000.0,-30000.0,-3287000.0,-10641000.0,26735000.0,,5373000.0,383000.0,,0.0,,,,-21688000.0,-1000.0,,,,3347000.0,-2858000.0
