symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CapitalExpenditureReported,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnSaleOfPPE,InterestPaidCFF,InterestReceivedCFI,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfPPE,RepaymentOfDebt,SaleOfBusiness,SaleOfPPE,TaxesRefundPaid
MON.MI,2019-12-31,12M,EUR,,,-1420000.0,,,,-617000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MON.MI,2020-06-30,TTM,EUR,15214000.0,-1683000.0,-1683000.0,2130000.0,524000.0,-2839000.0,,-1544000.0,7387000.0,7452000.0,2130000.0,,10187000.0,10187000.0,17344000.0,-8133000.0,8851000.0,-1252000.0,-4555000.0,68000.0,-271000.0,,24075000.0,24075000.0,-24026000.0,401000.0,,,-10380000.0,49000.0,49000.0,-315000.0,1361000.0,10534000.0,4956000.0,,,-50000.0,,-24026000.0,451000.0,1361000.0,-1795000.0
MON.MI,2020-12-31,12M,EUR,15298000.0,-1853000.0,,2912000.0,167000.0,-3164000.0,-1507000.0,-3184000.0,6995000.0,2471000.0,2912000.0,0.0,9899000.0,9899000.0,18210000.0,1438000.0,1417000.0,-56000.0,-2817000.0,71000.0,-1796000.0,0.0,17199000.0,17199000.0,-10001000.0,220000.0,0.0,-8515000.0,-10810000.0,7198000.0,7198000.0,-641000.0,-1734000.0,3270000.0,2746000.0,-3164000.0,1701000.0,-50000.0,-1853000.0,-10001000.0,270000.0,119000.0,-92000.0
MON.MI,2021-12-31,12M,EUR,18210000.0,-1921000.0,,-3666000.0,-151000.0,3201000.0,3201000.0,4418000.0,-3306000.0,4162000.0,-3666000.0,108000.0,9263000.0,9263000.0,14544000.0,-8046000.0,2806000.0,-701000.0,-4931000.0,79000.0,-347000.0,108000.0,2973000.0,2973000.0,-3324000.0,-20000.0,108000.0,-3335000.0,-2372000.0,-351000.0,-351000.0,181000.0,-1121000.0,4727000.0,3744000.0,-5922000.0,-3115000.0,-20000.0,-1921000.0,-3324000.0,0.0,800000.0,-582000.0
MON.MI,2022-12-31,12M,EUR,14544000.0,-2321000.0,,-2685000.0,-1296000.0,-8618000.0,,198000.0,-805000.0,-10521000.0,-2685000.0,0.0,8327000.0,8327000.0,11859000.0,-11175000.0,-2790000.0,-436000.0,-5443000.0,47000.0,8959000.0,0.0,22960000.0,22960000.0,-25733000.0,-93000.0,0.0,314000.0,1152000.0,-2773000.0,-2773000.0,-347000.0,9099000.0,-469000.0,5125000.0,-633000.0,-3203000.0,-93000.0,-2321000.0,-25733000.0,0.0,11420000.0,-496000.0
MON.MI,2023-12-31,12M,EUR,11859000.0,-3639000.0,,389000.0,1190000.0,580000.0,,82000.0,1044000.0,2896000.0,389000.0,48000.0,7938000.0,7938000.0,12248000.0,-9625000.0,10356000.0,-52000.0,-6483000.0,170000.0,-3981000.0,48000.0,1015000.0,1015000.0,-1020000.0,7000.0,48000.0,-1741000.0,-1057000.0,-5000.0,-5000.0,-919000.0,-3279000.0,13995000.0,6710000.0,-2809000.0,610000.0,-49000.0,-3639000.0,-1020000.0,56000.0,360000.0,-241000.0
MON.MI,2024-03-31,TTM,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1788000.0,,,,,,,,,,,,,,,
