symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RestructuringAndMergernAcquisition,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
MON.MI,2019-12-31,12M,EUR,,,,,,,,,,,,14656000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MON.MI,2020-06-30,TTM,EUR,288000.0,,,12479000.0,,,,,,,,15467000.0,144524000.0,,4421000.0,4421000.0,144000.0,144000.0,,,,,,,,,,,,,,,601000.0,,-699000.0,,,12479000.0,,,10141000.0,25608000.0,-645000.0,,,,,,-104000.0,,-645000.0,-645000.0,875000.0
MON.MI,2020-12-31,12M,EUR,255000.0,203812736.0,-0.0418,10426000.0,9430000.0,9175000.0,203812736.0,-0.0418,-8515000.0,-6218000.0,3681000.0,,133075000.0,469000.0,4592000.0,4592000.0,89000.0,89000.0,-124000.0,-8515000.0,-8515000.0,-8391000.0,-8515000.0,-8515000.0,-8391000.0,-4423000.0,-4423000.0,4669000.0,-7748088.991674,139181000.0,-6106000.0,143501000.0,708000.0,64803000.0,-56000.0,0.0,-10810000.0,10426000.0,9899000.0,,8958000.0,8958000.0,-988000.0,-221088.991674,-2419000.0,0.223774,149607000.0,-5811000.0,-80000.0,143501000.0,-988000.0,-988000.0,575000.0
MON.MI,2021-12-31,12M,EUR,305000.0,203812736.0,-0.0164,11378000.0,9191000.0,8886000.0,203812736.0,-0.0164,-3335000.0,2544000.0,11807000.0,,136941000.0,72000.0,4916000.0,4916000.0,36000.0,36000.0,-191000.0,-3335000.0,-3335000.0,-3144000.0,-3335000.0,-3335000.0,-3144000.0,-4669000.0,-4669000.0,11439000.0,-3614680.0,135484000.0,1457000.0,148319000.0,472000.0,61464000.0,-690000.0,0.0,-2372000.0,11378000.0,9263000.0,,10871000.0,10871000.0,368000.0,88320.0,772000.0,0.24,146862000.0,2547000.0,-211000.0,148319000.0,368000.0,368000.0,250000.0
MON.MI,2022-12-31,12M,EUR,447000.0,203812736.0,0.0015,17024000.0,8327000.0,7880000.0,203812736.0,0.0015,314000.0,6325000.0,14652000.0,,139821000.0,0.0,5173000.0,5173000.0,38000.0,38000.0,-234000.0,314000.0,314000.0,548000.0,314000.0,314000.0,548000.0,-5022000.0,-5022000.0,18193000.0,3005160.0,130705000.0,9116000.0,156845000.0,599000.0,61887000.0,-441000.0,0.0,1152000.0,17024000.0,8327000.0,3766000.0,11021000.0,11021000.0,-3541000.0,-849840.0,604000.0,0.24,147729000.0,6390000.0,-113000.0,156845000.0,-3541000.0,-3541000.0,216000.0
MON.MI,2023-09-30,TTM,EUR,,,-0.001893,,,,,-0.001893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MON.MI,2023-12-31,12M,EUR,882000.0,203812736.0,-0.0085,16418000.0,7925000.0,7043000.0,203812736.0,-0.0085,-1741000.0,5130000.0,13068000.0,,130411000.0,13000.0,6187000.0,6187000.0,150000.0,150000.0,-151000.0,-1741000.0,-1741000.0,-1590000.0,-1741000.0,-1741000.0,-1590000.0,-6510000.0,-6510000.0,15721000.0,275280.0,122682000.0,7729000.0,146829000.0,377000.0,55447000.0,-58000.0,0.0,-1057000.0,16418000.0,7938000.0,2698000.0,11280000.0,11280000.0,-2653000.0,-636720.0,533000.0,0.24,139100000.0,5453000.0,473000.0,146829000.0,-2653000.0,-2653000.0,0.0
MON.MI,2023-12-31,TTM,EUR,,,-0.008542,,,,,-0.008542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MON.MI,2024-03-31,TTM,EUR,,203812736.0,-0.008731,14466000.0,8146000.0,7264000.0,203812736.0,-0.008731,-1788000.0,5398000.0,13544000.0,,129498000.0,,,,,,-160000.0,-1788000.0,-1788000.0,-1628000.0,-1788000.0,-1788000.0,-1628000.0,-6780000.0,-6780000.0,16197000.0,-196200.0,121501000.0,7997000.0,143964000.0,,,,0.0,-1059000.0,14466000.0,8146000.0,,,,,-1061200.0,569000.0,0.4,135967000.0,5721000.0,,143964000.0,-2653000.0,-2653000.0,
