asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FixedAssetsRevaluationReserve,FreeCashFlow,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermEquityInvestment,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfInvestment,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,1821511.0,2303159.0,-21762.0,0.0,153012.0,,2755000.0,0.399978,4841.0,-4091391.0,80000.0,126749.0,126749.0,,,484236.0,121908.0,,-1118976.0,1480592.0,-1360554.0,-514702.0,121908.0,80000.0,1365818.0,24766.0,,449044.0,5056376.0,2853970.0,2853970.0,,7497506.0,581648.0,171117.0,171117.0,171117.0,18105.0,7218.0,2755000.0,0.399978,1101940.0,1734146.0,1905263.0,126749.0,,,683507.0,,,-2584960.0,-527000.0,17223.0,,4280415.0,140185.0,3490255.0,,,50558.0,50558.0,1000.0,1000.0,-49228.0,,4826269.0,-2068030.0,32514.0,,24766.0,659000.0,606481.0,606481.0,659000.0,,53852.0,,,,24766.0,3333702.0,1101940.0,1101940.0,1101940.0,1101940.0,1101940.0,1101940.0,1101940.0,-3988217.0,-49228.0,19940.0,373236.0,659000.0,-49228.0,285505.0,2003421.0,118423.0,-103174.0,373236.0,-2914597.0,,,1905263.0,1101940.0,1506431.0,1757439.0,1732816.0,3939299.0,2755000.0,,110352.0,4280415.0,49228.0,-1000.0,,17223.0,292623.0,86333.0,2609130.0,,0.0,2631484.0,8037.0,301072.0,,1683588.0,,8037.0,-3988217.0,,-103174.0,,449044.0,171117.0,167434.0,167434.0,,1289793.0,19940.0,17223.0,2755000.0,,1365818.0,-2914597.0,0.0,581648.0,0.3455,17338.0,153882.0,9487728.0,1972299.0,3460451.0,1365818.0,2206483.0,8121910.0,4431352.0,624404.0,-1330.0,3939299.0,809973.0,,,10705.0,,-2441130.0,
2020-12-31,12M,EUR,5150203.0,2905309.0,-54587.0,2447415.0,324368.0,,2604000.0,0.81843,126749.0,-10644786.0,104160.0,280307.0,280307.0,,,3025403.0,153558.0,,-3277785.0,3329192.0,-602150.0,2474660.0,153558.0,104160.0,5965469.0,2468462.0,,1602332.0,9488007.0,1341577.0,1341577.0,,15137820.0,804185.0,367263.0,367263.0,367263.0,42895.0,10331.0,2604000.0,0.81843,2131191.0,3033821.0,3401084.0,280309.0,15497000.0,,5182666.0,,,-5028585.0,,155224.0,,14565673.0,165272.0,4953501.0,,,98445.0,98445.0,10000.0,10000.0,-88445.0,,10399474.0,-10645309.0,52387.0,,2468462.0,,3092428.0,3092428.0,,,53852.0,15624000.0,,,2468462.0,4153698.0,2131191.0,2131191.0,2131191.0,2131191.0,2131191.0,2131191.0,2131191.0,-10609625.0,-88445.0,-19873.0,247607.0,,-88445.0,2466597.0,19350.0,110685.0,-35161.0,247607.0,-8600204.0,,,3401084.0,2131191.0,5616201.0,1929680.0,3023821.0,6555833.0,2604000.0,2.0,61699.0,14565673.0,88445.0,,-2.0,155224.0,480390.0,111420.0,5581219.0,,0.0,6582666.0,17505.0,506322.0,,2935376.0,,17505.0,-10609625.0,-19873.0,-35161.0,,1602332.0,367263.0,118260.0,118260.0,,3408225.0,,155224.0,2604000.0,,5965469.0,-8600204.0,0.0,804185.0,0.274,721172.0,-181673.0,24216752.0,9057897.0,4434005.0,5965470.0,3532012.0,18251282.0,14728745.0,3113462.0,,6555833.0,1432463.0,,,10705.0,,-5649813.0,
2021-12-31,12M,EUR,30077305.0,31049764.0,,7431615.0,5462733.0,95675.0,3778166.0,0.139678,,,142460.0,1221394.0,1221480.0,1208369.0,1221394.0,,,,,,,,,142460.0,11769467.0,,13064.0,7729051.0,41408265.0,2312087.0,2312087.0,0.0,60751039.0,,,,5495089.0,32356.0,5658.0,3778166.0,0.139678,527727.0,1497136.0,6992225.0,,24689515.0,0.0,,0.0,0.0,,,267330.0,4374448.0,40064281.0,2036375.0,12324014.0,0.0,0.0,327341.0,327341.0,0.0,0.0,,159990.0,22980323.0,,95675.0,0.0,,,8898769.0,8898769.0,,0.0,1035927.0,22668996.0,553604.0,0.0,,9989462.0,527727.0,527727.0,527727.0,527727.0,527727.0,,527727.0,,-327341.0,,,,-327341.0,,,2036375.0,,,-28294814.0,0.0,744643.0,7044047.0,567111.72,,10774411.0,1549603.0,20053065.0,3778166.0,,138690.0,35689833.0,,1.0,,267329.0,6354983.0,960316.0,5940892.0,86.0,0.0,39143915.0,,812210.0,441163.0,1169795.0,27068.0,,,,,107630.0,7729051.0,5495089.0,167122.0,167122.0,51822.0,3931120.0,,267330.0,3778166.0,-51822.0,11769467.0,-28294814.0,-12437.28,642068.0,0.24,2594976.0,,83624947.0,20668236.0,11210856.0,12323071.0,18503462.0,71301876.0,42216681.0,10550837.0,,20053065.0,2711627.0,-51822.0,-51822.0,901767.0,52360.0,-19342774.0,0.0
2022-12-31,12M,EUR,8553464.0,6651448.0,,10931526.0,11614209.0,80310.0,4356734.0,-1.908444,1221394.0,-5190542.0,174269.0,688681.0,715538.0,678093.0,688681.0,-12011407.0,-532713.0,32730.0,-3831479.0,-20776697.0,24398316.0,-12188537.0,-532713.0,174269.0,6341584.0,66852.0,2500.0,10660884.0,17723683.0,8600520.0,8600520.0,,33969762.0,51698.0,12206338.0,12206338.0,12206338.0,592129.0,0.0,4356734.0,-1.908444,-8314583.0,-7855950.0,4350388.0,688681.0,23509994.0,0.0,6719094.0,0.0,,-6709091.0,,,3937003.0,28661693.0,2131935.0,11657644.0,120600.0,4291232.0,549494.0,549494.0,2834.0,2834.0,,127260.0,21322490.0,-5733258.0,80310.0,86.0,66852.0,,6380386.0,6380386.0,,86.0,1074572.0,10107622.0,588647.0,142559.0,66852.0,14292225.0,-8314583.0,-8314583.0,-8457142.0,-8314583.0,-8314583.0,-8457142.0,-8457142.0,-4978921.0,-546660.0,-542716.0,6652242.0,,-546660.0,,,2131935.0,-211621.0,6652242.0,-22320109.0,0.0,1050401.0,10883353.0,-3349529.6,-1518549.0,12974493.0,-1316849.0,22318528.0,4356734.0,,3041461.0,24724690.0,2532644.0,,1.0,1406704.0,3922020.0,1029682.0,3741369.0,26857.0,0.0,14961751.0,,822527.0,651936.0,-8405444.0,25181.0,307095.0,-4978921.0,-542716.0,-211621.0,63112.0,10660884.0,12206338.0,2259716.0,2259716.0,307095.0,-4533622.0,,,4356734.0,-6532965.0,6341584.0,-22320109.0,-1567911.6,51698.0,0.24,5715532.0,,48618054.0,12721970.0,14980906.0,6930230.0,23635377.0,41687824.0,30894371.0,7718062.0,,22318528.0,2486267.0,-6532965.0,-6532965.0,287274.0,64148.0,-16246079.0,1934638.0
