Millenium,2023,2022,2021,2020,2019
Prodotto netto bancario,666.570,489.732,440.644,395.241,389.785
Oneri generali d'esercizio,395.444,329.431,273.882,267.243,252.722
Risultato di gestione lordo,271.126,160.301,148.751,109.530,117.882
Costo del rischio,-66.955,-50.337,-88.181,-77.986,-59.579
Risultato di gestione,204.171,109.964,60.570,31.544,58.303
Risultato delle aziende associate al bilancio di Gruppo,192,-16,,,
Risultato corrente ante imposte,204.203,109.894,60.447,31.544,57.676
Utile netto,240.361,81.463,54.901,23.690,40.156
Utile netto: quota del gruppo,240.361,81.463,54.901,23.690,40.156
Chiusura esercizio fiscale,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Durata esercizio fiscale (mesi),12,12,12,12,12
Valuta e unità di misura,EUR - migliaia,EUR - migliaia,EUR - migliaia,EUR - migliaia,EUR - migliaia
Principi Contabili,IFRS,IFRS,IFRS,IFRS,IFRS
