Millenium,2023,2022,2021,2020,2019
Fatturato,22.646.899,28.141.296,18.365.005,16.298.883,16.675.030
Acquisti consumati,14.407.871,22.034.770,12.578.301,10.179.255,11.672.501
Spese per il personale,3.310.420,2.863.670,2.542.267,2.134.833,1.809.091
Risultato d'esercizio,1.185.110,-442.599,524.269,1.236.042,987.452
Imposte sugli utili,142.072,0,42.320,325.160,255.741
Utile netto,511.940,-799.201,238.408,694.642,517.678
Utile netto: quota del gruppo,511.940,-799.201,238.408,694.642,517.678
Chiusura esercizio fiscale,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Durata esercizio fiscale (mesi),12,12,12,12,12
Valuta e unità di misura,EUR - unità,EUR - unità,EUR - unità,EUR - unità,EUR - unità
Principi Contabili,Local GAAP,Local GAAP,Local GAAP,Local GAAP,Local GAAP
