symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentProperties,InvestmentsinAssociatesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherIntangibleAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,WorkInProcess,WorkingCapital
BC.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,150000.0,,,7045000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247000.0,,,,9120000.0,,4667000.0,,,,,,,,,,,,,,,,,,,
BC.MI,2020-12-31,12M,EUR,91412000.0,78871000.0,-394670000.0,57915000.0,-2278000.0,930642000.0,512368000.0,13600000.0,72834000.0,72834000.0,72297000.0,537000.0,13600000.0,258969000.0,3565000.0,389110000.0,75412000.0,105007000.0,180419000.0,310813000.0,217000.0,,168645000.0,7045000.0,19181000.0,81149000.0,1015121000.0,4935000.0,,208347000.0,424109000.0,4179000.0,,7280000.0,436956000.0,60133000.0,497089000.0,,937000.0,13645000.0,2135000.0,92306000.0,620451000.0,239788000.0,,60000.0,35368000.0,6402000.0,3108000.0,11039000.0,68000000.0,12136000.0,60000.0,23972000.0,59989000.0,14508000.0,,124794000.0,,5571000.0,0.0,34032000.0,-33216000.0,68000000.0,258969000.0,239788000.0,3871000.0,1079730000.0,319102000.0,677508000.0,261104000.0,818626000.0,690620000.0,507813000.0,9410000.0,,5670000.0,78297000.0
BC.MI,2021-12-31,12M,EUR,102654000.0,72809000.0,-490483000.0,57915000.0,-3249000.0,1057353000.0,549363000.0,13600000.0,98003000.0,98083000.0,97451000.0,552000.0,13600000.0,316141000.0,2142000.0,403697000.0,79610000.0,43375000.0,122985000.0,286687000.0,0.0,125000.0,185758000.0,7045000.0,20115000.0,76058000.0,1161484000.0,161000.0,-31620000.0,199266000.0,434370000.0,6593000.0,0.0,7974000.0,469753000.0,74854000.0,544607000.0,0.0,2400000.0,15686000.0,6259000.0,20226000.0,671001000.0,296026000.0,0.0,788000.0,49546000.0,8575000.0,3044000.0,13538000.0,68000000.0,13070000.0,,23650000.0,78329000.0,27495000.0,80000.0,148039000.0,,1515000.0,0.0,36923000.0,53322000.0,68000000.0,316141000.0,296026000.0,1735000.0,1168501000.0,390995000.0,667592000.0,322400000.0,846101000.0,764804000.0,559414000.0,21735000.0,,8205000.0,117010000.0
BC.MI,2022-12-31,12M,EUR,137040000.0,76608000.0,-596133000.0,57915000.0,-3586000.0,1170180000.0,564997000.0,13600000.0,117400000.0,117508000.0,116272000.0,1128000.0,13600000.0,382543000.0,7623000.0,482343000.0,90066000.0,75006000.0,165072000.0,388505000.0,0.0,1101000.0,226502000.0,0.0,13970000.0,80194000.0,1304891000.0,6626000.0,-43486000.0,242844000.0,505186000.0,7223000.0,22083000.0,17303000.0,474931000.0,47637000.0,522568000.0,22083000.0,3015000.0,17388000.0,10433000.0,5243000.0,708758000.0,368573000.0,3000.0,383000.0,65337000.0,12478000.0,3060000.0,16540000.0,68000000.0,13970000.0,,27931000.0,92397000.0,20940000.0,108000.0,209578000.0,,1590000.0,0.0,47899000.0,80599000.0,68000000.0,382543000.0,368573000.0,13599000.0,1322988000.0,430180000.0,687640000.0,392976000.0,930012000.0,840645000.0,541507000.0,44607000.0,,11929000.0,93838000.0
BC.MI,2023-12-31,12M,EUR,166244000.0,78170000.0,-653953000.0,57915000.0,-5017000.0,1215467000.0,557895000.0,13600000.0,106944000.0,107827000.0,104826000.0,2118000.0,13600000.0,441791000.0,14579000.0,526350000.0,97498000.0,86943000.0,184441000.0,423778000.0,,243000.0,290074000.0,,13824000.0,83187000.0,1368040000.0,8711000.0,-78411000.0,287291000.0,553666000.0,10072000.0,13958000.0,22138000.0,460397000.0,24932000.0,485329000.0,13958000.0,3023000.0,19743000.0,11822000.0,4931000.0,714087000.0,427967000.0,0.0,209000.0,79503000.0,10256000.0,3672000.0,18571000.0,68000000.0,13824000.0,,32789000.0,96113000.0,26143000.0,883000.0,226118000.0,,1812000.0,0.0,61358000.0,114617000.0,68000000.0,441791000.0,427967000.0,13442000.0,1379880000.0,466723000.0,669770000.0,453613000.0,926267000.0,853530000.0,502489000.0,27085000.0,0.0,14270000.0,102572000.0
