symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
BC.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2964000.0,,,,,,,,,,,1268000.0
BC.MI,2020-12-31,12M,EUR,4550000.0,68000000.0,-0.48847,293763000.0,104284000.0,99734000.0,68000000.0,-0.48847,-33216000.0,-20862000.0,83422000.0,250250000.0,583000.0,12920000.0,12920000.0,45000.0,45000.0,-1147000.0,-33216000.0,-33216000.0,-32069000.0,-33216000.0,-33216000.0,-32069000.0,-15682000.0,-15682000.0,118897000.0,460417.5,229983000.0,20267000.0,544013000.0,8902000.0,,0.0,-33782000.0,293763000.0,104284000.0,17912000.0,3309000.0,-35668000.0,-1798582.5,-1713000.0,0.0507,523746000.0,-14818000.0,2807000.0,544013000.0,-35475000.0,-35475000.0,35085000.0
BC.MI,2021-12-31,12M,EUR,81320000.0,68000000.0,0.78415,381249000.0,116275000.0,34955000.0,68000000.0,0.78415,53322000.0,76056000.0,192331000.0,330930000.0,0.0,12030000.0,12030000.0,36000.0,36000.0,-2973000.0,53322000.0,53322000.0,56295000.0,53322000.0,53322000.0,56295000.0,-13649000.0,-13649000.0,197175000.0,57580844.8,248982000.0,81948000.0,712179000.0,9813000.0,-7500000.0,0.0,64026000.0,381249000.0,116275000.0,30562000.0,,-4912000.0,-585155.2,7731000.0,0.1208,630231000.0,77036000.0,1655000.0,712179000.0,-4844000.0,-4844000.0,4912000.0
BC.MI,2022-12-31,12M,EUR,6636000.0,68000000.0,1.18528,465608000.0,131945000.0,125309000.0,68000000.0,1.18528,80599000.0,138107000.0,270052000.0,454100000.0,8486000.0,14140000.0,14140000.0,193000.0,193000.0,-6606000.0,80599000.0,80599000.0,87205000.0,80599000.0,80599000.0,87205000.0,-21156000.0,-21156000.0,282255000.0,89183810.5,307485000.0,146615000.0,919708000.0,16491000.0,,0.0,123967000.0,465608000.0,131945000.0,38561000.0,3717000.0,-12203000.0,-3618189.5,36762000.0,0.2965,773093000.0,134412000.0,7209000.0,919708000.0,-12203000.0,-12203000.0,8486000.0
BC.MI,2023-06-30,TTM,EUR,,67991035.0,1.40899,,,,67991035.0,1.40899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC.MI,2023-12-31,12M,EUR,6836000.0,67991292.0,1.68576,587680000.0,138845000.0,132009000.0,67991292.0,1.68576,114617000.0,191713000.0,330558000.0,551740000.0,11320000.0,18372000.0,18372000.0,749000.0,749000.0,-9192000.0,114617000.0,114617000.0,123809000.0,114617000.0,114617000.0,123809000.0,-22187000.0,-22187000.0,346137000.0,125745079.7,348755000.0,202985000.0,1139420000.0,21569000.0,,0.0,173341000.0,587680000.0,138845000.0,50598000.0,4259000.0,-15579000.0,-4450920.3,49532000.0,0.2857,936435000.0,187406000.0,4564000.0,1139420000.0,-15579000.0,-15579000.0,
BC.MI,2023-12-31,TTM,EUR,6836000.0,67991109.0,1.68576,587680000.0,138845000.0,132009000.0,67991109.0,1.68576,114617000.0,191713000.0,330558000.0,551740000.0,11320000.0,18372000.0,18372000.0,749000.0,749000.0,-9192000.0,114617000.0,114617000.0,123809000.0,114617000.0,114617000.0,123809000.0,-22187000.0,-22187000.0,346137000.0,125745079.7,348755000.0,202985000.0,1139420000.0,21569000.0,,0.0,173341000.0,587680000.0,138845000.0,50598000.0,4259000.0,-15579000.0,-4450920.3,49532000.0,0.2857,936435000.0,187406000.0,4564000.0,1139420000.0,-15579000.0,-15579000.0,11320000.0
