asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentProperties,InvestmentsinAssociatesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherIntangibleAssets,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,WorkInProcess,WorkingCapital
2022-12-31,3M,EUR,137040000.0,76608000.0,-596133000.0,57915000.0,-3586000.0,1170180000.0,564997000.0,13600000.0,117400000.0,117508000.0,116272000.0,1128000.0,13600000.0,382543000.0,7623000.0,482343000.0,90066000.0,75006000.0,165072000.0,388505000.0,0.0,1101000.0,226502000.0,0.0,13970000.0,80194000.0,1304891000.0,6626000.0,-43486000.0,242844000.0,505186000.0,7223000.0,22083000.0,17303000.0,474931000.0,47637000.0,522568000.0,22083000.0,3015000.0,17388000.0,10433000.0,5243000.0,708758000.0,368573000.0,3000.0,383000.0,65337000.0,12478000.0,3060000.0,16540000.0,68000000.0,13970000.0,27931000.0,92397000.0,20940000.0,108000.0,209578000.0,1590000.0,0.0,47899000.0,80599000.0,68000000.0,382543000.0,368573000.0,13599000.0,1322988000.0,430180000.0,687640000.0,392976000.0,930012000.0,840645000.0,541507000.0,44607000.0,,11929000.0,93838000.0
2023-06-30,3M,EUR,141507000.0,75195000.0,-628049000.0,57915000.0,-4408000.0,1175002000.0,544255000.0,13600000.0,91261000.0,91405000.0,90604000.0,657000.0,13600000.0,390752000.0,10067000.0,475445000.0,96511000.0,90295000.0,186806000.0,395472000.0,,701000.0,267764000.0,,14186000.0,79603000.0,1319564000.0,10383000.0,-70133000.0,262758000.0,518441000.0,8257000.0,13444000.0,19184000.0,447744000.0,37394000.0,485138000.0,13444000.0,2719000.0,17890000.0,12633000.0,36428000.0,691515000.0,376566000.0,3000.0,134000.0,77580000.0,12756000.0,3010000.0,16929000.0,67952750.0,14186000.0,40099000.0,97421000.0,31063000.0,144000.0,198189000.0,1268000.0,0.0,52238000.0,61782000.0,68000000.0,390752000.0,376566000.0,519000.0,1302617000.0,428146000.0,671944000.0,403385000.0,899232000.0,827172000.0,503760000.0,16583000.0,47250.0,12889000.0,79973000.0
2023-12-31,3M,EUR,166244000.0,78170000.0,-653953000.0,57915000.0,-5017000.0,1215467000.0,557895000.0,13600000.0,106944000.0,107827000.0,104826000.0,2118000.0,13600000.0,441791000.0,14579000.0,526350000.0,97498000.0,86943000.0,184441000.0,423778000.0,,243000.0,290074000.0,,13824000.0,83187000.0,1368040000.0,8711000.0,-78411000.0,287291000.0,553666000.0,10072000.0,13958000.0,22138000.0,460397000.0,24932000.0,485329000.0,13958000.0,3023000.0,19743000.0,11822000.0,4931000.0,714087000.0,427967000.0,0.0,209000.0,79503000.0,10256000.0,3672000.0,18571000.0,68000000.0,13824000.0,32789000.0,96113000.0,26143000.0,883000.0,226118000.0,1812000.0,0.0,61358000.0,114617000.0,68000000.0,441791000.0,427967000.0,13442000.0,1379880000.0,466723000.0,669770000.0,453613000.0,926267000.0,853530000.0,502489000.0,27085000.0,0.0,14270000.0,102572000.0
