symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DerivativeProductLiabilities,DividendsPayable,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInventories,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital
GSP.MI,2022-12-31,3M,EUR,51843000.0,50709000.0,-164019000.0,-2236000.0,,8133000.0,3854000.0,23353000.0,30198000.0,30198000.0,30198000.0,23353000.0,186363000.0,52457000.0,116087000.0,980000.0,25469000.0,26449000.0,153615000.0,0.0,,878000.0,1010000.0,884000.0,260668000.0,52945000.0,296650000.0,5956000.0,-260000.0,3430000.0,262963000.0,,7503000.0,26393000.0,2874000.0,51131000.0,54005000.0,7503000.0,143177000.0,2339000.0,153000.0,46402000.0,132631000.0,-74305000.0,39068000.0,13866000.0,4546000.0,984000.0,43572943.0,1488000.0,259784000.0,,,30279000.0,5860000.0,19145000.0,123387000.0,2241000.0,201468000.0,2680000.0,75138000.0,43572943.0,186363000.0,-74305000.0,6649000.0,558152000.0,237494000.0,80454000.0,186516000.0,371636000.0,442065000.0,218021000.0,41265000.0,2427000.0,,9600000.0,-37528000.0
GSP.MI,2023-06-30,3M,EUR,26910000.0,18129000.0,-169145000.0,-2237000.0,8262000.0,8241000.0,3536000.0,23353000.0,32012000.0,32012000.0,32012000.0,23353000.0,222336000.0,61861000.0,89567000.0,1002000.0,38122000.0,39124000.0,102542000.0,,2178000.0,212000.0,,884000.0,258779000.0,20366000.0,304013000.0,772000.0,,4388000.0,301282000.0,8262000.0,,24536000.0,2534000.0,40824000.0,43358000.0,,142386000.0,149000.0,148000.0,46934000.0,134868000.0,-36443000.0,37689000.0,11595000.0,4639000.0,,43572943.0,506000.0,257895000.0,,2373000.0,18603000.0,5885000.0,29549000.0,62494000.0,2485000.0,203341000.0,,112785000.0,44909620.0,222336000.0,-36443000.0,4717000.0,529377000.0,263160000.0,82482000.0,222484000.0,306893000.0,439810000.0,204351000.0,14803000.0,2373000.0,1336677.0,9600000.0,-12975000.0
GSP.MI,2023-12-31,3M,EUR,25350000.0,31201000.0,-175909000.0,-2933000.0,,8700000.0,3624000.0,23353000.0,21055000.0,21055000.0,21055000.0,23353000.0,228807000.0,66631000.0,80494000.0,866000.0,59689000.0,60555000.0,105195000.0,,,0.0,2338000.0,884000.0,252841000.0,34134000.0,316041000.0,2962000.0,-501000.0,4093000.0,297228000.0,,0.0,27148000.0,2758000.0,8732000.0,11490000.0,0.0,149592000.0,203000.0,148000.0,47366000.0,140132000.0,-24034000.0,39504000.0,11575000.0,4719000.0,672000.0,43572943.0,309000.0,251957000.0,-100000.0,,14095000.0,6087000.0,12016000.0,44193000.0,,207272000.0,2356000.0,118703000.0,44909620.0,228807000.0,-24034000.0,9167000.0,513924000.0,237539000.0,72045000.0,228955000.0,284969000.0,433430000.0,179774000.0,4748000.0,2398000.0,1336677.0,9600000.0,-24701000.0
