symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital
GSP.MI,2019-12-31,12M,EUR,,,,,4682000.0,,,,,,,,,,,,,,,40000.0,,,,,,,,,,,4682000.0,,,,,,,,,,,,,,,,,,,433000.0,,,2889000.0,,,,,2178000.0,,,,,,,,,,,,,,,,,1336677.0,,
GSP.MI,2020-12-31,12M,EUR,25622000.0,24062000.0,-145309000.0,-1955000.0,,7710000.0,4919000.0,23353000.0,4569000.0,4569000.0,4569000.0,23353000.0,177764000.0,56282000.0,53809000.0,842000.0,33584000.0,34426000.0,77248000.0,107000.0,0.0,423000.0,884000.0,254160000.0,26017000.0,250108000.0,229000.0,,3160000.0,262434000.0,,5961000.0,17966000.0,4077000.0,51086000.0,55163000.0,5961000.0,129080000.0,2239000.0,169000.0,80101000.0,104799000.0,-76396000.0,37572000.0,7476000.0,5055000.0,577000.0,43572943.0,155000.0,-647000.0,253276000.0,,2741000.0,13419000.0,5795000.0,16045000.0,41094000.0,2147000.0,160116000.0,2737000.0,-34222000.0,44909620.0,177764000.0,-76396000.0,5744000.0,458835000.0,228850000.0,89589000.0,177933000.0,280902000.0,405026000.0,203654000.0,2053000.0,6773000.0,1336677.0,,-23439000.0
GSP.MI,2021-12-31,12M,EUR,32526000.0,37114000.0,-152338000.0,-1923000.0,,7883000.0,4274000.0,23353000.0,21107000.0,21107000.0,21107000.0,23353000.0,170877000.0,70792000.0,75702000.0,889000.0,28701000.0,29590000.0,101941000.0,0.0,36000.0,667000.0,884000.0,260813000.0,39037000.0,268137000.0,902000.0,0.0,3377000.0,269866000.0,,5961000.0,21835000.0,3385000.0,70288000.0,73673000.0,5961000.0,138673000.0,2266000.0,161000.0,77882000.0,115799000.0,-89936000.0,46591000.0,12622000.0,5255000.0,641000.0,43572943.0,174000.0,-10032000.0,259929000.0,,2553000.0,15310000.0,5798000.0,11761000.0,50423000.0,2186000.0,159563000.0,2710000.0,72402000.0,43572943.0,170877000.0,-89936000.0,1441000.0,507771000.0,241165000.0,103263000.0,171038000.0,336733000.0,432069000.0,234792000.0,2587000.0,4569000.0,,9600000.0,-26239000.0
GSP.MI,2022-12-31,12M,EUR,51843000.0,50709000.0,-164019000.0,-2236000.0,,8133000.0,3854000.0,23353000.0,30198000.0,30198000.0,30198000.0,23353000.0,186363000.0,52457000.0,116087000.0,980000.0,25469000.0,26449000.0,153615000.0,0.0,878000.0,1010000.0,884000.0,260668000.0,52945000.0,296650000.0,5956000.0,-260000.0,3430000.0,262963000.0,,7503000.0,26393000.0,2874000.0,51131000.0,54005000.0,7503000.0,143177000.0,2339000.0,153000.0,46402000.0,132631000.0,-74305000.0,39068000.0,13866000.0,4546000.0,984000.0,43572943.0,1488000.0,,259784000.0,,,30279000.0,5860000.0,19145000.0,123387000.0,2241000.0,201468000.0,2680000.0,75138000.0,43572943.0,186363000.0,-74305000.0,6649000.0,558152000.0,237494000.0,80454000.0,186516000.0,371636000.0,442065000.0,218021000.0,41265000.0,2427000.0,,9600000.0,-37528000.0
GSP.MI,2023-12-31,12M,EUR,25350000.0,31201000.0,-175909000.0,-2933000.0,,8700000.0,3624000.0,23353000.0,21055000.0,21055000.0,21055000.0,23353000.0,228807000.0,66631000.0,80494000.0,866000.0,59689000.0,60555000.0,105195000.0,,0.0,2338000.0,884000.0,252841000.0,34134000.0,316041000.0,2962000.0,-501000.0,4093000.0,297228000.0,,0.0,27148000.0,2758000.0,8732000.0,11490000.0,0.0,149592000.0,203000.0,148000.0,47366000.0,140132000.0,-24034000.0,39504000.0,11575000.0,4719000.0,672000.0,43572943.0,309000.0,,251957000.0,-100000.0,,14095000.0,6087000.0,12016000.0,44193000.0,,207272000.0,2356000.0,118703000.0,44909620.0,228807000.0,-24034000.0,9167000.0,513924000.0,237539000.0,72045000.0,228955000.0,284969000.0,433430000.0,179774000.0,4748000.0,2398000.0,1336677.0,9600000.0,-24701000.0
