asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalExpenditureReported,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendReceivedCFO,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,EnterprisesValueEBITDARatio,FinancialAssets,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCashItems,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfInvestment,SaleOfPPE,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital
2019-12-31,12M,EUR,,,,,,4682000.0,,,,,,-16341000.0,,,,,,,,,,-3539000.0,,,,,,-5000.0,,,,,,,,,,,,19265000.0,19265000.0,40000.0,,,,,,,,,,,,,,,-1811000.0,-1811000.0,6662000.0,,,,,,,,,,,,,,,,,4682000.0,,,,,,,,,,,,,,,-12057000.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,433000.0,,,,2889000.0,10402000.0,,,,,,,2178000.0,,,,-12057000.0,,0.0,,,,,522000.0,,,,,,,6662000.0,,,,,,,,,,,,,,,,,,,,,,,,,1336677.0,,
2020-12-31,12M,EUR,25622000.0,24062000.0,-145309000.0,-1955000.0,,,43573000.0,-0.79,11916000.0,7710000.0,-20385000.0,,4919000.0,23353000.0,4569000.0,4569000.0,-5000.0,4569000.0,-7347000.0,358000.0,-1938000.0,-1869000.0,1933000.0,2607000.0,3010000.0,-7123000.0,23353000.0,,177764000.0,56282000.0,75154000.0,53809000.0,842000.0,33584000.0,34426000.0,77248000.0,-84387000.0,18215000.0,18215000.0,18215000.0,18215000.0,107000.0,43573000.0,-0.79,-34222000.0,,-108262000.0,-90047000.0,-224000.0,4569000.0,141287673.0,,0.0,10006000.0,423000.0,-17129000.0,,38000.0,,884000.0,254160000.0,26017000.0,250108000.0,164000.0,229000.0,99536000.0,4964000.0,4964000.0,155000.0,155000.0,,,3160000.0,262434000.0,-20385000.0,,5961000.0,20600000.0,17966000.0,4077000.0,51086000.0,55163000.0,20600000.0,-8000000.0,5961000.0,129080000.0,2239000.0,81045673.0,169000.0,0.0,0.0,35000.0,80101000.0,-34222000.0,-34222000.0,-34222000.0,-34222000.0,-34222000.0,-34222000.0,-34222000.0,,-5785000.0,,12600000.0,12600000.0,-5785000.0,-1889000.0,104799000.0,-20385000.0,-76396000.0,37572000.0,7476000.0,5055000.0,577000.0,9395000.0,41353920.0,3256000.0,8499000.0,-8335000.0,75318000.0,43572943.0,155000.0,-647000.0,253276000.0,,2750000.0,2741000.0,,13419000.0,5795000.0,16045000.0,-170000.0,0.0,41094000.0,2147000.0,-113226000.0,160116000.0,-14000.0,0.0,,,-20385000.0,2737000.0,75154000.0,18215000.0,,1042000.0,-8000000.0,,-34222000.0,,0.0,,44909620.0,-99366000.0,177764000.0,-76396000.0,-23866080.0,-79004000.0,0.24,5744000.0,,458835000.0,228850000.0,89589000.0,177933000.0,83653000.0,280902000.0,405026000.0,203654000.0,-107459000.0,976000.0,75318000.0,2053000.0,-99442000.0,-99442000.0,6773000.0,1336677.0,,-23439000.0
2021-12-31,12M,EUR,32526000.0,37114000.0,-152338000.0,-1923000.0,8667000.0,,43573000.0,0.07,4569000.0,7883000.0,-18085000.0,,4274000.0,23353000.0,21107000.0,21107000.0,-5000.0,21107000.0,16538000.0,-217000.0,9418000.0,,6904000.0,-6555000.0,9608000.0,16526000.0,23353000.0,-5000.0,170877000.0,70792000.0,75089000.0,75702000.0,889000.0,28701000.0,29590000.0,101941000.0,256000.0,8087000.0,16754000.0,16754000.0,16754000.0,0.0,43573000.0,0.07,3146000.0,662000.0,8545000.0,25299000.0,12000.0,21107000.0,221915088.0,8.771694,36000.0,13563000.0,667000.0,2963000.0,,,,884000.0,260813000.0,39037000.0,268137000.0,9552000.0,902000.0,-13028000.0,5146000.0,5146000.0,144000.0,144000.0,-4167000.0,0.0,3377000.0,269866000.0,-18085000.0,,5961000.0,47400000.0,21835000.0,3385000.0,70288000.0,73673000.0,47400000.0,-33607000.0,5961000.0,138673000.0,2266000.0,146405088.0,161000.0,3000.0,,-1000.0,77882000.0,3146000.0,3146000.0,3143000.0,3146000.0,3146000.0,3143000.0,3143000.0,-2859000.0,-5990000.0,,13793000.0,13793000.0,-5990000.0,684000.0,115799000.0,-15226000.0,-89936000.0,46591000.0,12622000.0,5255000.0,641000.0,13166000.0,-8073385.1,21048000.0,12702000.0,-3150000.0,84641000.0,43572943.0,174000.0,-10032000.0,259929000.0,,6642000.0,2553000.0,4109000.0,15310000.0,5798000.0,11761000.0,-163000.0,0.0,50423000.0,2186000.0,3399000.0,159563000.0,3456000.0,,-2859000.0,,-15226000.0,2710000.0,75089000.0,16754000.0,,418000.0,-33607000.0,,72402000.0,,0.0,,43572943.0,13191000.0,170877000.0,-89936000.0,913614.9,256000.0,0.0753,1441000.0,-1827000.0,507771000.0,241165000.0,103263000.0,171038000.0,87791000.0,336733000.0,432069000.0,234792000.0,10703000.0,988000.0,84641000.0,2587000.0,12133000.0,12133000.0,4569000.0,,9600000.0,-26239000.0
2022-12-31,12M,EUR,51843000.0,50709000.0,-164019000.0,-2236000.0,10340000.0,,43573000.0,0.08,21107000.0,8133000.0,-27338000.0,,3854000.0,23353000.0,30198000.0,30198000.0,-2184000.0,30198000.0,9091000.0,-313000.0,7282000.0,,19317000.0,-22341000.0,3835000.0,9145000.0,23353000.0,-2184000.0,186363000.0,52457000.0,147112000.0,116087000.0,980000.0,25469000.0,26449000.0,153615000.0,52435000.0,13346000.0,23686000.0,,,0.0,43573000.0,0.08,3354000.0,0.0,63237000.0,86923000.0,-54000.0,30198000.0,202242063.0,,878000.0,-27459000.0,1010000.0,35931000.0,,,,884000.0,260668000.0,52945000.0,296650000.0,86439000.0,5956000.0,-8915000.0,7451000.0,7451000.0,49000.0,49000.0,-3412000.0,-260000.0,3430000.0,262963000.0,-26665000.0,,7503000.0,18800000.0,26393000.0,2874000.0,51131000.0,54005000.0,18800000.0,-43067000.0,7503000.0,143177000.0,2339000.0,104575063.0,153000.0,3000.0,,0.0,46402000.0,3354000.0,3354000.0,3351000.0,3354000.0,3354000.0,3351000.0,3351000.0,-2887000.0,-9659000.0,0.0,-24267000.0,-24267000.0,-9659000.0,-73000.0,132631000.0,-23778000.0,-74305000.0,39068000.0,13866000.0,4546000.0,984000.0,78391000.0,-3130320.0,63269000.0,29520000.0,56919000.0,233551000.0,43572943.0,1488000.0,,259784000.0,,9685000.0,,23298000.0,30279000.0,5860000.0,19145000.0,-155000.0,0.0,123387000.0,2241000.0,55786000.0,201468000.0,-3550000.0,,-2887000.0,,-24451000.0,2680000.0,147112000.0,23686000.0,,661000.0,-43067000.0,518000.0,75138000.0,0.0,673000.0,,43572943.0,8552000.0,186363000.0,-74305000.0,2047680.0,52435000.0,0.24,6649000.0,-13844000.0,558152000.0,237494000.0,80454000.0,186516000.0,176632000.0,371636000.0,442065000.0,218021000.0,65471000.0,2257000.0,233551000.0,41265000.0,8532000.0,8532000.0,2427000.0,,9600000.0,-37528000.0
2023-12-31,12M,EUR,25350000.0,31201000.0,-175909000.0,-2933000.0,12000000.0,,43573000.0,1.13,30198000.0,8700000.0,-24491000.0,,3624000.0,23353000.0,21055000.0,21055000.0,-2184000.0,21055000.0,-9143000.0,-904000.0,-21723000.0,,-26862000.0,19186000.0,-30370000.0,-9331000.0,23353000.0,-2184000.0,228807000.0,66631000.0,103015000.0,80494000.0,866000.0,59689000.0,60555000.0,105195000.0,-12520000.0,11440000.0,23440000.0,,,,43573000.0,1.13,49219000.0,331000.0,47060000.0,70500000.0,188000.0,21055000.0,159838086.0,,0.0,-11589000.0,2338000.0,-5245000.0,,,,884000.0,252841000.0,34134000.0,316041000.0,56137000.0,2962000.0,2553000.0,10362000.0,10362000.0,193000.0,193000.0,-4360000.0,-501000.0,4093000.0,297228000.0,-16988000.0,,0.0,17516000.0,27148000.0,2758000.0,8732000.0,11490000.0,17516000.0,-25868000.0,0.0,149592000.0,203000.0,109368086.0,148000.0,1000.0,,-31000.0,47366000.0,49219000.0,49219000.0,49218000.0,49219000.0,49219000.0,49218000.0,49218000.0,-5483000.0,-10904000.0,7503000.0,-8352000.0,-8352000.0,-10904000.0,8000.0,140132000.0,-19008000.0,-24034000.0,39504000.0,11575000.0,4719000.0,672000.0,69952000.0,48802520.0,19246000.0,9136000.0,47001000.0,159152000.0,43572943.0,309000.0,,251957000.0,-100000.0,10881000.0,,3434000.0,14095000.0,6087000.0,12016000.0,-146000.0,0.0,44193000.0,,36698000.0,207272000.0,1090000.0,,-5483000.0,,-19008000.0,2356000.0,103015000.0,23440000.0,,784000.0,-25868000.0,458000.0,118703000.0,7503000.0,0.0,,44909620.0,-2865000.0,228807000.0,-24034000.0,131520.0,-12520000.0,0.24,9167000.0,-17400000.0,513924000.0,237539000.0,72045000.0,228955000.0,112151000.0,284969000.0,433430000.0,179774000.0,47910000.0,735000.0,159152000.0,4748000.0,548000.0,548000.0,2398000.0,1336677.0,9600000.0,-24701000.0
