symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,FinancialAssets,FixedAssetsRevaluationReserve,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInventories,OtherInvestments,OtherNonCurrentAssets,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkInProcess,WorkingCapital
FM.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,68031000.0,,,,0.0,,,,,2219000.0,,,,,0.0,,,,,,,,,,,,50000.0,,,,,1833000.0,,,,,,322000.0,95000.0,,,,,49227000.0,,2219000.0,32000.0,,,,,,,2413000.0,,,12000.0,,,,,,,,,,,,,,,,0.0,
FM.MI,2020-12-31,12M,EUR,19936000.0,20994000.0,-185161000.0,10256000.0,,0.0,5127000.0,510611000.0,449572000.0,42284000.0,20442000.0,21762000.0,20442000.0,0.0,42284000.0,62883000.0,,54024000.0,43611000.0,50331000.0,93942000.0,5538000.0,161795000.0,1777000.0,0.0,,0.0,95036000.0,112042000.0,20994000.0,623869000.0,,5557000.0,113214000.0,0.0,5127000.0,16226000.0,32000.0,5127000.0,405961000.0,0.0,405961000.0,16226000.0,379000.0,19541000.0,348000.0,29889000.0,438708000.0,-49159000.0,275000.0,66000.0,3283000.0,11260000.0,10062000.0,71644071.0,,17006000.0,5538000.0,82000.0,,11210000.0,93717000.0,5601000.0,1320000.0,35005000.0,,110000.0,0.0,19000.0,8635000.0,71917829.0,62883000.0,-49159000.0,,652963000.0,62883000.0,499903000.0,63231000.0,589732000.0,598939000.0,427937000.0,3859000.0,,273758.0,,-107771000.0
FM.MI,2021-12-31,12M,EUR,50569000.0,31130000.0,-223154000.0,10256000.0,,129000.0,71000.0,507562000.0,411944000.0,42284000.0,148250000.0,156455000.0,148298000.0,0.0,42284000.0,108314000.0,,190994000.0,41376000.0,938000.0,42314000.0,,173040000.0,6437000.0,0.0,,0.0,95036000.0,113547000.0,25252000.0,398320000.0,,3280000.0,207481000.0,0.0,71000.0,15733000.0,32000.0,,370568000.0,98229000.0,468797000.0,15733000.0,72000.0,19685000.0,671000.0,,398320000.0,-5233000.0,166000.0,,14011000.0,3643000.0,9527000.0,71644071.0,58642000.0,18511000.0,3280000.0,82000.0,,23012000.0,398320000.0,8197000.0,8205000.0,55524000.0,,110000.0,0.0,0.0,53151000.0,71917829.0,108314000.0,-5233000.0,,764719000.0,206543000.0,511111000.0,108985000.0,655734000.0,573725000.0,482694000.0,4955000.0,655000.0,273758.0,0.0,17954000.0
FM.MI,2022-12-31,12M,EUR,50891000.0,29468000.0,-259071000.0,9828000.0,-1273000.0,2672000.0,71000.0,522604000.0,396747000.0,42182000.0,81971000.0,118391000.0,,,42182000.0,105660000.0,,157611000.0,49889000.0,27380000.0,77269000.0,,189387000.0,5443000.0,1683000.0,2315000.0,0.0,95036000.0,110231000.0,29468000.0,631556000.0,2315000.0,3144000.0,193906000.0,0.0,71000.0,29640000.0,32000.0,,346858000.0,60866000.0,407724000.0,29672000.0,500000.0,19887000.0,533000.0,6275000.0,372485000.0,-4571000.0,386000.0,,11174000.0,3733000.0,7763000.0,71234071.0,,15195000.0,3144000.0,32000.0,3683000.0,19751000.0,89065000.0,3816000.0,36420000.0,73248000.0,,120000.0,0.0,,48393000.0,71917829.0,105660000.0,-4571000.0,1189000.0,716983000.0,166526000.0,484993000.0,106193000.0,610790000.0,559372000.0,421403000.0,2606000.0,,683758.0,0.0,-31776000.0
FM.MI,2023-12-31,12M,EUR,67022000.0,34882000.0,-304708000.0,9347000.0,,0.0,73000.0,561016000.0,395228000.0,41987000.0,99843000.0,139500000.0,20067000.0,79776000.0,41987000.0,147896000.0,5095000.0,182325000.0,54931000.0,27500000.0,82431000.0,,223939000.0,4788000.0,0.0,986000.0,,95036000.0,107277000.0,34882000.0,678177000.0,986000.0,2258000.0,206026000.0,,73000.0,50591000.0,32000.0,,340297000.0,30630000.0,370927000.0,50623000.0,,20482000.0,535000.0,,373469000.0,40619000.0,,,10305000.0,3396000.0,7453000.0,71141819.0,,12241000.0,,,355000.0,24493000.0,91584000.0,5558000.0,39657000.0,95904000.0,,127000.0,0.0,,93861000.0,71917829.0,147896000.0,40619000.0,,754530000.0,178526000.0,453358000.0,148431000.0,606099000.0,572205000.0,382160000.0,4389000.0,384000.0,776010.0,,-41614000.0
