symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,FinancialAssets,FixedAssetsRevaluationReserve,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInventories,OtherInvestments,OtherNonCurrentAssets,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkInProcess,WorkingCapital
FM.MI,2022-12-31,3M,EUR,,,-259071000.0,9828000.0,-1273000.0,2672000.0,,522604000.0,396747000.0,42182000.0,,,,,42182000.0,,,,49889000.0,27380000.0,77269000.0,,,1683000.0,2315000.0,0.0,,,29468000.0,,2315000.0,,,0.0,,29640000.0,32000.0,346858000.0,60866000.0,407724000.0,29672000.0,500000.0,19887000.0,,6275000.0,,,386000.0,11174000.0,3733000.0,,,,,3144000.0,32000.0,,19751000.0,,3816000.0,36420000.0,,120000.0,0.0,48393000.0,,,,1189000.0,,,484993000.0,,,,,,,683758.0,0.0,
FM.MI,2023-03-31,3M,EUR,,,,,,,2068000.0,,,,,,,,,,,,,,,,30480000.0,,,,,,,,,,,,,,,,,,,4233000.0,,,,,,,,,,,52082000.0,,,,91277000.0,,,,,,,,,,,,,,,,,,,,,,683758.0,,
FM.MI,2023-06-30,3M,EUR,52393000.0,50057000.0,,9257000.0,-1011000.0,0.0,71000.0,,407886000.0,42042000.0,59961000.0,136864000.0,,,42042000.0,130130000.0,,199636000.0,54923000.0,26875000.0,81798000.0,243131000.0,3255000.0,,1853000.0,0.0,95036000.0,108651000.0,51068000.0,381130000.0,1853000.0,5120000.0,200947000.0,,71000.0,46050000.0,,352963000.0,43942000.0,396905000.0,46050000.0,500000.0,,403000.0,10856000.0,381130000.0,21479000.0,,11201000.0,3303000.0,7498000.0,71234071.0,102685000.0,13615000.0,5120000.0,32000.0,1804000.0,,381130000.0,5121000.0,76903000.0,54873000.0,1449000.0,,74305000.0,71917829.0,130130000.0,21479000.0,1025000.0,783596000.0,174072000.0,478703000.0,130533000.0,653063000.0,583960000.0,409932000.0,2480000.0,,683758.0,0.0,-43495000.0
FM.MI,2023-09-30,3M,EUR,36685000.0,46458000.0,,,,,1569000.0,,,,120569000.0,120569000.0,,,,128036000.0,,176016000.0,,,,225379000.0,,,,,95036000.0,107496000.0,,371489000.0,,8989000.0,128036000.0,,1569000.0,,,,,,,,,359000.0,,371489000.0,20540000.0,,,4015000.0,7403000.0,71491819.0,112431000.0,12460000.0,,,90670000.0,,371489000.0,,,38026000.0,,,,71491819.0,128036000.0,20540000.0,,747240000.0,128036000.0,,128395000.0,618845000.0,571224000.0,393466000.0,1341000.0,,,,-49363000.0
FM.MI,2023-12-31,3M,EUR,67022000.0,34882000.0,-304708000.0,9347000.0,,0.0,73000.0,561016000.0,395228000.0,41987000.0,99843000.0,139500000.0,20067000.0,79776000.0,41987000.0,147896000.0,5095000.0,182325000.0,54931000.0,27500000.0,82431000.0,223939000.0,4788000.0,0.0,986000.0,,95036000.0,107277000.0,34882000.0,678177000.0,986000.0,2258000.0,206026000.0,,73000.0,50591000.0,32000.0,340297000.0,30630000.0,370927000.0,50623000.0,,20482000.0,535000.0,,373469000.0,40619000.0,,10305000.0,3396000.0,7453000.0,71141819.0,,12241000.0,,,355000.0,24493000.0,91584000.0,5558000.0,39657000.0,95904000.0,127000.0,0.0,93861000.0,71917829.0,147896000.0,40619000.0,,754530000.0,178526000.0,453358000.0,148431000.0,606099000.0,572205000.0,382160000.0,4389000.0,384000.0,776010.0,,-41614000.0
FM.MI,2024-03-31,3M,EUR,48959000.0,36799000.0,,,,,854000.0,,,,106663000.0,106663000.0,,,,155557000.0,,146462000.0,,,,181963000.0,29761000.0,,,,95036000.0,106169000.0,,364095000.0,,3000000.0,155557000.0,,854000.0,,,,,,,3921000.0,,484000.0,,364095000.0,49388000.0,,,,7390000.0,71141819.0,53597000.0,11133000.0,,,87383000.0,47484000.0,364095000.0,,,98605000.0,,,,71141819.0,155557000.0,49388000.0,,704963000.0,155557000.0,,156041000.0,548922000.0,558501000.0,366959000.0,2162000.0,,,,-35501000.0
FM.MI,2024-06-30,3M,EUR,48232000.0,22821000.0,-327662000.0,9347000.0,,0.0,,,363742000.0,41987000.0,96925000.0,107869000.0,10057000.0,86868000.0,41987000.0,160848000.0,,140584000.0,43045000.0,27000000.0,70045000.0,180716000.0,4569000.0,,544000.0,,95036000.0,105224000.0,,681011000.0,,3332000.0,204674000.0,,0.0,,,320697000.0,16826000.0,337523000.0,51712000.0,,,452000.0,,353349000.0,55624000.0,,10830000.0,3388000.0,7240000.0,71141819.0,32669000.0,10188000.0,,32000.0,,19368000.0,681011000.0,4047000.0,10944000.0,71338000.0,1461000.0,,106628000.0,71917829.0,160848000.0,55624000.0,1054000.0,690823000.0,177674000.0,407568000.0,161300000.0,529523000.0,550239000.0,348807000.0,3738000.0,656000.0,776010.0,,-40132000.0
