asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInPrepaidAssets,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,EnterprisesValueEBITDARatio,FinancingCashFlow,FixedAssetsRevaluationReserve,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfBusiness,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInventories,OtherInvestments,OtherNonCashItems,OtherNonCurrentAssets,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfBusiness,SaleOfIntangibles,SaleOfPPE,ShareIssued,ShortTermDebtIssuance,ShortTermDebtPayments,SpecialIncomeCharges,StockBasedCompensation,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,,50000.0,,,,,,,,,,-9227000.0,68031000.0,,,1250000.0,1730000.0,8878000.0,-435000.0,3361000.0,13564000.0,,,-9227000.0,,,0.0,0.0,,,,,,2219000.0,,,1730000.0,45171000.0,45171000.0,,,,,,,,,,,,,,0.0,,37000.0,,,,,,,,,,,,,,,,,,,50000.0,,,50000.0,,,,,,0.0,,1833000.0,,,,,,,,,,,,,,34328000.0,,,,0.0,-3655000.0,0.0,,,,,-3655000.0,,322000.0,95000.0,,,,,,,,,,,,49227000.0,,2219000.0,32000.0,13590000.0,,,,,,,,,,,-244000.0,2413000.0,,,,4368000.0,-1842000.0,,0.0,,12000.0,,,,-3655000.0,0.0,,,3715000.0,26000.0,38000.0,,,-3655000.0,,721000.0,,,,,,,,,,,,,,,,59598000.0,,,,,,,,0.0,,
2020-12-31,12M,EUR,19936000.0,20994000.0,-185161000.0,10256000.0,,2248000.0,0.0,5127000.0,71428000.0,-0.4752,68031000.0,510611000.0,-6114000.0,449572000.0,42284000.0,20442000.0,20442000.0,-9314000.0,20442000.0,0.0,-47314000.0,-3327000.0,834000.0,-28435000.0,-18651000.0,1908000.0,-60797000.0,-47314000.0,42284000.0,-9314000.0,62883000.0,0.0,0.0,,47629000.0,54024000.0,43611000.0,50331000.0,93942000.0,5538000.0,161795000.0,1777000.0,,44762000.0,44762000.0,44761000.0,42513000.0,0.0,71428000.0,-0.4752,-33943000.0,-34128000.0,10633000.0,-275000.0,20442000.0,679038161.0,,9237000.0,0.0,-60472000.0,,,95036000.0,112042000.0,20994000.0,623869000.0,26006000.0,,0.0,12897000.0,12897000.0,57000.0,57000.0,-12806000.0,225000.0,5557000.0,113214000.0,-2193000.0,0.0,5127000.0,16226000.0,32000.0,5127000.0,0.0,49773000.0,405961000.0,0.0,405961000.0,,16226000.0,379000.0,19541000.0,203469161.0,348000.0,209000.0,3970000.0,0.0,29889000.0,-33943000.0,-33943000.0,-34152000.0,0.0,-33943000.0,-33943000.0,-34152000.0,-34152000.0,-5247000.0,-12802000.0,-50000.0,49773000.0,,-12802000.0,44696000.0,438708000.0,-866000.0,49773000.0,-49159000.0,275000.0,66000.0,3283000.0,11260000.0,10062000.0,9239000.0,-34955395.279107,-54358000.0,78865000.0,-52859000.0,73635000.0,71644071.0,,,17006000.0,5538000.0,82000.0,12689000.0,,16692000.0,2396000.0,11210000.0,93717000.0,6921000.0,1320000.0,-3912000.0,0.0,35005000.0,102000.0,,110000.0,-47025000.0,0.0,-3847000.0,0.0,-5247000.0,-50000.0,-867000.0,19000.0,47629000.0,44761000.0,5944000.0,,0.0,0.0,8635000.0,3970000.0,0.0,1000.0,71917829.0,49773000.0,,1317000.0,0.0,62883000.0,-49159000.0,381604.720893,-12873000.0,0.273748,,0.0,652963000.0,62883000.0,499903000.0,63231000.0,126494000.0,589732000.0,598939000.0,427937000.0,,-38000.0,73635000.0,3859000.0,1394000.0,1394000.0,,273758.0,,-107771000.0,2595000.0
2021-12-31,12M,EUR,50569000.0,31130000.0,-223154000.0,10256000.0,,3195000.0,129000.0,71000.0,71644000.0,0.6192,20442000.0,507562000.0,-5946000.0,411944000.0,42284000.0,148250000.0,156455000.0,,148298000.0,0.0,127809000.0,,,,,,,127809000.0,42284000.0,,108314000.0,600000.0,,,73561000.0,190994000.0,41376000.0,938000.0,42314000.0,,173040000.0,6437000.0,,,,45212000.0,42017000.0,0.0,71644000.0,0.6192,44359000.0,28570000.0,73782000.0,47000.0,148298000.0,743371959.0,10.075248,19150000.0,0.0,107226000.0,,,95036000.0,113547000.0,25252000.0,398320000.0,48741000.0,,22000.0,13454000.0,13454000.0,49000.0,49000.0,-12912000.0,847000.0,3280000.0,207481000.0,-4513000.0,0.0,71000.0,15733000.0,32000.0,,600000.0,,370568000.0,98229000.0,468797000.0,,15733000.0,72000.0,19685000.0,242156959.0,671000.0,278000.0,1403000.0,600000.0,,44359000.0,44359000.0,39481000.0,4600000.0,44359000.0,39759000.0,,44081000.0,-4700000.0,-14026000.0,0.0,,,-14026000.0,56591000.0,398320000.0,-1216000.0,,-5233000.0,166000.0,,14011000.0,3643000.0,9527000.0,78914000.0,43659320.0,113172000.0,88204000.0,-39463000.0,122302000.0,71644071.0,1172000.0,58642000.0,18511000.0,3280000.0,82000.0,,,72616000.0,2699000.0,23012000.0,398320000.0,8197000.0,8205000.0,244000.0,0.0,55524000.0,,,110000.0,15116000.0,0.0,,,-4700000.0,0.0,-1246000.0,0.0,73561000.0,45212000.0,13028000.0,,,5584000.0,53151000.0,1403000.0,,30000.0,71917829.0,,,-5852000.0,,108314000.0,-5233000.0,-1231680.0,-24365000.0,0.24,,-730000.0,764719000.0,206543000.0,511111000.0,108985000.0,161765000.0,655734000.0,573725000.0,482694000.0,,621000.0,122302000.0,4955000.0,-5132000.0,-5132000.0,655000.0,273758.0,0.0,17954000.0,2000.0
2022-12-31,12M,EUR,50891000.0,29468000.0,-259071000.0,9828000.0,-1273000.0,4662000.0,2672000.0,,71626000.0,-0.0782,148298000.0,522604000.0,-3309000.0,396747000.0,42182000.0,81971000.0,117688000.0,,,,-64518000.0,136000.0,-337000.0,-5395000.0,-6017000.0,-3201000.0,-16833000.0,-64264000.0,42182000.0,,105660000.0,,,,115775000.0,159294000.0,49889000.0,27380000.0,77269000.0,,189387000.0,5443000.0,2055000.0,47908000.0,47908000.0,47908000.0,43246000.0,1683000.0,71626000.0,-0.0782,-5599000.0,9382000.0,57290000.0,-254000.0,83780000.0,568162805.0,,-81492000.0,0.0,28978000.0,1276000.0,0.0,95036000.0,108231000.0,29468000.0,631556000.0,104510000.0,2315000.0,1276000.0,13087000.0,13087000.0,530000.0,530000.0,-13350000.0,393000.0,3144000.0,193906000.0,-15059000.0,0.0,,29640000.0,32000.0,,,,346858000.0,60866000.0,407724000.0,,29672000.0,500000.0,19887000.0,207767805.0,533000.0,161000.0,-11750000.0,-530000.0,6275000.0,-5599000.0,-5599000.0,-5760000.0,0.0,-5599000.0,-5599000.0,-5760000.0,-5760000.0,-2422000.0,-12771000.0,,,,-12771000.0,-48786000.0,372485000.0,-887000.0,,-2571000.0,386000.0,,11174000.0,3733000.0,7763000.0,61684000.0,-2259560.0,32287000.0,95460000.0,9050000.0,220285000.0,71234071.0,,,13195000.0,3144000.0,32000.0,12924000.0,3683000.0,3525000.0,3624000.0,19751000.0,89065000.0,3887000.0,35717000.0,248000.0,0.0,73248000.0,232000.0,,120000.0,-3705000.0,0.0,2798000.0,-11750000.0,-2422000.0,,-887000.0,,115775000.0,47908000.0,22326000.0,,,2229000.0,48393000.0,,,532000.0,71917829.0,,,-3822000.0,309000.0,105660000.0,-2571000.0,-1054560.0,2055000.0,0.24,1189000.0,-960000.0,716983000.0,166526000.0,484993000.0,106193000.0,211235000.0,610790000.0,559372000.0,421403000.0,,214000.0,220285000.0,2606000.0,-4394000.0,-4394000.0,,683758.0,0.0,-30093000.0,69000.0
2023-12-31,12M,EUR,67022000.0,34882000.0,-304708000.0,9347000.0,,4941000.0,0.0,,71329000.0,0.6374,83780000.0,561016000.0,-6330000.0,395228000.0,41987000.0,99831000.0,136172000.0,,79764000.0,20067000.0,16063000.0,886000.0,16000.0,12884000.0,9972000.0,-8962000.0,16196000.0,16136000.0,41987000.0,,147896000.0,,,5095000.0,139311000.0,181653000.0,54931000.0,27500000.0,82431000.0,,223939000.0,4788000.0,7036000.0,51499000.0,51499000.0,51499000.0,46558000.0,0.0,71329000.0,0.6374,45468000.0,50069000.0,101568000.0,-73000.0,99843000.0,539372129.0,,-73923000.0,,89417000.0,815000.0,-16500000.0,95036000.0,106262000.0,34882000.0,678177000.0,144518000.0,986000.0,815000.0,14064000.0,14064000.0,3622000.0,3622000.0,-13844000.0,4316000.0,2258000.0,206026000.0,-5688000.0,,,50591000.0,32000.0,,,,340297000.0,30630000.0,370927000.0,,50623000.0,,20482000.0,196707129.0,535000.0,-1000.0,642000.0,-676000.0,,45468000.0,45468000.0,28969000.0,16500000.0,45468000.0,28968000.0,45469000.0,45469000.0,-2805000.0,-10687000.0,,,,-10687000.0,-32653000.0,373469000.0,-3525000.0,,41634000.0,,,10305000.0,3396000.0,7453000.0,103416000.0,30454868.823774,95747000.0,107790000.0,36728000.0,283829000.0,71141819.0,,,11226000.0,,,8819000.0,355000.0,4811000.0,4540000.0,24493000.0,91584000.0,7228000.0,36341000.0,-764000.0,0.0,95904000.0,208000.0,,127000.0,36005000.0,0.0,2679000.0,,-2805000.0,,-3525000.0,,139311000.0,51499000.0,27357000.0,,,3343000.0,93861000.0,642000.0,,,71917829.0,,,-3648000.0,-576000.0,147896000.0,41634000.0,-361131.176226,7036000.0,0.195417,,-1628000.0,754530000.0,178526000.0,453358000.0,148431000.0,247101000.0,606099000.0,572205000.0,382160000.0,,245000.0,283829000.0,4389000.0,-1848000.0,-1848000.0,384000.0,776010.0,,-42286000.0,254000.0
